"telemetry_date","product_type","avg_disconnects","crash_rate","avg_temp_c","rows"
2025-02-13,Headphones,0.510,0.0121,31.56,168
2024-11-25,Earbuds,0.423,0.0357,32.70,29
2025-11-23,Aviation Headsets,0.667,0.0000,33.52,5
2025-03-25,Home Theater,0.300,0.0000,31.34,11
2025-12-20,Headphones,0.474,0.0118,31.97,174
2024-08-05,Aviation Headsets,0.000,0.0000,35.90,1
2025-12-09,Portable PA,0.333,0.0000,40.63,3
2025-08-07,Portable PA,0.000,0.0000,33.50,7
2025-11-08,Home Theater,0.000,0.0000,29.51,7
2024-02-19,Earbuds,0.200,0.0000,34.26,17
2025-04-12,Aviation Headsets,0.000,0.0000,35.82,6
2025-10-23,Headphones,0.411,0.0194,32.27,157
2025-11-29,Portable PA,0.250,0.0000,33.51,12
2024-02-20,Aviation Headsets,0.000,0.0000,32.44,5
2025-08-28,Speakers,0.000,0.0000,29.57,3
2024-11-23,Portable PA,0.300,0.0000,32.43,10
2025-10-04,Earbuds,0.158,0.0000,31.91,22
2024-04-28,Speakers,0.000,0.0000,28.70,3
2025-05-22,Portable PA,0.000,0.0000,35.48,4
2024-06-05,Headphones,0.523,0.0071,31.47,142
2024-06-29,Portable PA,0.250,0.0000,36.40,4
2025-03-29,Headphones,0.449,0.0241,31.65,171
2024-08-29,Portable PA,0.000,0.0000,34.10,4
2024-07-10,Headphones,0.403,0.0069,31.88,148
2025-11-20,Earbuds,0.182,0.0909,35.20,11
2024-10-11,Earbuds,0.643,0.0000,31.03,14
2025-12-05,Headphones,0.361,0.0000,32.13,150
2024-09-15,Speakers,0.000,0.0000,35.30,5
2025-02-02,Headphones,0.457,0.0000,32.42,171
2025-11-20,Speakers,1.500,0.0000,26.70,2
2024-05-29,Portable PA,0.000,0.0000,27.23,6
2024-04-11,Aviation Headsets,0.333,0.0000,31.20,3
2025-11-30,Portable PA,0.000,0.0000,27.96,5
2024-11-27,Headphones,0.426,0.0118,32.83,171
2024-11-05,Earbuds,0.389,0.0000,31.69,20
2025-09-28,Portable PA,0.167,0.0000,34.26,7
2024-03-16,Earbuds,0.412,0.0556,31.77,19
2025-06-08,Portable PA,0.143,0.0000,36.88,8
2025-12-29,Aviation Headsets,0.000,0.1667,33.32,6
2025-01-14,Aviation Headsets,0.000,0.0000,35.80,3
2024-11-17,Headphones,0.432,0.0000,31.83,174
2024-03-21,Headphones,0.485,0.0070,31.44,144
2025-06-25,Aviation Headsets,0.500,0.0000,32.07,3
2025-07-23,Home Theater,0.333,0.0000,33.03,10
2025-02-10,Speakers,0.333,0.0000,36.77,3
2024-01-05,Home Theater,0.250,0.0000,31.57,6
2025-02-12,Speakers,0.667,0.0000,26.47,3
2025-12-11,Portable PA,0.167,0.0000,29.30,7
2025-01-26,Speakers,0.500,0.0000,35.18,5
2025-06-15,Portable PA,0.333,0.0000,38.27,6
2024-01-09,Aviation Headsets,0.000,0.0000,37.10,1
2024-06-13,Aviation Headsets,1.000,0.0000,36.00,1
2024-08-05,Portable PA,0.000,0.0000,33.38,4
2024-06-21,Portable PA,0.000,0.0000,29.55,8
2024-09-28,Headphones,0.414,0.0252,31.81,163
2025-07-16,Speakers,0.800,0.0000,40.53,6
2025-12-22,Aviation Headsets,1.000,0.0000,32.80,1
2024-02-14,Headphones,0.551,0.0207,31.22,149
2025-10-16,Earbuds,0.176,0.0000,30.98,18
2024-03-18,Speakers,0.800,0.0000,31.48,5
2024-10-22,Speakers,0.750,0.0000,34.24,5
2024-02-15,Home Theater,0.500,0.0000,30.60,7
2025-12-09,Headphones,0.461,0.0120,32.53,171
2024-07-13,Headphones,0.378,0.0163,32.23,184
2024-01-31,Headphones,0.472,0.0191,32.22,158
2024-07-12,Earbuds,0.600,0.0000,31.12,17
2024-12-17,Portable PA,0.000,0.0000,30.66,5
2025-01-20,Aviation Headsets,0.000,0.0000,42.00,1
2025-03-26,Headphones,0.483,0.0000,31.74,160
2025-10-21,Speakers,0.500,0.0000,30.30,5
2025-02-03,Speakers,0.000,0.0000,20.70,1
2025-03-22,Portable PA,0.333,0.0000,34.24,9
2024-09-20,Speakers,,0.0000,38.60,1
2024-05-12,Home Theater,0.111,0.0000,29.90,9
2024-11-22,Earbuds,0.313,0.0588,28.91,17
2024-04-05,Portable PA,0.250,0.0000,33.60,4
2025-04-04,Earbuds,0.421,0.0000,31.95,22
2025-08-30,Headphones,0.393,0.0203,33.35,149
2024-08-22,Portable PA,0.500,0.0000,35.83,4
2025-06-26,Earbuds,0.519,0.0333,31.47,31
2025-01-05,Headphones,0.514,0.0062,31.22,164
2024-07-16,Portable PA,0.000,0.0000,37.10,2
2024-01-21,Speakers,0.500,0.0000,36.05,6
2025-09-13,Portable PA,0.250,0.0000,33.55,8
2025-07-17,Headphones,0.471,0.0123,32.43,167
2025-06-28,Earbuds,0.533,0.0000,30.09,16
2025-10-15,Portable PA,0.286,0.0000,28.24,7
2025-06-29,Headphones,0.432,0.0190,32.84,160
2025-01-09,Speakers,0.400,0.0000,33.75,6
2024-10-15,Portable PA,0.000,0.0000,28.55,2
2024-08-17,Earbuds,0.500,0.0000,30.73,15
2025-01-05,Aviation Headsets,0.250,0.0000,32.55,4
2025-06-14,Portable PA,0.000,0.0000,26.56,5
2024-04-08,Speakers,0.000,0.0000,34.53,3
2025-09-15,Aviation Headsets,0.000,0.0000,31.80,3
2025-04-08,Speakers,0.000,0.0000,30.78,4
2024-02-28,Earbuds,0.857,0.0000,30.94,14
2024-10-23,Headphones,0.384,0.0000,31.87,145
2025-03-10,Portable PA,0.000,0.0000,36.73,4
2024-11-30,Aviation Headsets,0.000,0.0000,34.10,2
2024-04-02,Speakers,0.750,0.0000,35.43,4
2025-12-25,Earbuds,0.421,0.0476,30.75,22
2024-03-20,Headphones,0.407,0.0128,31.96,157
2024-03-29,Speakers,1.000,0.0000,27.20,6
2025-11-28,Headphones,0.392,0.0180,31.94,168
2025-03-20,Earbuds,0.364,0.0000,32.72,24
2025-08-01,Home Theater,0.111,0.0000,32.54,10
2025-07-06,Home Theater,0.000,0.0909,34.16,11
2024-02-23,Headphones,0.406,0.0000,32.43,158
2025-10-02,Portable PA,0.200,0.2000,33.36,5
2024-03-31,Speakers,0.125,0.0000,33.65,8
2025-01-02,Earbuds,0.333,0.0000,32.07,22
2024-10-27,Headphones,0.574,0.0227,31.55,177
2025-06-06,Aviation Headsets,0.667,0.0000,35.83,3
2024-05-10,Speakers,0.000,0.0000,30.10,1
2024-06-25,Headphones,0.436,0.0205,30.88,149
2024-08-15,Aviation Headsets,0.000,0.0000,35.47,3
2025-08-30,Earbuds,0.238,0.0000,31.00,21
2025-12-16,Earbuds,0.407,0.0000,31.39,30
2025-09-19,Headphones,0.388,0.0173,31.79,175
2024-09-11,Earbuds,0.320,0.0000,31.36,26
2025-11-23,Earbuds,0.625,0.0000,32.41,18
2024-06-17,Portable PA,0.000,0.0000,33.54,7
2025-10-11,Home Theater,0.083,0.0833,34.15,13
2024-01-18,Speakers,0.333,0.0000,37.20,8
2024-07-14,Portable PA,0.000,0.0000,35.15,4
2025-11-08,Portable PA,0.000,0.0000,31.13,3
2024-10-14,Home Theater,0.250,0.0625,29.79,16
2024-05-07,Headphones,0.506,0.0000,31.78,186
2025-10-17,Home Theater,0.000,0.0000,31.49,9
2024-01-30,Home Theater,0.200,0.0000,31.66,5
2024-02-07,Portable PA,0.000,0.0000,33.25,2
2024-05-22,Speakers,0.000,0.0000,49.20,1
2024-10-25,Aviation Headsets,0.600,0.0000,31.60,5
2024-04-08,Aviation Headsets,0.000,0.0000,33.40,2
2025-05-04,Portable PA,0.000,0.0000,37.46,5
2025-12-26,Headphones,0.427,0.0231,32.29,174
2025-07-16,Aviation Headsets,0.500,0.0000,27.30,2
2025-12-19,Headphones,0.324,0.0068,32.20,147
2024-09-20,Portable PA,0.000,0.0000,31.70,4
2025-01-07,Earbuds,0.375,0.0000,31.94,20
2025-08-08,Headphones,0.476,0.0126,32.72,163
2024-10-29,Speakers,0.750,0.0000,35.08,5
2025-08-12,Aviation Headsets,0.000,0.0000,42.00,1
2025-10-04,Home Theater,0.500,0.0000,38.05,6
2025-12-22,Headphones,0.322,0.0000,32.02,170
2024-11-18,Portable PA,0.200,0.0000,32.78,6
2025-06-05,Headphones,0.459,0.0060,31.11,167
2024-09-24,Speakers,0.375,0.0000,33.85,8
2025-05-09,Headphones,0.404,0.0183,31.80,168
2025-06-15,Aviation Headsets,0.000,0.0000,33.65,2
2025-05-01,Earbuds,0.308,0.0000,31.23,14
2024-03-28,Headphones,0.438,0.0127,31.80,158
2025-11-27,Home Theater,0.200,0.0000,32.97,10
2025-09-24,Speakers,0.000,0.0000,31.80,2
2024-07-17,Earbuds,0.190,0.0000,31.05,21
2025-06-15,Speakers,0.714,0.0000,34.76,7
2025-03-21,Headphones,0.500,0.0195,31.46,159
2025-02-28,Aviation Headsets,0.000,0.0000,42.20,1
2025-10-01,Headphones,0.297,0.0258,31.59,156
2025-05-17,Home Theater,0.000,0.0000,30.40,13
2024-10-07,Headphones,0.359,0.0253,31.99,160
2024-08-31,Aviation Headsets,0.500,0.0000,28.10,4
2025-11-15,Headphones,0.413,0.0000,32.21,178
2024-10-01,Earbuds,0.389,0.0000,30.52,21
2025-04-06,Headphones,0.360,0.0317,31.26,127
2025-12-21,Headphones,0.388,0.0000,30.82,153
2024-12-04,Home Theater,0.222,0.0000,35.40,9
2025-05-29,Headphones,0.500,0.0060,31.62,169
2025-01-05,Portable PA,0.000,0.0000,31.95,2
2024-10-31,Aviation Headsets,0.000,0.0000,32.60,1
2025-03-12,Aviation Headsets,0.000,0.0000,26.35,2
2025-01-12,Aviation Headsets,0.000,0.0000,28.60,1
2024-07-09,Headphones,0.542,0.0400,31.97,155
2024-05-24,Portable PA,0.000,0.0000,33.73,7
2025-05-02,Earbuds,0.381,0.0000,32.20,27
2025-01-14,Earbuds,0.438,0.0000,33.92,17
2024-09-22,Aviation Headsets,0.000,0.0000,30.68,4
2025-01-21,Earbuds,0.632,0.0000,30.12,19
2024-12-21,Earbuds,0.071,0.0000,35.81,16
2024-02-01,Earbuds,0.583,0.0000,33.93,15
2024-05-11,Earbuds,0.381,0.0000,32.06,23
2025-07-17,Speakers,0.000,0.0000,25.37,3
2025-03-02,Earbuds,0.706,0.0000,31.96,19
2025-09-05,Home Theater,0.300,0.0000,33.52,10
2025-08-29,Headphones,0.290,0.0064,32.80,158
2025-04-20,Earbuds,0.389,0.0000,33.30,26
2025-08-14,Headphones,0.438,0.0000,31.74,163
2025-07-05,Portable PA,0.000,0.0000,29.75,2
2024-10-06,Home Theater,0.167,0.0000,30.86,14
2025-06-20,Earbuds,0.263,0.0000,30.34,20
2024-06-09,Home Theater,0.000,0.1667,36.20,6
2025-11-28,Home Theater,0.000,0.0000,34.92,5
2024-05-09,Earbuds,0.063,0.0000,30.89,17
2025-10-26,Earbuds,0.350,0.0000,32.73,20
2025-04-20,Speakers,0.250,0.0000,32.74,5
2024-04-02,Aviation Headsets,0.000,0.0000,39.65,2
2024-09-05,Headphones,0.365,0.0072,31.28,143
2025-05-12,Headphones,0.358,0.0117,31.39,173
2024-08-03,Headphones,0.357,0.0245,31.09,165
2025-08-28,Earbuds,0.467,0.0000,32.71,18
2025-07-30,Home Theater,0.167,0.0000,33.05,13
2025-09-19,Earbuds,0.520,0.0000,31.78,25
2025-08-26,Home Theater,0.167,0.0769,33.05,13
2024-07-29,Portable PA,0.300,0.0000,34.72,10
2025-11-04,Portable PA,0.333,0.0000,28.62,6
2024-03-15,Earbuds,0.190,0.0476,31.88,21
2024-02-26,Speakers,0.571,0.0000,35.77,7
2024-02-29,Home Theater,0.167,0.0000,35.61,11
2025-08-29,Speakers,0.667,0.0000,34.60,6
2025-08-21,Earbuds,0.417,0.0000,32.02,25
2024-02-18,Home Theater,0.111,0.1111,31.74,9
2025-05-13,Speakers,0.167,0.0000,35.85,6
2025-09-10,Speakers,0.400,0.0000,32.56,5
2025-12-17,Home Theater,0.000,0.0000,29.73,3
2025-05-09,Home Theater,0.250,0.0000,34.97,9
2025-01-31,Earbuds,0.500,0.0000,31.53,19
2025-09-16,Home Theater,0.000,0.0000,30.39,7
2025-09-15,Speakers,0.000,0.0000,38.23,4
2024-08-22,Speakers,0.429,0.0000,35.93,7
2025-05-17,Aviation Headsets,0.000,0.0000,33.80,3
2025-04-18,Aviation Headsets,1.000,0.0000,35.30,1
2024-04-14,Headphones,0.391,0.0000,33.06,164
2024-05-30,Headphones,0.444,0.0055,30.96,188
2024-12-29,Aviation Headsets,,0.0000,28.90,1
2024-06-24,Headphones,0.395,0.0069,32.18,146
2025-03-07,Portable PA,0.000,0.1250,30.41,8
2024-04-29,Earbuds,0.200,0.0000,31.00,11
2024-07-30,Portable PA,0.000,0.0000,30.03,6
2024-04-02,Portable PA,0.125,0.0000,29.23,10
2025-03-10,Home Theater,0.300,0.0000,33.60,13
2025-12-02,Headphones,0.384,0.0130,31.39,156
2025-09-13,Earbuds,0.533,0.0000,29.51,18
2025-02-04,Portable PA,0.000,0.0000,32.19,7
2025-07-28,Home Theater,0.111,0.0000,30.28,10
2025-11-07,Headphones,0.537,0.0113,31.87,180
2025-12-27,Aviation Headsets,0.000,0.0000,29.93,4
2025-09-05,Headphones,0.451,0.0169,32.90,181
2025-03-24,Portable PA,0.000,0.0000,35.28,5
2024-06-29,Aviation Headsets,0.250,0.0000,33.35,4
2024-06-03,Portable PA,0.200,0.1429,31.89,7
2024-08-01,Earbuds,0.563,0.0000,33.33,18
2025-08-01,Headphones,0.458,0.0068,32.65,149
2025-11-14,Home Theater,0.091,0.0000,30.57,11
2025-09-08,Speakers,0.250,0.0000,27.23,4
2025-01-24,Headphones,0.464,0.0195,31.41,158
2024-08-10,Aviation Headsets,0.000,0.0000,31.75,2
2025-02-13,Earbuds,0.600,0.0769,34.02,14
2024-09-13,Portable PA,0.286,0.0000,31.55,8
2025-09-18,Speakers,,0.0000,30.85,2
2024-02-25,Headphones,0.532,0.0065,31.57,156
2025-05-31,Aviation Headsets,0.000,0.0000,33.40,3
2025-03-26,Aviation Headsets,0.333,0.0000,38.87,3
2024-06-09,Aviation Headsets,,0.0000,20.70,1
2025-03-22,Earbuds,0.375,0.0000,32.02,17
2024-04-23,Aviation Headsets,0.000,0.0000,30.20,2
2025-11-03,Headphones,0.373,0.0056,31.81,179
2025-07-23,Speakers,0.500,0.1429,34.30,7
2024-02-07,Speakers,0.333,0.0000,28.60,3
2025-03-06,Portable PA,0.500,0.0000,34.73,6
2025-03-05,Portable PA,0.500,0.1111,31.64,9
2024-03-22,Speakers,0.333,0.0000,31.20,3
2024-04-12,Earbuds,0.667,0.0000,34.74,25
2024-01-24,Portable PA,0.125,0.0000,34.93,8
2024-02-05,Earbuds,0.583,0.0000,32.08,15
2025-08-17,Portable PA,0.000,0.0000,32.08,6
2025-11-27,Aviation Headsets,0.000,0.0000,36.20,2
2024-03-18,Earbuds,0.273,0.0000,32.97,12
2024-07-03,Aviation Headsets,0.750,0.0000,30.90,4
2024-02-06,Speakers,0.000,0.0000,28.95,2
2025-05-02,Portable PA,0.167,0.0000,32.69,8
2024-08-01,Home Theater,0.250,0.0000,30.25,8
2024-09-04,Headphones,0.371,0.0248,32.34,164
2025-04-23,Home Theater,0.125,0.0000,30.21,8
2024-09-09,Aviation Headsets,0.000,0.0000,37.50,1
2025-09-19,Speakers,1.667,0.0000,28.37,7
2024-09-16,Earbuds,0.739,0.0385,28.33,26
2025-07-20,Headphones,0.386,0.0213,31.57,141
2024-05-01,Speakers,0.000,0.0000,35.05,2
2025-11-22,Earbuds,0.333,0.0625,32.60,16
2024-05-22,Earbuds,0.682,0.0417,31.49,24
2025-06-06,Portable PA,0.000,0.0000,28.80,5
2024-10-12,Aviation Headsets,2.000,0.0000,19.50,1
2024-09-22,Earbuds,0.389,0.0556,31.89,19
2025-03-20,Portable PA,0.143,0.0000,31.29,7
2024-11-01,Portable PA,0.167,0.0000,28.37,6
2025-04-17,Headphones,0.463,0.0135,32.95,151
2025-01-30,Home Theater,0.111,0.0556,32.31,18
2024-10-30,Earbuds,0.357,0.0000,29.66,17
2024-12-26,Portable PA,0.429,0.0000,31.49,7
2024-01-22,Portable PA,0.000,0.0000,35.05,2
2025-04-22,Earbuds,0.308,0.0000,33.38,14
2024-01-14,Aviation Headsets,0.333,0.0000,33.75,4
2024-07-19,Portable PA,0.286,0.0000,33.21,7
2024-10-20,Earbuds,0.619,0.0000,34.25,23
2025-01-15,Earbuds,0.316,0.0909,29.80,22
2025-06-06,Earbuds,0.353,0.0000,31.45,20
2024-04-19,Speakers,0.000,0.0000,30.19,7
2024-10-08,Earbuds,0.300,0.0303,31.66,34
2025-07-17,Portable PA,0.000,0.0000,33.56,7
2024-12-21,Portable PA,0.111,0.0000,29.73,9
2024-10-01,Home Theater,0.143,0.0000,34.02,9
2024-07-11,Earbuds,0.474,0.0000,31.70,21
2025-07-01,Portable PA,0.000,0.0000,33.57,3
2025-02-17,Aviation Headsets,0.250,0.0000,29.00,5
2024-07-21,Aviation Headsets,0.000,0.0000,33.80,3
2025-04-18,Home Theater,0.100,0.0000,32.73,10
2025-01-18,Home Theater,0.143,0.0000,31.94,14
2025-07-17,Earbuds,0.522,0.0000,31.51,28
2025-12-05,Portable PA,0.000,0.0000,38.28,6
2024-02-01,Home Theater,0.000,0.0000,32.70,15
2024-02-15,Speakers,0.000,0.0000,28.42,5
2024-08-26,Speakers,1.000,0.0000,32.50,3
2025-01-08,Earbuds,0.333,0.0000,32.21,22
2025-05-27,Aviation Headsets,0.333,0.0000,32.80,6
2024-01-04,Speakers,0.250,0.0000,26.93,4
2025-07-22,Earbuds,0.217,0.0000,32.42,26
2025-09-06,Headphones,0.391,0.0118,31.62,172
2024-12-11,Headphones,0.331,0.0242,32.47,168
2024-04-30,Earbuds,0.520,0.0000,30.81,26
2025-09-14,Aviation Headsets,,0.0000,29.60,2
2024-02-24,Headphones,0.428,0.0201,31.36,154
2024-01-06,Home Theater,0.111,0.0000,35.08,9
2024-05-12,Aviation Headsets,0.000,0.0000,31.55,2
2025-08-31,Aviation Headsets,0.500,0.0000,33.30,2
2025-09-28,Home Theater,0.200,0.0000,35.27,10
2024-07-13,Aviation Headsets,0.250,0.0000,29.83,4
2025-03-04,Earbuds,0.500,0.0000,31.05,20
2024-07-25,Home Theater,0.000,0.0000,31.83,6
2025-05-10,Earbuds,0.737,0.0000,34.19,21
2025-04-09,Portable PA,0.167,0.0000,34.45,6
2024-12-07,Aviation Headsets,0.000,0.0000,41.93,3
2025-02-19,Earbuds,0.357,0.0000,32.65,15
2024-10-25,Earbuds,0.400,0.0000,32.31,21
2025-11-01,Portable PA,0.200,0.0000,32.75,11
2024-12-12,Home Theater,0.154,0.0667,33.16,15
2025-10-21,Home Theater,0.000,0.0000,29.73,7
2024-12-26,Home Theater,0.125,0.0000,32.96,8
2024-05-30,Portable PA,0.111,0.0000,31.38,9
2024-11-08,Headphones,0.421,0.0064,32.17,159
2024-03-06,Home Theater,0.091,0.0000,34.99,11
2025-05-10,Headphones,0.481,0.0000,32.15,168
2025-08-12,Earbuds,0.174,0.0385,29.38,26
2025-10-21,Portable PA,0.000,0.0000,29.40,3
2024-08-05,Earbuds,0.417,0.0000,32.91,14
2024-09-18,Aviation Headsets,0.000,0.0000,34.50,1
2025-03-28,Speakers,0.500,0.0000,31.20,2
2024-12-15,Portable PA,0.000,0.0000,32.06,5
2024-06-26,Aviation Headsets,0.167,0.0000,32.77,6
2025-06-05,Speakers,0.250,0.0000,34.33,4
2024-02-25,Speakers,0.333,0.0000,30.20,6
2024-12-17,Speakers,0.500,0.1667,31.50,6
2025-05-19,Earbuds,0.259,0.0000,31.67,30
2024-08-09,Speakers,0.000,0.0000,32.10,4
2025-11-02,Headphones,0.432,0.0057,32.82,176
2024-02-04,Headphones,0.413,0.0171,32.15,178
2024-10-21,Earbuds,0.533,0.0000,32.54,19
2025-10-05,Portable PA,0.000,0.0000,34.90,3
2024-12-08,Headphones,0.473,0.0061,31.73,166
2024-10-30,Speakers,0.000,0.5000,29.45,2
2024-07-06,Aviation Headsets,0.000,0.0000,33.88,4
2025-03-02,Home Theater,0.000,0.0000,35.70,2
2024-06-07,Home Theater,0.167,0.0000,35.17,7
2025-08-06,Portable PA,0.400,0.0000,30.40,5
2025-06-02,Speakers,0.667,0.0000,34.53,3
2024-04-02,Headphones,0.436,0.0122,32.35,166
2024-03-30,Headphones,0.331,0.0060,31.02,168
2025-02-22,Aviation Headsets,0.000,0.0000,32.70,2
2025-08-25,Headphones,0.402,0.0280,31.69,146
2024-01-02,Aviation Headsets,0.000,0.0000,29.70,3
2025-06-12,Portable PA,0.500,0.0000,28.75,4
2024-06-04,Portable PA,0.000,0.0000,26.53,4
2024-10-26,Speakers,0.800,0.0000,35.93,7
2024-02-18,Speakers,0.250,0.2500,27.95,4
2024-03-04,Headphones,0.496,0.0000,30.92,139
2025-04-24,Portable PA,0.143,0.0000,30.39,7
2024-02-14,Speakers,0.333,0.0000,32.46,7
2025-02-14,Home Theater,0.000,0.1111,32.93,9
2025-07-02,Home Theater,0.000,0.0000,29.19,11
2025-04-27,Home Theater,0.500,0.0000,34.88,12
2025-11-23,Speakers,0.429,0.0000,35.16,7
2024-12-14,Home Theater,0.000,0.0000,28.88,8
2024-08-09,Aviation Headsets,0.000,0.0000,34.50,2
2025-08-11,Home Theater,0.200,0.0000,30.45,6
2024-07-24,Portable PA,0.000,0.2000,35.42,5
2024-04-14,Home Theater,0.000,0.0000,29.51,8
2024-12-29,Earbuds,0.350,0.0000,33.23,20
2024-05-18,Home Theater,0.067,0.1333,30.44,15
2025-11-29,Home Theater,0.000,0.0000,35.14,10
2024-01-07,Speakers,0.000,0.0000,33.60,1
2025-11-15,Portable PA,0.200,0.0000,34.73,10
2024-09-14,Speakers,0.900,0.1000,33.21,10
2025-07-03,Portable PA,0.200,0.0000,28.72,6
2024-01-27,Speakers,0.800,0.0000,34.08,5
2025-10-07,Aviation Headsets,0.000,0.0000,33.90,2
2024-12-12,Speakers,0.333,0.0000,37.73,3
2024-09-13,Aviation Headsets,0.000,0.0000,26.85,2
2025-12-22,Speakers,0.400,0.0000,32.07,6
2024-07-20,Portable PA,0.273,0.0000,34.04,12
2025-03-07,Headphones,0.370,0.0065,31.51,158
2025-09-16,Portable PA,0.000,0.0000,31.55,6
2025-11-29,Aviation Headsets,0.500,0.0000,39.95,2
2025-07-18,Portable PA,0.500,0.0000,32.75,4
2024-03-30,Aviation Headsets,0.000,0.0000,25.85,4
2024-01-09,Portable PA,0.000,0.0000,35.13,6
2024-05-27,Earbuds,0.522,0.0000,30.36,24
2024-08-03,Aviation Headsets,0.000,0.0000,29.50,1
2025-01-27,Speakers,0.250,0.0000,34.03,4
2025-10-07,Earbuds,0.714,0.0000,31.27,16
2025-04-03,Headphones,0.429,0.0059,31.78,173
2025-05-31,Headphones,0.420,0.0061,32.58,167
2025-11-10,Aviation Headsets,0.000,0.0000,25.90,1
2024-09-27,Home Theater,0.333,0.0000,36.27,9
2024-11-12,Home Theater,0.308,0.0000,31.35,13
2025-04-02,Headphones,0.500,0.0118,30.96,171
2025-04-17,Portable PA,0.111,0.0000,36.47,10
2024-01-22,Speakers,0.250,0.1667,33.62,6
2025-02-11,Aviation Headsets,0.333,0.0000,33.27,3
2025-06-24,Aviation Headsets,0.000,0.0000,35.25,2
2024-03-25,Portable PA,0.143,0.0000,32.01,7
2025-11-25,Home Theater,0.286,0.0000,32.74,8
2025-12-13,Home Theater,0.273,0.0000,29.33,12
2025-03-15,Speakers,0.600,0.1667,30.55,6
2025-02-23,Headphones,0.387,0.0058,33.32,171
2024-07-07,Portable PA,0.000,0.0000,31.87,3
2025-02-02,Earbuds,0.280,0.0000,33.75,27
2025-03-17,Home Theater,0.167,0.0000,35.05,13
2025-11-28,Portable PA,0.500,0.0000,31.88,5
2024-12-12,Portable PA,0.000,0.0000,35.24,5
2024-06-10,Home Theater,0.333,0.0000,33.50,9
2025-07-03,Home Theater,0.000,0.0909,27.40,11
2024-04-10,Home Theater,0.125,0.0000,31.96,18
2024-09-14,Aviation Headsets,0.000,0.0000,33.10,2
2025-09-25,Headphones,0.494,0.0120,32.45,170
2025-10-15,Home Theater,0.200,0.0000,32.21,11
2024-02-18,Aviation Headsets,0.667,0.0000,30.33,6
2024-03-16,Home Theater,0.091,0.0000,33.08,14
2024-07-13,Speakers,0.250,0.0000,33.13,4
2024-05-03,Home Theater,0.000,0.0000,29.76,9
2024-05-03,Speakers,0.600,0.2000,33.82,5
2025-03-06,Aviation Headsets,0.000,0.0000,37.00,2
2024-12-26,Headphones,0.364,0.0000,32.48,149
2024-09-02,Earbuds,0.250,0.0000,33.52,17
2025-11-28,Aviation Headsets,0.000,0.0000,27.70,2
2025-10-29,Portable PA,0.000,0.0000,31.30,5
2025-03-28,Earbuds,0.615,0.0000,28.62,14
2024-05-04,Headphones,0.526,0.0133,31.94,151
2024-04-13,Home Theater,0.000,0.0000,23.97,3
2024-04-22,Headphones,0.384,0.0197,31.69,157
2024-01-03,Earbuds,0.643,0.0000,32.86,17
2025-01-24,Aviation Headsets,1.000,0.0000,33.40,4
2024-09-30,Portable PA,0.200,0.0000,33.46,5
2024-11-24,Speakers,0.000,0.0000,32.57,3
2024-07-12,Headphones,0.529,0.0066,32.03,154
2025-03-05,Speakers,0.333,0.0000,29.30,3
2025-10-08,Aviation Headsets,0.000,0.0000,26.43,3
2024-02-03,Home Theater,0.250,0.0000,30.18,4
2025-10-05,Aviation Headsets,0.000,0.0000,17.60,1
2025-08-16,Aviation Headsets,0.125,0.0000,31.77,9
2025-10-06,Earbuds,0.556,0.0000,31.76,19
2024-04-10,Speakers,0.750,0.2500,31.50,4
2024-10-31,Headphones,0.368,0.0065,32.14,156
2025-07-19,Speakers,1.000,0.0000,30.89,7
2025-11-15,Earbuds,0.556,0.0000,31.34,18
2025-10-05,Headphones,0.527,0.0123,31.53,163
2024-11-18,Headphones,0.424,0.0000,31.85,157
2025-10-14,Home Theater,0.125,0.0000,31.73,8
2025-03-30,Earbuds,0.429,0.0000,34.30,17
2025-09-17,Portable PA,0.167,0.0000,31.52,6
2025-06-26,Portable PA,0.286,0.0000,33.53,8
2024-08-20,Speakers,0.600,0.0000,34.05,6
2025-08-19,Speakers,0.667,0.0000,35.17,3
2025-12-30,Headphones,0.538,0.0068,32.59,150
2025-01-11,Portable PA,0.000,0.0000,31.63,4
2025-12-09,Aviation Headsets,1.000,0.0000,30.00,1
2025-06-19,Speakers,0.250,0.0000,32.88,4
2024-07-26,Speakers,0.800,0.0000,30.12,5
2024-06-04,Earbuds,0.353,0.0000,32.24,17
2024-07-04,Aviation Headsets,0.000,0.0000,37.88,5
2025-07-01,Home Theater,0.200,0.0000,32.98,11
2024-11-10,Aviation Headsets,0.500,0.0000,30.90,3
2024-06-12,Portable PA,0.500,0.0000,31.02,6
2025-10-17,Speakers,0.833,0.0000,30.53,7
2025-11-22,Headphones,0.350,0.0063,32.05,160
2024-01-30,Portable PA,0.000,0.0000,28.60,5
2025-03-29,Home Theater,0.077,0.0000,30.12,13
2024-05-02,Earbuds,0.150,0.0000,34.73,21
2025-06-20,Home Theater,0.000,0.0000,26.47,9
2024-09-30,Speakers,0.500,0.0000,40.00,2
2025-11-10,Headphones,0.444,0.0000,32.88,152
2024-11-10,Home Theater,0.143,0.0000,33.44,8
2024-06-09,Speakers,0.333,0.0000,28.92,6
2025-09-12,Headphones,0.435,0.0117,32.04,171
2025-10-06,Speakers,0.250,0.0000,33.56,8
2024-07-09,Speakers,0.250,0.0000,30.15,4
2024-02-27,Portable PA,0.000,0.0000,33.95,6
