"mfg_id","date","factory_id","product_id","units_produced","scrap_units","downtime_hours","shift"
MFG-145986295,"2024-12-24",WH-006,PRD-84085,1227.0,52,"1.47 hrs",A
MFG-802506921,"2024-11-12",WH-013,PRD-39154,,19,"0.32",C
MFG-120033070,"2025-09-24",WH-002,PRD-79822,1216.0,12,"3.9",A
MFG-468884777,"2025-11-09",WH-006,PRD-94080,325.0,7,"0.4",A
MFG-526038736,"2025-07-08",WH-002,PRD-65724,798.0,27,"1.46",C
MFG-151589253,"2024-06-26",WH-014,PRD-62923,792.0,11,"0.16",C
MFG-755674897,"2025-11-08",WH-014,PRD-68008,1044.0,56,"2.76",A
MFG-906364519,"2025-05-02",WH-005,PRD-19171,896.0,20,"0.13",A
MFG-956344482,"2024-01-26",WH-014,PRD-89457,1077.0,15,"0.13",A
MFG-609498048,"2024-07-15",WH-006,PRD-30635,1095.0,19,"0.34",B
MFG-180552582,"2025-09-14",WH-014,PRD-90120,679.0,17,"0.5",B
MFG-622758041,"2025-03-01",WH-013,PRD-24371,917.0,33,"1.0",B
MFG-322450933,"2024-06-21",WH-005,PRD-47606,540.0,25,"1.14",A
MFG-877235549,"2024-07-16",WH-014,PRD-59672,,9,"0.92",B
MFG-991318514,"2025-11-25",WH-005,PRD-68008,607.0,7,"0.75",A
MFG-631844935,"2025-07-25",WH-013,PRD-90120,965.0,42,"0.03",A
MFG-549464718,"2024-02-27",WH-005,PRD-81511,1001.0,56,"0.21",B
MFG-900589569,"2025-12-01",WH-006,PRD-40982,555.0,12,"0.87",A
MFG-815464717,"2025-04-22",WH-006,PRD-15229,582.0,25,"0.19",A
MFG-768565906,"2024-08-02",WH-005,PRD-65461,507.0,11,"0.61",B
MFG-822262219,"2025-07-30",WH-006,PRD-40007,1196.0,61,"1.5",
MFG-498476532,"2024-08-29",WH-014,PRD-94080,716.0,16,"1.21",A
MFG-833155086,"2024-11-02",WH-014,PRD-12757,972.0,3,"0.32 hrs",A
MFG-332878516,"2024-12-27",WH-006,PRD-96511,,20,"0.65",C
MFG-591177772,"2024-08-31",WH-013,PRD-38080,1212.0,52,"1.07",A
MFG-547484950,"2025-07-06",WH-002,PRD-42018,1309.0,23,"0.18 hrs",
MFG-200074177,"2025-11-24",WH-013,PRD-35112,1070.0,6,"0.52",B
MFG-485071956,"2025-03-10",WH-013,PRD-25906,778.0,14,"1.0",B
MFG-119560664,"2025-09-04",WH-014,PRD-79822,1131.0,10,"0.15",C
MFG-739554291,"2025-09-30",WH-002,PRD-99353,900.0,48,"0.06",A
MFG-963573359,"2025-08-18",WH-005,PRD-24371,657.0,34,"0.73",C
MFG-838694788,"2025-09-17",WH-005,PRD-67912,940.0,45,"0.25",A
MFG-666088278,"2025-05-08",WH-002,PRD-30635,1014.0,22,"0.56",
MFG-294181523,"2024-10-14",WH-005,PRD-79822,1223.0,35,"0.08",A
MFG-121254960,"2024-09-01",WH-002,PRD-79329,866.0,36,"3.04",A
MFG-445944416,"2025-11-03",WH-014,PRD-94080,1439.0,57,"2.2",A
MFG-690749865,"2024-01-07",WH-013,PRD-81066,1022.0,54,"1.87",A
MFG-661206817,"2025-08-15",WH-002,PRD-65518,806.0,15,"1.03",A
MFG-965404418,"2025-07-03",WH-002,PRD-41385,1101.0,57,"0.24",C
MFG-561292343,"2025-01-12",WH-006,PRD-94080,948.0,39,"0.56",B
MFG-555590225,"2024-04-06",WH-014,PRD-63354,1229.0,26,"0.28",B
MFG-443881877,"2025-02-28",WH-014,PRD-21114,639.0,29,"0.43",B
MFG-736382939,"2025-03-10",WH-005,PRD-62923,728.0,31,"0.16",C
MFG-316659626,"2024-02-04",WH-006,PRD-42018,864.0,45,"2.84 hrs",A
MFG-778273657,"2025-03-15",WH-002,PRD-95180,821.0,4,"0.11",A
MFG-735796441,"2025-12-07",WH-005,PRD-79329,817.0,5,"2.95",B
MFG-826598383,"2024-04-30",WH-002,PRD-74799,494.0,16,"0.32",C
MFG-957086349,"2024-03-11",WH-005,PRD-40982,581.0,16,"0.34",A
MFG-222591448,"2024-08-26",WH-002,PRD-67912,800.0,32,"0.13",B
MFG-336756041,"2024-11-12",WH-005,PRD-39154,1240.0,37,"1.55",A
MFG-708547824,"2024-07-08",WH-014,PRD-96511,1171.0,63,"3.31",B
MFG-728741330,"2025-10-15",WH-013,PRD-82845,708.0,38,"0.87",A
MFG-367651226,"2025-01-13",WH-005,PRD-93130,688.0,16,"4.56",B
MFG-528239429,"2025-03-16",WH-014,PRD-79329,1073.0,35,"1.32",B
MFG-277212043,"2025-11-17",WH-005,PRD-94080,1044.0,56,"0.86",C
MFG-375786323,"2024-12-15",WH-005,PRD-44237,882.0,22,"0.03",C
MFG-690875915,"2024-12-19",WH-014,PRD-59672,782.0,38,"0.39 hrs",A
MFG-297632796,"2025-11-12",WH-014,PRD-10221,1303.0,74,"1.72",A
MFG-298664574,"2024-04-05",WH-014,PRD-40982,1343.0,4,"2.28",B
MFG-518061643,"2024-01-21",WH-013,PRD-39154,971.0,48,"0.93 hrs",B
MFG-943294235,"2025-04-19",WH-006,PRD-10221,504.0,20,"1.37",C
MFG-774345187,"2024-06-03",WH-005,PRD-96511,1054.0,54,"1.08 hrs",A
MFG-341918674,"2024-12-13",WH-006,PRD-42527,788.0,37,"2.81",B
MFG-919578993,"2025-03-27",WH-013,PRD-90120,727.0,9,"0.73",C
MFG-989696898,"2025-08-27",WH-002,PRD-96511,1102.0,34,"0.04",C
MFG-215876477,"2024-06-22",WH-005,PRD-91351,1068.0,28,"1.04",A
MFG-727425154,"2024-03-22",WH-005,PRD-81511,924.0,17,"0.72",
MFG-884655416,"2024-05-26",WH-002,PRD-67912,964.0,11,"0.33",C
MFG-593915544,"2025-01-19",WH-014,PRD-94080,,48,"1.38 hrs",A
MFG-261490986,"2025-10-14",WH-013,PRD-44237,425.0,20,"0.14",A
MFG-601620042,"2024-03-12",WH-005,PRD-65461,782.0,3,"1.26",B
MFG-787478933,"2024-05-31",WH-014,PRD-25906,1088.0,19,"0.04",A
MFG-638140088,"2025-11-26",WH-005,PRD-64040,1261.0,38,"1.39",A
MFG-902644040,"2024-03-10",WH-002,PRD-42018,1077.0,45,"0.26",A
MFG-743733746,"2025-11-21",WH-013,PRD-40784,,7,"1.51",A
MFG-128843656,"2025-06-12",WH-006,PRD-63354,785.0,17,"0.7",C
MFG-597106284,"2024-02-11",WH-006,PRD-74799,970.0,23,"0.31",C
MFG-130449242,"2025-01-29",WH-005,PRD-47606,324.0,3,"0.74",B
MFG-229038833,"2025-09-09",WH-014,PRD-10425,923.0,3,"1.88 hrs",A
MFG-572123708,"2024-09-25",WH-013,PRD-39154,1013.0,46,"0.87",B
MFG-122445995,"2024-08-25",WH-005,PRD-82845,847.0,39,"1.72",C
MFG-262271440,"2024-04-29",WH-005,PRD-25906,343.0,3,"0.08",B
MFG-445838114,"2024-11-20",WH-002,PRD-65518,962.0,56,"0.75",C
MFG-131397071,"2025-02-18",WH-006,PRD-90120,693.0,25,"1.49",B
MFG-579382096,"2025-11-23",WH-014,PRD-94080,856.0,49,"0.54",A
MFG-447223046,"2025-07-05",WH-006,PRD-74799,480.0,5,"2.68",B
MFG-488839880,"2025-02-14",WH-014,PRD-35112,,7,"1.03",C
MFG-887877813,"2024-02-06",WH-014,PRD-61876,869.0,17,"1.52",C
MFG-911795407,"2024-01-16",WH-013,PRD-42018,681.0,23,"3.8 hrs",C
MFG-711711943,"2025-06-15",WH-006,PRD-30635,,51,"0.11",A
MFG-671425447,"2025-10-31",WH-013,PRD-65724,,29,"0.96 hrs",C
MFG-633652611,"2024-07-29",WH-014,PRD-12757,277.0,4,"2.03",C
MFG-889103981,"2024-11-08",WH-005,PRD-79329,162.0,6,"0.86",C
MFG-448148544,"2025-12-13",WH-013,PRD-81066,681.0,28,"1.61",
MFG-730417686,"2025-12-21",WH-002,PRD-71348,440.0,10,"0.2",B
MFG-599970282,"2025-04-26",WH-013,PRD-97153,1090.0,44,"0.36",A
MFG-252233352,"2025-03-08",WH-006,PRD-41385,857.0,22,"0.08",
MFG-294139671,"2024-11-30",WH-014,PRD-23104,1004.0,49,"1.5",A
MFG-396131900,"2025-10-24",WH-014,PRD-10221,773.0,4,"0.02",C
MFG-134051171,"2025-01-16",WH-006,PRD-89457,670.0,6,"0.12",B
MFG-249089667,"2025-11-09",WH-002,PRD-44237,871.0,35,"0.33",B
MFG-733400619,"2024-01-05",WH-002,PRD-30635,1394.0,15,"0.39 hrs",B
MFG-361244936,"2025-07-05",WH-005,PRD-17100,1167.0,29,"0.83",C
MFG-419003216,"2024-11-21",WH-006,PRD-79329,1195.0,38,"1.77",
MFG-186460428,"2025-06-13",WH-005,PRD-99353,973.0,22,"3.98",C
MFG-928722565,"2024-12-15",WH-005,PRD-10074,835.0,41,"0.9",A
MFG-727469930,"2025-01-04",WH-002,PRD-67912,913.0,45,"2.24 hrs",A
MFG-978053650,"2024-04-16",WH-005,PRD-97153,692.0,34,"0.84",B
MFG-835390208,"2024-05-04",WH-013,PRD-61876,1198.0,22,"1.3",C
MFG-585856045,"2024-07-18",WH-006,PRD-40784,980.0,31,"1.2",
MFG-247539718,"2025-04-08",WH-002,PRD-98555,1437.0,26,"0.05",C
MFG-781751025,"2025-07-12",WH-013,PRD-40982,763.0,2,"0.61",B
MFG-423002859,"2024-07-17",WH-006,PRD-93130,1152.0,49,"0.32",C
MFG-408250207,"2025-12-28",WH-014,PRD-97153,798.0,9,"2.63",B
MFG-101628694,"2025-02-16",WH-013,PRD-62923,1202.0,61,"3.58 hrs",A
MFG-955712563,"2024-11-04",WH-006,PRD-91351,1391.0,63,"0.55",A
MFG-481388394,"2025-07-25",WH-013,PRD-59672,1089.0,27,"0.42 hrs",
MFG-653292671,"2025-01-02",WH-005,PRD-81066,475.0,26,"0.6",
MFG-521337512,"2024-06-22",WH-005,PRD-65518,861.0,51,"0.88",B
MFG-707296737,"2024-08-01",WH-002,PRD-89457,971.0,20,"2.8",A
MFG-101659388,"2025-10-11",WH-002,PRD-74799,767.0,3,"0.35",A
MFG-220599891,"2024-08-20",WH-006,PRD-71348,1159.0,50,"0.43",C
MFG-893391274,"2025-03-26",WH-005,PRD-68082,1177.0,59,"0.75",A
MFG-571531292,"2025-09-06",WH-014,PRD-40007,1113.0,15,"0.38",C
MFG-134997854,"2025-12-15",WH-002,PRD-61876,776.0,36,"0.07",A
MFG-430476302,"2024-07-15",WH-014,PRD-47606,1000.0,33,"4.8",A
MFG-318277282,"2025-08-12",WH-006,PRD-42018,654.0,27,"0.33",C
MFG-686729267,"2025-03-22",WH-005,PRD-65724,870.0,3,"0.14",B
MFG-981470754,"2025-02-14",WH-006,PRD-24371,998.0,35,"1.88",A
MFG-171934606,"2024-09-16",WH-014,PRD-97153,906.0,4,"0.42 hrs",C
MFG-259922995,"2025-06-13",WH-013,PRD-25906,1367.0,52,"0.95",B
MFG-720285680,"2025-10-21",WH-002,PRD-93130,1088.0,64,"0.08",C
MFG-973899463,"2025-09-19",WH-002,PRD-39154,881.0,13,"0.78",C
MFG-729314964,"2024-08-11",WH-002,PRD-96511,763.0,24,"1.65",
MFG-302709549,"2025-08-02",WH-013,PRD-90120,978.0,39,"1.62",C
MFG-709117578,"2025-01-28",WH-013,PRD-89457,831.0,43,"0.04",A
MFG-408472454,"2024-06-08",WH-005,PRD-95180,554.0,1,"0.09",
MFG-659468125,"2025-11-11",WH-013,PRD-76469,941.0,16,"0.4",C
MFG-374915161,"2025-06-22",WH-014,PRD-19171,546.0,25,"0.09",C
MFG-166857078,"2024-02-17",WH-013,PRD-21114,1095.0,58,"0.4",A
MFG-148711344,"2024-09-07",WH-006,PRD-66155,801.0,46,"0.28",A
MFG-439507113,"2024-06-11",WH-005,PRD-40007,715.0,33,"0.09 hrs",C
MFG-672633583,"2025-02-17",WH-005,PRD-40784,909.0,32,"3.47",A
MFG-845166229,"2024-07-29",WH-014,PRD-79822,794.0,36,"1.2",B
MFG-441716841,"2024-03-09",WH-002,PRD-42527,753.0,29,"1.06",A
MFG-203706993,"2024-10-26",WH-005,PRD-81066,686.0,27,"0.02",B
MFG-349850914,"2024-02-02",WH-006,PRD-95180,930.0,51,"0.89",B
MFG-567114354,"2025-12-08",WH-005,PRD-65461,1222.0,58,"0.66",C
MFG-390751461,"2024-06-30",WH-006,PRD-65724,790.0,47,"1.46 hrs",A
MFG-539045374,"2024-06-02",WH-002,PRD-25906,810.0,31,"1.23",A
MFG-855475561,"2025-05-29",WH-005,PRD-61876,1311.0,44,"0.04",B
MFG-416120972,"2024-08-22",WH-014,PRD-24371,1008.0,26,"1.3",C
MFG-684771207,"2024-12-18",WH-013,PRD-38080,1189.0,5,"0.22",A
MFG-326233150,"2024-11-23",WH-002,PRD-61876,964.0,52,"0.02",B
MFG-664693509,"2024-11-21",WH-014,PRD-19171,1115.0,61,"0.48 hrs",B
MFG-259468595,"2025-08-14",WH-013,PRD-65518,938.0,41,"0.43",C
MFG-648341077,"2025-09-03",WH-002,PRD-68082,673.0,5,"0.75",B
MFG-886385436,"2024-05-18",WH-014,PRD-95180,1274.0,20,"1.04",A
MFG-634530605,"2024-08-18",WH-005,PRD-21114,904.0,16,"0.25",C
MFG-356307174,"2024-07-11",WH-006,PRD-65518,861.0,42,"0.25",C
MFG-477656724,"2025-08-20",WH-013,PRD-42527,855.0,18,"0.22",A
MFG-380680741,"2025-11-11",WH-005,PRD-82845,1705.0,76,"1.79",C
MFG-236600925,"2025-02-25",WH-014,PRD-23104,1519.0,59,"2.68",B
MFG-382124336,"2024-10-09",WH-013,PRD-90120,550.0,3,"0.54",A
MFG-273295054,"2025-04-25",WH-006,PRD-91351,819.0,44,"0.12 hrs",A
MFG-226257336,"2024-02-27",WH-013,PRD-24371,852.0,14,"0.99",B
MFG-484059131,"2025-05-29",WH-013,PRD-41385,832.0,2,"0.31",B
MFG-684562844,"2024-05-18",WH-002,PRD-41385,1150.0,60,"0.35",B
MFG-686702749,"2025-10-25",WH-013,PRD-91351,1060.0,25,"0.82",C
MFG-970847499,"2024-04-07",WH-002,PRD-79822,971.0,57,"0.24",B
MFG-983275023,"2025-01-04",WH-013,PRD-81511,358.0,6,"0.48",C
MFG-210110353,"2025-11-14",WH-013,PRD-38080,316.0,1,"1.41",C
MFG-455486034,"2025-01-28",WH-014,PRD-84085,1092.0,46,"1.39",B
MFG-218117751,"2025-12-15",WH-013,PRD-76469,1000.0,52,"0.62",A
MFG-325624297,"2025-07-19",WH-005,PRD-47606,975.0,32,"0.6",A
MFG-956991704,"2024-09-17",WH-013,PRD-96511,899.0,50,"2.03",B
MFG-243043569,"2024-07-20",WH-005,PRD-25906,543.0,28,"0.75",B
MFG-551742350,"2025-11-20",WH-013,PRD-71348,523.0,4,"0.62",A
MFG-788328530,"2024-10-31",WH-006,PRD-74799,715.0,25,"0.72",A
MFG-296041802,"2025-11-16",WH-013,PRD-93130,862.0,49,"0.51",C
MFG-487398433,"2025-07-11",WH-002,PRD-65518,715.0,27,"0.24",C
MFG-135143895,"2025-06-30",WH-014,PRD-79822,240.0,1,"4.2",A
MFG-153335147,"2025-09-16",WH-006,PRD-59672,1140.0,44,"0.34",A
MFG-477501119,"2024-05-21",WH-005,PRD-76469,929.0,21,"0.17",C
MFG-402887765,"2024-07-28",WH-014,PRD-71348,1010.0,23,"1.43",B
MFG-427357855,"2024-10-07",WH-013,PRD-66155,1108.0,18,"5.38",C
MFG-132881670,"2025-05-20",WH-002,PRD-95180,729.0,36,"1.02 hrs",A
MFG-193887038,"2025-05-20",WH-005,PRD-79329,958.0,55,"0.24",B
MFG-955724945,"2024-05-08",WH-013,PRD-41385,920.0,31,"1.08",B
MFG-690039440,"2025-08-31",WH-013,PRD-10074,,61,"4.94",B
MFG-442045659,"2024-11-30",WH-005,PRD-95180,1092.0,12,"0.32",
MFG-919911877,"2024-07-24",WH-013,PRD-98555,778.0,23,"1.13",A
MFG-149405387,"2025-12-19",WH-014,PRD-71348,1276.0,28,"1.58",B
MFG-860910912,"2024-12-30",WH-005,PRD-82845,,38,"0.55 hrs",C
MFG-718077972,"2025-05-30",WH-005,PRD-40982,631.0,10,"0.29",C
MFG-876431050,"2025-03-19",WH-002,PRD-30635,795.0,28,"0.33 hrs",C
MFG-352364823,"2025-11-18",WH-013,PRD-81066,1121.0,29,"0.31",A
MFG-923742942,"2025-01-08",WH-005,PRD-65724,935.0,9,"0.88",B
MFG-158331288,"2025-05-01",WH-014,PRD-79822,,5,"0.86",A
MFG-764745670,"2024-12-07",WH-002,PRD-76469,1109.0,47,"1.93",A
MFG-341789724,"2024-11-19",WH-013,PRD-67912,1036.0,16,"1.42",A
MFG-719860673,"2025-08-07",WH-002,PRD-59672,1090.0,23,"3.03",A
MFG-722320145,"2024-05-26",WH-013,PRD-79329,1340.0,15,"0.2 hrs",A
MFG-971482419,"2025-05-15",WH-002,PRD-23104,716.0,8,"0.64",A
MFG-700303926,"2025-06-21",WH-014,PRD-38080,932.0,25,"2.75",A
MFG-161099010,"2025-06-24",WH-002,PRD-84085,651.0,19,"0.54",B
MFG-567176787,"2024-05-27",WH-013,PRD-19171,955.0,46,"1.2",B
MFG-851373630,"2025-08-13",WH-014,PRD-10074,520.0,27,"0.75",C
MFG-937002633,"2024-11-05",WH-006,PRD-99353,1018.0,7,"0.9 hrs",B
MFG-598381957,"2025-05-20",WH-002,PRD-82845,1315.0,24,"0.47",B
MFG-843437926,"2025-05-10",WH-013,PRD-84085,1252.0,27,"0.81",C
MFG-256936691,"2024-01-06",WH-006,PRD-68082,755.0,41,"0.53",A
MFG-890999385,"2025-12-28",WH-005,PRD-97153,607.0,20,"0.57",A
MFG-309652139,"2025-01-03",WH-006,PRD-82845,970.0,23,"2.82",C
MFG-838798404,"2024-06-29",WH-002,PRD-71348,744.0,43,"0.58",A
MFG-872918688,"2025-11-18",WH-002,PRD-84085,702.0,20,"0.95",B
MFG-295940535,"2024-05-31",WH-013,PRD-25906,913.0,47,"1.36",A
MFG-984131740,"2025-02-08",WH-006,PRD-10221,1134.0,62,"0.1",C
MFG-923110638,"2025-01-30",WH-005,PRD-47606,714.0,17,"2.76",B
MFG-466306646,"2025-03-14",WH-002,PRD-38080,1094.0,36,"0.3",B
MFG-788375106,"2024-08-15",WH-006,PRD-15229,1282.0,29,"1.73",A
MFG-669874970,"2024-03-08",WH-013,PRD-23104,643.0,6,"1.23",A
MFG-699001249,"2024-07-27",WH-002,PRD-98555,988.0,29,"2.32",B
MFG-816008513,"2025-02-17",WH-013,PRD-61876,1235.0,53,"0.09",A
MFG-245003544,"2024-07-21",WH-013,PRD-21114,,8,"0.43",C
MFG-458932990,"2025-11-07",WH-014,PRD-10074,1081.0,25,"0.78",B
MFG-531036711,"2024-03-09",WH-006,PRD-94080,814.0,11,"0.91",B
MFG-760813491,"2025-11-02",WH-014,PRD-81066,615.0,10,"1.6",C
MFG-660069263,"2024-02-23",WH-014,PRD-93130,1321.0,69,"0.2",B
MFG-177510721,"2025-01-28",WH-014,PRD-96511,1129.0,53,"1.54",A
MFG-511839762,"2025-01-06",WH-005,PRD-81066,923.0,26,"0.33",
MFG-352472937,"2024-12-27",WH-013,PRD-49117,,48,"0.99",B
MFG-915771625,"2025-12-05",WH-014,PRD-96511,1091.0,55,"0.18",B
MFG-245654881,"2024-04-13",WH-002,PRD-79822,334.0,7,"0.04",B
MFG-501483269,"2025-09-24",WH-006,PRD-95180,1199.0,35,"0.14",B
MFG-775403742,"2025-11-29",WH-014,PRD-68082,1085.0,45,"3.47",
MFG-569371025,"2024-01-24",WH-013,PRD-44237,827.0,10,"2.14",A
MFG-505686626,"2025-02-21",WH-002,PRD-15229,1345.0,70,"0.31",B
MFG-534800058,"2025-08-22",WH-014,PRD-59672,1226.0,33,"2.87",B
MFG-264189962,"2024-06-07",WH-006,PRD-49117,556.0,18,"3.46",C
MFG-343656003,"2025-12-16",WH-002,PRD-90120,1089.0,34,"0.88",A
MFG-203224326,"2024-08-03",WH-002,PRD-10425,1030.0,9,"0.82 hrs",B
MFG-584482761,"2024-09-07",WH-002,PRD-79329,867.0,29,"0.9 hrs",B
MFG-803659735,"2024-01-23",WH-002,PRD-10221,757.0,17,"1.69",A
MFG-686457013,"2024-12-17",WH-013,PRD-97153,655.0,20,"0.58",A
MFG-822507903,"2024-10-08",WH-006,PRD-17100,922.0,39,"0.05",C
MFG-577023571,"2024-05-16",WH-002,PRD-44237,1295.0,9,"0.11",B
MFG-875911149,"2024-10-15",WH-014,PRD-47606,903.0,9,"1.13",C
MFG-685013260,"2025-01-04",WH-002,PRD-47606,856.0,14,"1.55",B
MFG-803453890,"2025-12-13",WH-005,PRD-12757,557.0,20,"0.96",B
MFG-559132439,"2025-01-08",WH-002,PRD-40784,1511.0,18,"0.24",
MFG-387072896,"2024-11-27",WH-013,PRD-62923,585.0,23,"0.45 hrs",A
MFG-809521334,"2025-09-12",WH-014,PRD-39154,594.0,5,"0.09",A
MFG-532091723,"2024-05-08",WH-006,PRD-68082,938.0,3,"0.18",C
MFG-678500489,"2024-05-27",WH-005,PRD-98555,981.0,25,"0.58",A
MFG-541558529,"2025-10-04",WH-006,PRD-65724,919.0,10,"1.44 hrs",B
MFG-707489304,"2024-04-25",WH-005,PRD-10425,1119.0,10,"0.1",B
MFG-112599582,"2024-12-16",WH-006,PRD-91351,1056.0,44,"2.83",A
MFG-471244501,"2025-07-16",WH-002,PRD-40982,955.0,39,"0.71",C
MFG-669504149,"2025-12-27",WH-013,PRD-82845,1150.0,4,"1.12",B
MFG-324699200,"2025-06-07",WH-006,PRD-38080,603.0,18,"0.25",C
MFG-507204566,"2025-09-25",WH-005,PRD-42527,621.0,9,"0.07",A
MFG-368746536,"2025-08-01",WH-005,PRD-65518,535.0,16,"0.22",A
MFG-592281983,"2025-05-22",WH-014,PRD-21114,1112.0,62,"2.01",A
MFG-661809630,"2025-07-21",WH-013,PRD-21114,,11,"0.59",B
MFG-120456054,"2025-03-25",WH-002,PRD-19171,980.0,17,"0.38 hrs",B
MFG-219484636,"2024-07-23",WH-002,PRD-65518,915.0,19,"0.87",C
MFG-478889318,"2024-12-14",WH-005,PRD-74799,,33,"0.21",A
MFG-996715250,"2025-12-06",WH-002,PRD-82845,715.0,15,"0.19",B
MFG-706317948,"2024-09-29",WH-002,PRD-81066,590.0,11,"3.59",A
MFG-933399497,"2024-06-16",WH-006,PRD-66155,844.0,27,"1.71",A
MFG-124387832,"2025-12-18",WH-013,PRD-84085,678.0,28,"0.57",A
MFG-979121088,"2025-03-27",WH-013,PRD-24371,1082.0,54,"1.13",B
MFG-993308157,"2025-08-30",WH-006,PRD-79329,1035.0,14,"0.06",A
MFG-757526974,"2024-05-11",WH-013,PRD-10221,953.0,28,"0.71",B
MFG-779748853,"2024-02-10",WH-014,PRD-66155,913.0,22,"1.05",A
MFG-650453786,"2024-07-08",WH-006,PRD-90120,714.0,23,"0.48",
MFG-656210172,"2024-12-15",WH-014,PRD-10221,821.0,19,"1.82",B
MFG-866455371,"2025-03-22",WH-014,PRD-12757,1032.0,9,"0.79",B
MFG-598368329,"2025-12-24",WH-014,PRD-95180,1251.0,46,"0.52",B
MFG-491857451,"2025-07-31",WH-002,PRD-96511,780.0,21,"0.34",B
MFG-963957792,"2024-06-28",WH-005,PRD-91351,506.0,11,"2.47",C
MFG-309723612,"2024-07-11",WH-014,PRD-84085,950.0,40,"0.28",C
MFG-895588332,"2025-04-04",WH-005,PRD-93130,929.0,51,"1.05",B
MFG-830737153,"2024-06-13",WH-013,PRD-10221,1510.0,16,"0.93",A
MFG-755021820,"2025-09-27",WH-006,PRD-21114,864.0,16,"4.69",C
MFG-442970526,"2025-06-18",WH-013,PRD-89457,834.0,20,"3.25",A
MFG-158666608,"2025-05-11",WH-006,PRD-84085,601.0,20,"0.31",A
MFG-987293847,"2025-03-11",WH-006,PRD-94080,902.0,23,"1.19",C
MFG-425261255,"2025-03-08",WH-014,PRD-19171,568.0,22,"0.3",A
MFG-906073200,"2024-02-28",WH-005,PRD-90120,1220.0,51,"0.61 hrs",A
MFG-793399531,"2024-05-07",WH-005,PRD-12757,1066.0,22,"0.36",C
MFG-143385253,"2025-11-16",WH-014,PRD-12757,1414.0,45,"0.0",B
MFG-597565478,"2025-01-02",WH-002,PRD-25129,738.0,9,"0.14",A
MFG-686931009,"2024-10-26",WH-002,PRD-49117,991.0,38,"0.57",
MFG-144486330,"2024-12-16",WH-013,PRD-98555,665.0,24,"0.57",A
MFG-486673943,"2025-11-19",WH-014,PRD-76469,1157.0,45,"0.97",A
MFG-793616450,"2025-12-30",WH-006,PRD-84085,828.0,27,"1.19",A
MFG-502835870,"2024-09-11",WH-014,PRD-79329,1202.0,27,"0.4",C
MFG-322189683,"2025-12-29",WH-014,PRD-96511,339.0,9,"1.52",A
MFG-132281614,"2025-12-14",WH-002,PRD-81066,588.0,8,"0.77",C
MFG-922821724,"2025-06-17",WH-013,PRD-81511,1129.0,62,"0.28",B
MFG-616927345,"2025-05-06",WH-013,PRD-10221,1386.0,20,"0.31",A
MFG-115632348,"2024-10-28",WH-005,PRD-61876,343.0,13,"0.51",C
MFG-949589081,"2025-06-06",WH-014,PRD-82845,1173.0,47,"0.19",A
MFG-888854967,"2024-04-08",WH-013,PRD-39154,853.0,22,"3.72",C
MFG-356276037,"2024-02-02",WH-002,PRD-40007,1282.0,58,"0.84",A
MFG-227857158,"2024-08-23",WH-013,PRD-17100,682.0,4,"1.26",B
MFG-483682154,"2025-07-26",WH-002,PRD-68008,638.0,21,"1.79 hrs",B
MFG-263602347,"2025-01-19",WH-014,PRD-49117,740.0,40,"2.14",C
MFG-346545641,"2025-03-31",WH-013,PRD-59672,558.0,31,"1.27",A
MFG-603817880,"2024-01-17",WH-005,PRD-40784,1333.0,76,"1.72",B
MFG-793690015,"2025-06-01",WH-014,PRD-10074,990.0,35,"1.24 hrs",B
MFG-145241115,"2024-07-14",WH-002,PRD-95180,775.0,20,"1.18",A
MFG-289494584,"2025-07-11",WH-005,PRD-89457,1604.0,84,"0.33",C
MFG-224046756,"2024-03-26",WH-005,PRD-42018,600.0,34,"0.72",C
MFG-316205659,"2025-06-02",WH-014,PRD-81066,951.0,44,"1.62",A
MFG-262829313,"2025-03-15",WH-005,PRD-81066,894.0,49,"0.86",C
MFG-591420621,"2024-07-11",WH-005,PRD-39154,1251.0,73,"0.66",A
MFG-482050760,"2025-10-19",WH-013,PRD-40982,1225.0,39,"0.28",C
MFG-267836957,"2024-04-30",WH-005,PRD-79329,891.0,26,"1.77",B
MFG-404387476,"2024-10-10",WH-005,PRD-47606,526.0,8,"1.74",A
MFG-810383659,"2024-04-09",WH-006,PRD-42527,1114.0,47,"1.3",B
MFG-808192107,"2024-06-03",WH-006,PRD-42018,1134.0,26,"1.38",B
MFG-525339474,"2025-08-21",WH-002,PRD-39154,1037.0,56,"0.39",B
MFG-970200510,"2025-06-22",WH-006,PRD-17100,519.0,9,"0.26",B
MFG-550589160,"2024-12-16",WH-006,PRD-42527,1021.0,55,"1.93",A
MFG-332469599,"2024-05-20",WH-014,PRD-99353,339.0,8,"0.15",C
MFG-208614196,"2025-06-26",WH-005,PRD-40007,1290.0,74,"2.22",A
MFG-752252885,"2025-12-14",WH-006,PRD-24371,736.0,6,"0.12",C
MFG-861863163,"2025-09-12",WH-005,PRD-49117,976.0,43,"1.58",B
MFG-523973212,"2024-01-06",WH-006,PRD-65518,730.0,34,"0.22",B
MFG-792901195,"2025-10-24",WH-005,PRD-65724,1043.0,11,"0.25",B
MFG-718123896,"2024-09-23",WH-006,PRD-91351,292.0,10,"1.17",B
MFG-524709185,"2024-07-01",WH-014,PRD-84085,965.0,41,"1.98",B
