"snapshot_id","snapshot_date","warehouse_id","product_id","on_hand_qty","reserved_qty","in_transit_qty","reorder_point"
INV-905089300,"2025-02-22",WH-008,PRD-10221,352,87.0,106,200.0
INV-682950448,"2025-03-03",WH-013,PRD-84085,563,,55,
INV-517044239,"2025-06-13",WH-015,PRD-66155,461,94.0,67,350.0
INV-845443667,"2025-12-16",WH-007,PRD-81511,359,41.0,19,
INV-239119206,"2024-12-30",WH-016,PRD-95180,600,60.0,141,200.0
INV-948028927,"2025-01-10",WH-012,PRD-42018,265,92.0,103,300.0
INV-704119954,"2025-08-18",WH-005,PRD-40784,437,47.0,158,250.0
INV-763735598,"2024-06-03",WH-015,PRD-41385,472,107.0,55,300.0
INV-763374276,"2025-08-28",WH-001,PRD-23104,526,137.0,91,200.0
INV-934526913,"2025-10-02",WH-003,PRD-59672,587,97.0,125,250.0
INV-720736537,"2024-08-29",WH-014,PRD-89457,535,170.0,58,250.0
INV-498195626,"2024-02-28",WH-015,PRD-79822,221,19.0,148,350.0
INV-392575309,"2025-10-02",WH-011,PRD-76469,364,116.0,137,200.0
INV-834655955,"2025-03-01",WH-011,PRD-81511,438,61.0,114,300.0
INV-304100484,"2025-06-15",WH-012,PRD-19171,223,23.0,62,250.0
INV-915065511,"2025-02-04",WH-011,PRD-40784,544,130.0,59,200.0
INV-230102244,"07/22/2024",WH-002,PRD-19171,719,190.0,139,300.0
INV-294560080,"2025-11-16",WH-005,PRD-15229,753,217.0,198,300.0
INV-155417185,"2025-07-24",WH-010,PRD-24371,151,48.0,112,350.0
INV-944731635,"12/18/2024",WH-002,PRD-63354,684,37.0,96,300.0
INV-374526232,"2025-08-02",WH-015,PRD-65724,133,13.0,45,200.0
INV-517830785,"2024-12-12",WH-013,PRD-71348,495,168.0,101,300.0
INV-903589597,"2025-04-10",WH-016,PRD-66155,337,67.0,171,
INV-629416110,"2025-04-11",WH-005,PRD-49117,360,63.0,232,
INV-591927513,"05/21/2025",WH-004,PRD-10221,340,57.0,134,250.0
INV-117701638,"2024-01-18",WH-006,PRD-63354,682,44.0,153,200.0
INV-346411864,"2025-09-02",WH-006,PRD-99353,341,53.0,72,
INV-600763863,"2024-01-30",WH-014,PRD-23104,242,,93,350.0
INV-524970713,"2025-08-20",WH-008,PRD-79329,353,,63,350.0
INV-398726785,"2025-01-14",WH-003,PRD-93130,173,13.0,58,350.0
INV-384997372,"2024-05-06",WH-006,PRD-12757,633,185.0,68,350.0
INV-797229678,"2025-11-08",WH-008,PRD-12757,480,111.0,117,
INV-167684203,"2024-06-03",WH-014,PRD-21114,516,26.0,72,
INV-315469738,"2025-11-08",WH-011,PRD-68082,628,55.0,113,
INV-797454585,"2024-10-23",WH-008,PRD-79822,503,99.0,237,200.0
INV-387986931,"2025-03-07",WH-016,PRD-10425,250,35.0,215,300.0
INV-635115887,"2024-12-26",WH-002,PRD-40007,356,70.0,190,200.0
INV-954049491,"2025-10-22",WH-006,PRD-40007,268,,59,350.0
INV-559760555,"2024-09-03",WH-015,PRD-30635,461,132.0,50,350.0
INV-419931729,"2024-05-28",WH-004,PRD-25129,290,66.0,117,250.0
INV-488101882,"2025-08-12",WH-001,PRD-12757,404,111.0,59,350.0
INV-907008594,"2024-10-28",WH-014,PRD-64040,610,88.0,104,250.0
INV-543119952,"2024-12-24",WH-003,PRD-68082,291,90.0,134,250.0
INV-960715699,"2024-07-04",WH-013,PRD-10074,166,20.0,182,250.0
INV-388708259,"2025-06-14",WH-014,PRD-71348,250,,0,350.0
INV-243862911,"2024-06-21",WH-015,PRD-91351,774,57.0,21,200.0
INV-769766927,"2024-07-22",WH-016,PRD-25129,601,171.0,0,250.0
INV-378704515,"2025-03-27",WH-005,PRD-35112,498,83.0,57,300.0
INV-539844573,"2025-04-05",WH-016,PRD-65461,437,24.0,145,250.0
INV-573546155,"2025-10-05",WH-003,PRD-65461,16,1.0,32,
INV-636999271,"2025-05-17",WH-014,PRD-24371,496,92.0,0,250.0
INV-112787561,"2025-03-17",WH-007,PRD-99353,-389,0.0,5,300.0
INV-625878565,"2024-04-29",WH-001,PRD-15229,624,46.0,157,
INV-393596523,"2024-09-06",WH-009,PRD-24371,361,86.0,247,250.0
INV-937865972,"2024-10-24",WH-001,PRD-81066,466,,75,250.0
INV-358055962,"2025-01-27",WH-014,PRD-17100,476,32.0,92,
INV-141024637,"2025-07-31",WH-011,PRD-65518,89,8.0,122,300.0
INV-893840233,"2025-07-01",WH-007,PRD-21114,400,62.0,153,300.0
INV-900192773,"2025-03-31",WH-005,PRD-40784,421,,84,350.0
INV-974678851,"2024-03-01",WH-008,PRD-81511,653,95.0,226,
INV-590194243,"2025-09-01",WH-009,PRD-76469,547,99.0,0,300.0
INV-654135439,"2024-07-26",WH-004,PRD-76469,790,251.0,5,200.0
INV-565996006,"2025-08-15",WH-011,PRD-79329,135,32.0,84,
INV-871867809,"2024-10-31",WH-003,PRD-61876,588,32.0,125,250.0
INV-277609117,"04/11/2025",WH-006,PRD-40784,653,199.0,138,300.0
INV-891869972,"2024-01-21",WH-006,PRD-40982,-254,0.0,155,
INV-892922012,"2025-10-30",WH-016,PRD-40007,304,67.0,232,200.0
INV-640705735,"2025-05-12",WH-011,PRD-76469,386,68.0,102,250.0
INV-727244094,"2025-11-12",WH-003,PRD-40784,370,30.0,109,200.0
INV-668709646,"2024-04-20",WH-007,PRD-25906,430,138.0,132,200.0
INV-966184912,"2024-09-22",WH-009,PRD-23104,703,74.0,105,200.0
INV-368781732,"2025-02-18",WH-003,PRD-39154,687,102.0,155,200.0
INV-156402455,"2025-10-12",WH-011,PRD-94080,755,153.0,174,300.0
INV-248009260,"2024-09-10",WH-015,PRD-74799,441,33.0,132,250.0
INV-267532881,"2025-11-27",WH-015,PRD-25129,349,56.0,144,300.0
INV-167161831,"2024-04-15",WH-005,PRD-25906,564,122.0,159,250.0
INV-606754822,"2025-06-18",WH-012,PRD-21114,288,76.0,162,200.0
INV-234584126,"2025-04-05",WH-010,PRD-49117,754,191.0,112,350.0
INV-824161050,"2025-05-09",WH-012,PRD-98555,404,32.0,142,250.0
INV-234252377,"2025-11-27",WH-008,PRD-71348,439,114.0,95,350.0
INV-212179935,"2025-12-23",WH-013,PRD-65518,396,35.0,52,
INV-377281921,"2024-03-27",WH-002,PRD-24371,307,89.0,170,250.0
INV-621755297,"2024-08-24",WH-008,PRD-30635,506,75.0,129,200.0
INV-938502425,"2025-02-06",WH-010,PRD-95180,418,44.0,129,350.0
INV-717168060,"2024-01-29",WH-011,PRD-66155,250,51.0,113,300.0
INV-981076509,"2025-09-20",WH-013,PRD-40982,617,175.0,0,350.0
INV-426975935,"2024-10-26",WH-001,PRD-93130,677,144.0,142,350.0
INV-330833926,"2024-04-16",WH-012,PRD-82845,13,4.0,53,
INV-701412973,"2024-02-20",WH-013,PRD-68082,301,34.0,154,250.0
INV-504169501,"2024-11-24",WH-004,PRD-42018,413,34.0,169,250.0
INV-153811397,"2024-10-13",WH-010,PRD-12757,-404,0.0,52,200.0
INV-160948456,"2024-11-29",WH-010,PRD-81511,86,23.0,149,
INV-122628630,"2024-08-23",WH-014,PRD-59672,246,13.0,24,350.0
INV-191087081,"2025-01-21",WH-005,PRD-66155,332,91.0,105,250.0
INV-850722935,"2025-06-27",WH-005,PRD-10221,161,,63,300.0
INV-806302820,"2024-07-21",WH-005,PRD-39154,493,127.0,85,200.0
INV-339893769,"2024-02-26",WH-007,PRD-35112,278,41.0,23,250.0
INV-712640951,"2025-09-01",WH-005,PRD-98555,575,171.0,133,300.0
INV-194776741,"2024-03-02",WH-002,PRD-68008,413,107.0,93,350.0
INV-608995214,"2025-06-26",WH-012,PRD-59672,313,96.0,50,
INV-154201419,"2024-02-23",WH-011,PRD-30635,394,136.0,39,
INV-654761657,"2025-07-05",WH-007,PRD-65724,648,131.0,155,
INV-489576637,"2024-05-08",WH-003,PRD-59672,465,124.0,155,300.0
INV-976186779,"2024-05-21",WH-006,PRD-19171,446,39.0,156,200.0
INV-652982800,"2024-10-30",WH-011,PRD-21114,658,195.0,102,300.0
INV-862714749,"2024-01-24",WH-006,PRD-94080,222,60.0,146,300.0
INV-609933006,"2025-11-11",WH-014,PRD-81511,371,68.0,114,200.0
INV-802129291,"2025-02-23",WH-007,PRD-25129,722,157.0,159,200.0
INV-128746234,"2024-08-09",WH-002,PRD-76469,598,119.0,96,350.0
INV-779991811,"2024-07-15",WH-002,PRD-93130,237,72.0,211,350.0
INV-579308125,"2025-07-05",WH-008,PRD-74799,594,207.0,97,250.0
INV-475020625,"2025-01-10",WH-003,PRD-65461,281,55.0,140,200.0
INV-689033501,"2025-03-26",WH-008,PRD-98555,500,106.0,77,
INV-389076723,"2024-02-25",WH-005,PRD-25129,318,73.0,62,
INV-660661333,"2025-07-07",WH-005,PRD-82845,304,17.0,143,300.0
INV-124110009,"2025-04-29",WH-011,PRD-10074,446,81.0,110,200.0
INV-996950447,"2025-01-22",WH-001,PRD-42018,480,160.0,96,350.0
INV-439218464,"2025-08-06",WH-011,PRD-89457,483,156.0,162,250.0
INV-764516743,"02/17/2025",WH-014,PRD-91351,386,131.0,44,350.0
INV-638811437,"2024-06-20",WH-008,PRD-41385,608,69.0,41,
INV-166499798,"2025-09-20",WH-007,PRD-10221,445,27.0,154,300.0
INV-381462134,"2025-02-14",WH-012,PRD-15229,92,29.0,105,300.0
INV-442873447,"2025-02-05",WH-016,PRD-95180,634,31.0,108,250.0
INV-649454858,"2025-07-18",WH-015,PRD-41385,781,139.0,41,350.0
INV-356000190,"2025-08-27",WH-007,PRD-47606,705,54.0,183,200.0
INV-563900802,"2024-04-28",WH-006,PRD-25906,392,109.0,135,350.0
INV-727270812,"2025-05-03",WH-007,PRD-38080,189,39.0,204,300.0
INV-588399953,"2024-03-03",WH-001,PRD-82845,501,158.0,91,
INV-265777387,"2025-08-16",WH-013,PRD-95180,222,59.0,82,
INV-128613662,"2024-01-01",WH-013,PRD-91351,759,252.0,178,350.0
INV-857701675,"2024-01-09",WH-012,PRD-30635,205,48.0,104,300.0
INV-584906562,"2024-03-22",WH-014,PRD-25906,253,43.0,109,300.0
INV-631759884,"2025-07-04",WH-012,PRD-10425,504,96.0,35,200.0
INV-216045614,"2024-05-04",WH-012,PRD-39154,376,96.0,80,350.0
INV-400522650,"2024-12-04",WH-010,PRD-74799,695,117.0,75,350.0
INV-144703240,"2025-07-15",WH-009,PRD-24371,329,109.0,161,300.0
INV-830525180,"2024-10-07",WH-013,PRD-47606,119,40.0,50,250.0
INV-631443762,"2025-01-14",WH-013,PRD-44237,514,82.0,111,350.0
INV-929835904,"2024-04-29",WH-007,PRD-76469,303,46.0,59,250.0
INV-671920250,"2025-05-31",WH-016,PRD-90120,719,,152,250.0
INV-771422018,"2024-04-06",WH-009,PRD-10425,492,81.0,102,
INV-762052570,"2025-11-09",WH-007,PRD-59672,705,194.0,165,
INV-666286124,"2024-09-20",WH-013,PRD-66155,638,214.0,172,
INV-736490811,"09/16/2024",WH-003,PRD-84085,537,96.0,131,250.0
INV-200283051,"2024-05-24",WH-013,PRD-89457,309,24.0,67,200.0
INV-936044623,"2025-10-12",WH-002,PRD-68008,351,28.0,160,200.0
INV-928908699,"2025-11-18",WH-015,PRD-84085,286,52.0,114,250.0
INV-722576386,"2024-02-17",WH-008,PRD-21114,708,87.0,168,250.0
INV-864458073,"2025-02-11",WH-002,PRD-25129,497,58.0,115,
INV-872832933,"2024-02-12",WH-002,PRD-67912,545,,224,200.0
INV-671381640,"2024-04-06",WH-010,PRD-24371,358,38.0,18,250.0
INV-962458470,"11/03/2025",WH-011,PRD-38080,360,53.0,44,
INV-648586440,"2025-02-21",WH-009,PRD-65518,409,44.0,15,200.0
INV-472182723,"2024-01-09",WH-002,PRD-41385,94,11.0,110,350.0
INV-846376553,"2025-11-12",WH-014,PRD-66155,343,80.0,154,300.0
INV-563863240,"2024-06-20",WH-014,PRD-10074,347,65.0,212,
INV-350324797,"2025-04-19",WH-010,PRD-79822,558,,21,250.0
INV-729844420,"2025-03-01",WH-015,PRD-40007,755,88.0,114,350.0
INV-392319159,"01/22/2024",WH-007,PRD-62923,543,153.0,151,350.0
INV-902581919,"2024-10-30",WH-009,PRD-62923,504,138.0,168,350.0
INV-357023926,"2024-12-09",WH-013,PRD-74799,550,118.0,46,250.0
INV-743925056,"2024-01-28",WH-008,PRD-76469,261,45.0,101,350.0
INV-890181034,"2024-11-11",WH-006,PRD-66155,120,32.0,101,350.0
INV-926882153,"2025-12-04",WH-016,PRD-15229,627,182.0,146,350.0
INV-129646901,"2024-07-29",WH-006,PRD-38080,449,128.0,151,250.0
INV-116888501,"2024-07-24",WH-002,PRD-21114,323,38.0,86,300.0
INV-966753908,"2025-07-09",WH-001,PRD-67912,687,,149,
INV-435115151,"2024-01-13",WH-016,PRD-79822,570,126.0,146,250.0
INV-145570616,"2025-02-07",WH-013,PRD-61876,426,,121,350.0
INV-570943259,"2024-02-20",WH-014,PRD-25906,216,72.0,58,
INV-414183079,"2024-04-24",WH-006,PRD-10221,399,121.0,71,
INV-250656608,"2024-06-07",WH-010,PRD-91351,632,67.0,138,300.0
INV-234949731,"2024-05-01",WH-015,PRD-10074,261,59.0,80,350.0
INV-420833813,"2024-08-09",WH-015,PRD-17100,483,145.0,75,
INV-670308538,"2024-09-30",WH-015,PRD-65461,527,72.0,76,350.0
INV-950990186,"2025-10-20",WH-005,PRD-65724,378,,58,
INV-484850998,"2025-04-11",WH-004,PRD-67912,679,117.0,100,200.0
INV-959048476,"2024-10-28",WH-015,PRD-81066,354,65.0,111,200.0
INV-600516507,"2025-10-21",WH-007,PRD-23104,545,152.0,155,300.0
INV-752177424,"2025-11-25",WH-010,PRD-82845,559,155.0,82,250.0
INV-811929848,"2024-05-30",WH-014,PRD-99353,315,47.0,188,300.0
INV-506879112,"2024-11-30",WH-009,PRD-79822,152,24.0,88,350.0
INV-840350803,"2025-03-02",WH-002,PRD-10221,579,46.0,144,250.0
INV-579517362,"2024-05-29",WH-002,PRD-64040,440,115.0,0,250.0
INV-316907082,"2024-01-24",WH-016,PRD-71348,538,134.0,128,300.0
INV-467579228,"2025-09-30",WH-001,PRD-63354,219,29.0,110,250.0
INV-865509681,"2025-02-14",WH-015,PRD-68008,204,58.0,153,350.0
INV-680120415,"2025-01-25",WH-012,PRD-25129,538,30.0,64,250.0
INV-883304454,"2024-07-28",WH-007,PRD-44237,272,90.0,71,350.0
INV-634878730,"2025-04-16",WH-011,PRD-17100,115,24.0,169,250.0
INV-630632111,"2025-10-29",WH-014,PRD-40007,366,59.0,96,350.0
INV-382552817,"2024-04-26",WH-008,PRD-84085,521,179.0,239,350.0
INV-984083814,"2025-01-11",WH-007,PRD-10074,434,44.0,92,300.0
INV-896082832,"2025-05-06",WH-014,PRD-79822,475,95.0,98,250.0
INV-905863188,"2025-09-25",WH-013,PRD-40007,373,97.0,75,350.0
INV-605439030,"2024-12-07",WH-016,PRD-98555,539,101.0,283,
INV-700199632,"2024-03-07",WH-009,PRD-15229,282,46.0,142,250.0
INV-654064225,"03/03/2024",WH-011,PRD-79329,91,10.0,39,250.0
INV-394035749,"2025-11-26",WH-006,PRD-79822,441,120.0,120,
INV-500030173,"2025-03-31",WH-006,PRD-40784,241,12.0,158,300.0
INV-750454521,"2024-02-24",WH-002,PRD-42018,484,30.0,26,
INV-350392090,"2024-09-16",WH-008,PRD-97153,510,152.0,150,
INV-706100842,"2025-07-30",WH-001,PRD-30635,410,78.0,86,200.0
INV-678866735,"2025-05-14",WH-002,PRD-39154,518,117.0,125,350.0
INV-119240966,"2024-07-20",WH-001,PRD-41385,220,29.0,114,350.0
INV-659115163,"2025-09-29",WH-007,PRD-68008,573,,48,200.0
INV-429662196,"2024-09-15",WH-014,PRD-99353,435,43.0,166,200.0
INV-738063328,"2025-09-13",WH-003,PRD-62923,375,43.0,124,200.0
INV-590463801,"2024-09-20",WH-015,PRD-61876,329,61.0,66,300.0
INV-601820999,"2024-01-07",WH-005,PRD-99353,299,94.0,118,250.0
INV-756880897,"2024-05-01",WH-006,PRD-19171,678,231.0,72,350.0
INV-669381255,"2025-04-08",WH-015,PRD-66155,252,31.0,0,300.0
INV-336987446,"2025-10-11",WH-001,PRD-71348,459,116.0,0,
INV-535068614,"2025-08-09",WH-012,PRD-98555,293,52.0,152,250.0
INV-137173609,"2024-11-04",WH-006,PRD-41385,600,204.0,62,300.0
INV-285003405,"2025-07-12",WH-003,PRD-10425,304,21.0,181,350.0
INV-100589052,"2024-06-28",WH-015,PRD-24371,412,49.0,37,250.0
INV-999314089,"2024-07-11",WH-004,PRD-59672,423,69.0,82,350.0
INV-668243378,"2025-09-02",WH-001,PRD-79329,562,,194,200.0
INV-362531710,"2025-01-08",WH-011,PRD-44237,765,150.0,75,350.0
INV-189663627,"2024-05-03",WH-001,PRD-67912,408,34.0,87,200.0
INV-601426520,"2024-03-30",WH-011,PRD-38080,-484,0.0,55,200.0
INV-588173987,"2024-03-08",WH-006,PRD-98555,382,28.0,63,200.0
INV-879517654,"2024-04-17",WH-010,PRD-71348,355,61.0,132,250.0
INV-222979452,"2025-02-13",WH-015,PRD-65724,239,60.0,130,
INV-364682142,"2024-11-18",WH-006,PRD-40982,272,83.0,203,250.0
INV-677645745,"2025-07-04",WH-005,PRD-65461,347,52.0,46,300.0
INV-737563809,"2025-11-05",WH-016,PRD-76469,676,190.0,177,300.0
INV-927395244,"2025-07-23",WH-003,PRD-47606,679,104.0,121,250.0
INV-112186255,"2024-05-28",WH-013,PRD-25906,323,51.0,69,200.0
INV-905095982,"10/17/2025",WH-008,PRD-81066,448,41.0,50,300.0
INV-271066451,"2025-01-22",WH-006,PRD-40007,312,75.0,87,350.0
INV-903982735,"2024-03-06",WH-011,PRD-25129,761,106.0,74,250.0
INV-787420392,"2024-02-29",WH-006,PRD-65461,547,127.0,105,
INV-501917429,"2024-12-19",WH-004,PRD-65518,558,94.0,163,300.0
INV-448310756,"08/22/2025",WH-006,PRD-71348,622,90.0,115,300.0
INV-236644791,"2024-05-16",WH-006,PRD-93130,402,71.0,83,200.0
INV-863655425,"2025-01-08",WH-014,PRD-10074,304,38.0,230,
INV-280570943,"2024-05-23",WH-010,PRD-68082,593,130.0,68,
INV-975647633,"2025-07-10",WH-010,PRD-39154,780,211.0,42,300.0
INV-496615721,"2024-09-07",WH-013,PRD-17100,238,43.0,107,250.0
INV-434920411,"2025-06-10",WH-007,PRD-61876,581,179.0,135,
INV-149318974,"2024-01-10",WH-005,PRD-62923,688,139.0,107,300.0
INV-446910858,"2024-08-09",WH-005,PRD-98555,560,67.0,72,200.0
INV-593229714,"2025-04-03",WH-011,PRD-66155,117,13.0,126,
INV-173074322,"2025-09-24",WH-004,PRD-44237,500,73.0,42,350.0
INV-790146229,"2025-08-05",WH-016,PRD-17100,454,125.0,148,200.0
INV-476884085,"2025-01-10",WH-006,PRD-15229,651,,17,250.0
INV-390600122,"2025-10-07",WH-006,PRD-15229,578,43.0,181,350.0
INV-722884254,"2024-08-19",WH-012,PRD-23104,741,240.0,124,250.0
INV-286787262,"2025-12-02",WH-014,PRD-15229,305,69.0,152,200.0
INV-482136861,"2024-12-23",WH-016,PRD-10221,641,69.0,26,350.0
INV-999935309,"2025-02-28",WH-013,PRD-68008,464,64.0,162,300.0
INV-129746148,"2025-09-12",WH-013,PRD-79822,649,59.0,173,200.0
INV-281954994,"2024-12-13",WH-003,PRD-84085,486,55.0,80,300.0
INV-999180220,"2024-04-21",WH-010,PRD-15229,484,81.0,142,350.0
INV-790223199,"2024-10-05",WH-008,PRD-38080,413,87.0,119,300.0
INV-597481760,"2024-02-09",WH-012,PRD-15229,318,104.0,87,350.0
INV-868366221,"2025-06-20",WH-003,PRD-21114,193,22.0,146,250.0
INV-620695039,"2024-08-31",WH-006,PRD-91351,492,106.0,100,250.0
INV-818545091,"2025-05-15",WH-005,PRD-39154,441,86.0,57,200.0
INV-775002200,"2024-12-31",WH-006,PRD-30635,412,124.0,66,350.0
INV-993161331,"2024-09-02",WH-004,PRD-23104,420,57.0,90,350.0
INV-411236775,"2024-05-29",WH-015,PRD-68082,411,56.0,24,200.0
INV-458711117,"2025-10-16",WH-002,PRD-10074,116,13.0,110,
INV-688212141,"2024-10-02",WH-008,PRD-84085,441,95.0,247,350.0
INV-515135552,"2025-10-16",WH-010,PRD-93130,529,172.0,146,200.0
INV-590938959,"2024-03-22",WH-015,PRD-40784,434,40.0,79,
INV-340749934,"2025-11-10",WH-004,PRD-96511,673,113.0,197,200.0
INV-250238992,"2025-11-18",WH-014,PRD-19171,504,117.0,115,250.0
INV-331428517,"2024-04-03",WH-010,PRD-90120,587,63.0,67,
INV-712310918,"2025-06-30",WH-014,PRD-64040,462,161.0,136,250.0
INV-195181150,"2025-04-29",WH-006,PRD-15229,743,114.0,112,
INV-462734008,"2024-03-18",WH-011,PRD-84085,496,127.0,65,350.0
INV-154414170,"2025-07-10",WH-010,PRD-40784,526,118.0,108,200.0
INV-180948536,"2025-04-28",WH-010,PRD-97153,455,154.0,64,
INV-710979276,"2024-06-15",WH-016,PRD-81066,-640,0.0,60,
INV-446650510,"2024-01-09",WH-002,PRD-25906,284,47.0,61,
INV-601839110,"2024-12-22",WH-006,PRD-93130,528,113.0,57,
INV-695643593,"2025-01-27",WH-009,PRD-97153,253,68.0,85,200.0
INV-874593852,"2024-04-13",WH-005,PRD-79329,284,76.0,286,250.0
INV-776326488,"2024-08-22",WH-011,PRD-41385,469,,185,200.0
INV-256912570,"2025-10-21",WH-010,PRD-49117,0,0.0,38,200.0
INV-612516273,"2025-11-03",WH-016,PRD-61876,173,52.0,98,200.0
INV-889112765,"2025-11-23",WH-012,PRD-25906,421,32.0,79,
INV-828510357,"2025-05-22",WH-014,PRD-95180,489,77.0,49,250.0
INV-536171091,"2024-09-15",WH-008,PRD-10074,289,89.0,53,200.0
INV-962286132,"2025-09-18",WH-011,PRD-42018,582,105.0,115,
INV-444651517,"2024-04-20",WH-008,PRD-84085,492,64.0,40,250.0
INV-722404291,"2025-12-11",WH-012,PRD-63354,588,188.0,184,
INV-776490572,"2024-04-28",WH-001,PRD-30635,339,92.0,23,
INV-404861865,"2025-12-11",WH-013,PRD-10425,-420,0.0,100,250.0
INV-112863246,"2024-04-13",WH-001,PRD-91351,610,187.0,226,300.0
INV-161438071,"2025-10-25",WH-005,PRD-25906,562,92.0,122,
INV-763978351,"2024-08-21",WH-014,PRD-98555,85,6.0,107,200.0
INV-799814917,"2024-03-14",WH-016,PRD-81511,214,27.0,71,
INV-409390486,"2025-02-07",WH-002,PRD-79329,347,115.0,96,300.0
INV-992859083,"2025-12-29",WH-006,PRD-90120,566,127.0,20,250.0
INV-713951803,"2024-10-30",WH-004,PRD-21114,660,132.0,50,
INV-893554138,"2025-03-26",WH-011,PRD-99353,335,50.0,172,350.0
INV-939987699,"2024-01-24",WH-014,PRD-10425,92,4.0,120,
INV-645428719,"2024-09-24",WH-010,PRD-61876,510,34.0,149,200.0
INV-682620617,"2025-12-07",WH-012,PRD-96511,318,89.0,87,300.0
INV-621622258,"2024-01-31",WH-006,PRD-42527,235,76.0,126,
INV-171112619,"2024-03-02",WH-013,PRD-25906,502,,94,200.0
INV-886259391,"2024-09-08",WH-007,PRD-63354,188,61.0,66,250.0
INV-670057110,"2024-07-29",WH-002,PRD-59672,414,99.0,26,300.0
INV-307490227,"2025-11-26",WH-007,PRD-59672,386,19.0,85,350.0
INV-758612881,"2025-08-18",WH-014,PRD-66155,-317,0.0,172,300.0
INV-715538242,"2025-05-10",WH-004,PRD-40784,382,40.0,32,300.0
INV-820199455,"2025-03-05",WH-013,PRD-40007,620,140.0,133,350.0
INV-699327931,"2024-04-03",WH-001,PRD-97153,617,111.0,143,200.0
INV-690158622,"2025-08-15",WH-006,PRD-19171,245,33.0,189,200.0
INV-663864139,"2024-02-08",WH-007,PRD-24371,211,72.0,91,
INV-665390836,"2025-02-11",WH-011,PRD-74799,255,36.0,149,
INV-680821772,"2025-08-06",WH-006,PRD-74799,241,61.0,67,350.0
INV-463346487,"2024-10-05",WH-009,PRD-30635,209,11.0,78,350.0
INV-532330166,"2024-02-08",WH-015,PRD-30635,113,26.0,91,
INV-189353314,"2024-09-03",WH-016,PRD-41385,513,103.0,73,350.0
INV-149538713,"2024-01-03",WH-005,PRD-67912,324,40.0,2,250.0
INV-800436507,"2024-03-06",WH-007,PRD-10425,566,65.0,160,300.0
INV-362373402,"2025-04-02",WH-010,PRD-40982,374,59.0,0,350.0
INV-749471992,"2024-04-30",WH-005,PRD-40982,374,65.0,92,200.0
INV-944804327,"2025-09-11",WH-013,PRD-96511,775,251.0,90,
INV-268643561,"2025-03-06",WH-002,PRD-90120,576,122.0,62,300.0
INV-732771483,"03/01/2025",WH-009,PRD-49117,628,33.0,154,200.0
INV-405979304,"2024-07-30",WH-004,PRD-93130,406,58.0,92,200.0
INV-782340309,"2024-05-01",WH-015,PRD-35112,496,40.0,104,200.0
INV-967812982,"2025-07-20",WH-006,PRD-65461,591,,91,200.0
INV-617512679,"2024-06-11",WH-014,PRD-66155,590,126.0,80,350.0
INV-421820411,"2025-08-12",WH-009,PRD-40007,401,79.0,177,350.0
INV-183416691,"2025-01-23",WH-007,PRD-64040,137,37.0,120,200.0
INV-690085652,"2025-01-20",WH-012,PRD-10074,718,158.0,115,350.0
INV-720295691,"2025-11-21",WH-015,PRD-10074,519,95.0,169,
INV-643837308,"2025-02-23",WH-016,PRD-35112,635,56.0,83,300.0
INV-206717946,"2025-05-10",WH-012,PRD-79329,799,237.0,100,250.0
INV-975330646,"2024-03-02",WH-001,PRD-67912,496,119.0,151,300.0
INV-581631280,"2025-08-17",WH-007,PRD-97153,330,62.0,115,250.0
INV-467633953,"2025-10-18",WH-002,PRD-10074,799,180.0,75,200.0
INV-409510694,"2024-11-02",WH-012,PRD-25129,283,84.0,112,250.0
INV-479666938,"2025-07-27",WH-003,PRD-42018,607,193.0,127,250.0
INV-736241855,"2025-06-09",WH-003,PRD-35112,353,122.0,110,
INV-895272843,"2024-06-18",WH-011,PRD-65724,293,18.0,177,250.0
INV-904853887,"2024-12-03",WH-001,PRD-66155,710,,153,350.0
INV-501321858,"2024-04-02",WH-003,PRD-91351,436,141.0,65,350.0
INV-260698325,"2024-04-18",WH-001,PRD-94080,269,51.0,83,350.0
INV-358828572,"2024-01-27",WH-012,PRD-81511,358,26.0,57,
INV-479192235,"2025-09-12",WH-013,PRD-47606,183,11.0,148,350.0
INV-786682523,"2024-12-11",WH-013,PRD-42527,345,101.0,125,350.0
INV-468259285,"08/17/2025",WH-013,PRD-64040,603,167.0,136,
INV-806185605,"2025-02-01",WH-010,PRD-90120,79,8.0,160,350.0
INV-596101211,"2024-05-08",WH-016,PRD-71348,14,2.0,138,200.0
INV-795350330,"2025-03-22",WH-006,PRD-19171,376,64.0,121,
INV-578871706,"2024-04-07",WH-005,PRD-10221,505,65.0,160,
INV-123168663,"2024-06-18",WH-016,PRD-65724,572,160.0,79,
INV-512679520,"2024-12-22",WH-016,PRD-10221,202,64.0,118,350.0
INV-866998983,"2024-07-15",WH-011,PRD-76469,202,37.0,116,
INV-377975952,"2025-07-24",WH-006,PRD-25906,204,60.0,195,
INV-404150323,"2025-07-26",WH-004,PRD-49117,17,3.0,62,350.0
INV-706182552,"2025-06-30",WH-002,PRD-40007,407,96.0,79,300.0
INV-170043285,"2025-12-14",WH-014,PRD-41385,312,82.0,145,
INV-895874244,"2025-05-11",WH-007,PRD-42018,361,40.0,100,200.0
INV-639139234,"2024-07-10",WH-004,PRD-10074,476,,58,200.0
INV-193685977,"2025-03-17",WH-014,PRD-98555,313,38.0,76,200.0
INV-960891568,"2024-04-21",WH-009,PRD-40982,501,67.0,119,250.0
