"order_id","order_date","customer_id","region","sales_channel_id","product_id","units_sold","msrp","unit_price","discount_pct","net_unit_price","return_flag","return_date","delivery_date","attributed_campaign_id","order_id_clean","customer_id_clean","product_id_clean","sales_channel_id_clean","attributed_campaign_id_clean","order_dt","delivery_dt","return_dt","is_order_date_bad","is_delivery_date_bad","units_sold_num","is_units_sold_bad","unit_price_num","is_unit_price_bad","net_unit_price_num","is_net_unit_price_bad","discount_pct_num","is_discount_pct_bad","msrp_num","is_msrp_bad"
ORD-6932352,"2024-06-15",CUST-344762,APAC,SC-003,PRD-68008,1,338.73,345.32,0,345.32,0,,"2024-06-20",,ORD-6932352,CUST-344762,PRD-68008,SC-003,,2024-06-15 00:00:00.000,2024-06-20 00:00:00.000,,0,0,1,0,345.32,0,345.32,0,0,0,338.73,0
ORD-6577327,"2024-08-19",CUST-856321,LATAM,SC-003,PRD-74799,1,378.59,376.67,10,339.0,0,,"2024-08-21",,ORD-6577327,CUST-856321,PRD-74799,SC-003,,2024-08-19 00:00:00.000,2024-08-21 00:00:00.000,,0,0,1,0,376.67,0,339.0,0,10,0,378.59,0
ORD-3251407,"2024-03-31",CUST-244247,LATAM,SC-001,PRD-42018,1,573.5,508.91,10,458.02,0,,"2024-04-03",CMP-487484,ORD-3251407,CUST-244247,PRD-42018,SC-001,CMP-487484,2024-03-31 00:00:00.000,2024-04-03 00:00:00.000,,0,0,1,0,508.91,0,458.02,0,10,0,573.5,0
ORD-1132437,"2024-11-25",CUST-782759,EU,SC-001,PRD-66155,2,264.69,289.14,0,289.14,0,,"2024-11-27",CMP-326955,ORD-1132437,CUST-782759,PRD-66155,SC-001,CMP-326955,2024-11-25 00:00:00.000,2024-11-27 00:00:00.000,,0,0,2,0,289.14,0,289.14,0,0,0,264.69,0
ORD-4575541,"2024-08-08",CUST-807617,,SC-001,PRD-66155,2,264.69,258.92,15,220.08,0,,"2024-08-10",CMP-504257,ORD-4575541,CUST-807617,PRD-66155,SC-001,CMP-504257,2024-08-08 00:00:00.000,2024-08-10 00:00:00.000,,0,0,2,0,258.92,0,220.08,0,15,0,264.69,0
ORD-8700797,"2025-04-24",CUST-245622,LATAM,SC-008,PRD-91351,2,789.06,819.1,0,819.1,1,"2025-04-30","2025-04-27",,ORD-8700797,CUST-245622,PRD-91351,SC-008,,2025-04-24 00:00:00.000,2025-04-27 00:00:00.000,2025-04-30 00:00:00.000,0,0,2,0,819.1,0,819.1,0,0,0,789.06,0
ORD-9086868,"2025-02-18",CUST-346174,APAC,SC-001,PRD-24371,1,221.73,220.21,0,220.21,0,,"2025-02-19",,ORD-9086868,CUST-346174,PRD-24371,SC-001,,2025-02-18 00:00:00.000,2025-02-19 00:00:00.000,,0,0,1,0,220.21,0,220.21,0,0,0,221.73,0
ORD-5851845,"2025-07-12",CUST-789275,LATAM,SC-001,PRD-24371,1,221.73,218.12,5,207.21,0,,"2025-07-17",CMP-960623,ORD-5851845,CUST-789275,PRD-24371,SC-001,CMP-960623,2025-07-12 00:00:00.000,2025-07-17 00:00:00.000,,0,0,1,0,218.12,0,207.21,0,5,0,221.73,0
ORD-5921930,"2025-03-18",CUST-597305,EU,SC-005,PRD-79329,1,274.63,277.81,10,250.03,0,,"2025-03-18",CMP-946446,ORD-5921930,CUST-597305,PRD-79329,SC-005,CMP-946446,2025-03-18 00:00:00.000,2025-03-18 00:00:00.000,,0,0,1,0,277.81,0,250.03,0,10,0,274.63,0
ORD-2529949,"2024-02-20",CUST-352249,EU,SC-001,PRD-67912,2,888.9,890.32,0,890.32,0,,"2024-02-25",,ORD-2529949,CUST-352249,PRD-67912,SC-001,,2024-02-20 00:00:00.000,2024-02-25 00:00:00.000,,0,0,2,0,890.32,0,890.32,0,0,0,888.9,0
ORD-5668028,"2024-04-03",CUST-443897,APAC,SC-006,PRD-40982,1,244.35,240.44,10,216.4,0,,"2024-04-08",,ORD-5668028,CUST-443897,PRD-40982,SC-006,,2024-04-03 00:00:00.000,2024-04-08 00:00:00.000,,0,0,1,0,240.44,0,216.4,0,10,0,244.35,0
ORD-1042888,"2024-02-02",CUST-352528,APAC,SC-001,PRD-25129,1,838.06,835.28,0,835.28,1,"2024-02-17","2024-02-03",CMP-755643,ORD-1042888,CUST-352528,PRD-25129,SC-001,CMP-755643,2024-02-02 00:00:00.000,2024-02-03 00:00:00.000,2024-02-17 00:00:00.000,0,0,1,0,835.28,0,835.28,0,0,0,838.06,0
ORD-5304970,"2025-01-23",CUST-848206,EU,SC-001,PRD-66155,1,264.69,271.47,5,257.9,0,,"2025-01-24",,ORD-5304970,CUST-848206,PRD-66155,SC-001,,2025-01-23 00:00:00.000,2025-01-24 00:00:00.000,,0,0,1,0,271.47,0,257.9,0,5,0,264.69,0
ORD-4316002,"2025-06-20",CUST-410244,EU,SC-001,PRD-66155,1,264.69,272.6,0,272.6,0,,"2025-06-21",CMP-804633,ORD-4316002,CUST-410244,PRD-66155,SC-001,CMP-804633,2025-06-20 00:00:00.000,2025-06-21 00:00:00.000,,0,0,1,0,272.6,0,272.6,0,0,0,264.69,0
ORD-2460861,"2024-01-18",CUST-235300,,SC-004,PRD-79329,1,274.63,275.34,5,261.57,0,,"2024-01-18",,ORD-2460861,CUST-235300,PRD-79329,SC-004,,2024-01-18 00:00:00.000,2024-01-18 00:00:00.000,,0,0,1,0,275.34,0,261.57,0,5,0,274.63,0
ORD-8095753,"2025-09-25",CUST-384913,,SC-005,PRD-63354,1,259.75,269.43,0,269.43,1,"2025-10-13","2025-09-29",,ORD-8095753,CUST-384913,PRD-63354,SC-005,,2025-09-25 00:00:00.000,2025-09-29 00:00:00.000,2025-10-13 00:00:00.000,0,0,1,0,269.43,0,269.43,0,0,0,259.75,0
ORD-9343046,"2024-02-18",CUST-420214,,SC-002,PRD-90120,1,521.42,508.15,0,508.15,0,,"2024-02-21",CMP-712859,ORD-9343046,CUST-420214,PRD-90120,SC-002,CMP-712859,2024-02-18 00:00:00.000,2024-02-21 00:00:00.000,,0,0,1,0,508.15,0,508.15,0,0,0,521.42,0
ORD-4531568,"2024-07-21",CUST-132663,,SC-001,PRD-76469,1,206.96,234.59,5,222.86,0,,"2024-07-23",CMP-186847,ORD-4531568,CUST-132663,PRD-76469,SC-001,CMP-186847,2024-07-21 00:00:00.000,2024-07-23 00:00:00.000,,0,0,1,0,234.59,0,222.86,0,5,0,206.96,0
ORD-1598698,"2024-06-26",CUST-907189,EU,SC-001,PRD-66155,1,264.69,288.28,5,273.87,0,,"2024-06-29",,ORD-1598698,CUST-907189,PRD-66155,SC-001,,2024-06-26 00:00:00.000,2024-06-29 00:00:00.000,,0,0,1,0,288.28,0,273.87,0,5,0,264.69,0
ORD-2846083,"2024-12-23",CUST-658623,EU,SC-001,PRD-40982,1,244.35,255.53,0,255.53,0,,"2024-12-25",CMP-492383,ORD-2846083,CUST-658623,PRD-40982,SC-001,CMP-492383,2024-12-23 00:00:00.000,2024-12-25 00:00:00.000,,0,0,1,0,255.53,0,255.53,0,0,0,244.35,0
ORD-5996393,"2025-09-08",CUST-651499,EU,SC-006,PRD-66155,1,264.69,233.85,0,233.85,1,"2025-09-29","2025-09-15",,ORD-5996393,CUST-651499,PRD-66155,SC-006,,2025-09-08 00:00:00.000,2025-09-15 00:00:00.000,2025-09-29 00:00:00.000,0,0,1,0,233.85,0,233.85,0,0,0,264.69,0
ORD-3178036,"2024-04-16",CUST-644500,EU,SC-006,PRD-63354,2,259.75,269.19,0,269.19,0,,"2024-04-18",,ORD-3178036,CUST-644500,PRD-63354,SC-006,,2024-04-16 00:00:00.000,2024-04-18 00:00:00.000,,0,0,2,0,269.19,0,269.19,0,0,0,259.75,0
ORD-9862388,"2024-03-16",CUST-116093,,SC-003,PRD-84085,1,303.81,297.67,0,297.67,1,"2024-04-01","2024-03-18",,ORD-9862388,CUST-116093,PRD-84085,SC-003,,2024-03-16 00:00:00.000,2024-03-18 00:00:00.000,2024-04-01 00:00:00.000,0,0,1,0,297.67,0,297.67,0,0,0,303.81,0
ORD-4871085,"2025-09-17",CUST-734487,,SC-004,PRD-63354,2,259.75,244.5,5,232.27,0,,"2025-09-20",CMP-737058,ORD-4871085,CUST-734487,PRD-63354,SC-004,CMP-737058,2025-09-17 00:00:00.000,2025-09-20 00:00:00.000,,0,0,2,0,244.5,0,232.27,0,5,0,259.75,0
ORD-5868093,"2024-02-02",CUST-770556,APAC,SC-001,PRD-79329,1,274.63,268.66,0,268.66,0,,"2024-02-04",CMP-391228,ORD-5868093,CUST-770556,PRD-79329,SC-001,CMP-391228,2024-02-02 00:00:00.000,2024-02-04 00:00:00.000,,0,0,1,0,268.66,0,268.66,0,0,0,274.63,0
ORD-9688227,"2024-10-31",CUST-681070,LATAM,SC-001,PRD-42018,1,573.5,543.64,0,543.64,0,,,,ORD-9688227,CUST-681070,PRD-42018,SC-001,,2024-10-31 00:00:00.000,,,0,0,1,0,543.64,0,543.64,0,0,0,573.5,0
ORD-9440401,"2025-09-08",CUST-624783,EU,SC-006,PRD-47606,1,407.43,419.82,10,377.84,0,,"2025-09-11",,ORD-9440401,CUST-624783,PRD-47606,SC-006,,2025-09-08 00:00:00.000,2025-09-11 00:00:00.000,,0,0,1,0,419.82,0,377.84,0,10,0,407.43,0
ORD-1734246,"2024-06-21",CUST-725084,LATAM,SC-002,PRD-23104,1,709.58,778.38,5,739.46,0,,"2024-06-23",CMP-597526,ORD-1734246,CUST-725084,PRD-23104,SC-002,CMP-597526,2024-06-21 00:00:00.000,2024-06-23 00:00:00.000,,0,0,1,0,778.38,0,739.46,0,5,0,709.58,0
ORD-3766429,"2025-06-23",CUST-908977,EU,SC-001,PRD-99353,1,201.04,211.0,10,189.9,0,,"2025-06-28",CMP-448824,ORD-3766429,CUST-908977,PRD-99353,SC-001,CMP-448824,2025-06-23 00:00:00.000,2025-06-28 00:00:00.000,,0,0,1,0,211.0,0,189.9,0,10,0,201.04,0
ORD-8433375,"2024-09-19",CUST-153642,APAC,SC-001,PRD-25129,2,838.06,976.97,0,976.97,0,,"2024-09-20",CMP-745804,ORD-8433375,CUST-153642,PRD-25129,SC-001,CMP-745804,2024-09-19 00:00:00.000,2024-09-20 00:00:00.000,,0,0,2,0,976.97,0,976.97,0,0,0,838.06,0
ORD-6982280,"2024-09-24",CUST-539375,EU,SC-003,PRD-81066,1,428.24,388.32,0,388.32,0,,"2024-09-24",,ORD-6982280,CUST-539375,PRD-81066,SC-003,,2024-09-24 00:00:00.000,2024-09-24 00:00:00.000,,0,0,1,0,388.32,0,388.32,0,0,0,428.24,0
ORD-1658415,"2025-05-14",CUST-351997,LATAM,SC-007,PRD-67912,1,888.9,861.91,5,818.81,1,"2025-05-28","2025-05-21",,ORD-1658415,CUST-351997,PRD-67912,SC-007,,2025-05-14 00:00:00.000,2025-05-21 00:00:00.000,2025-05-28 00:00:00.000,0,0,1,0,861.91,0,818.81,0,5,0,888.9,0
ORD-2678176,"2024-01-27",CUST-561239,,SC-005,PRD-24371,1,221.73,209.18,0,209.18,0,,"2024-01-28",,ORD-2678176,CUST-561239,PRD-24371,SC-005,,2024-01-27 00:00:00.000,2024-01-28 00:00:00.000,,0,0,1,0,209.18,0,209.18,0,0,0,221.73,0
ORD-9508424,"2024-04-12",CUST-142213,APAC,SC-005,PRD-65518,1,106.62,114.48,5,108.76,0,,"2024-04-13",CMP-593679,ORD-9508424,CUST-142213,PRD-65518,SC-005,CMP-593679,2024-04-12 00:00:00.000,2024-04-13 00:00:00.000,,0,0,1,0,114.48,0,108.76,0,5,0,106.62,0
ORD-7600908,"2024-02-05",CUST-901577,APAC,SC-003,PRD-17100,1,301.78,297.79,20,238.23,0,,"2024-02-07",CMP-111190,ORD-7600908,CUST-901577,PRD-17100,SC-003,CMP-111190,2024-02-05 00:00:00.000,2024-02-07 00:00:00.000,,0,0,1,0,297.79,0,238.23,0,20,0,301.78,0
ORD-2097175,"2025-08-23",CUST-355123,EU,SC-008,PRD-93130,1,570.44,576.93,0,576.93,0,,"2025-08-25",,ORD-2097175,CUST-355123,PRD-93130,SC-008,,2025-08-23 00:00:00.000,2025-08-25 00:00:00.000,,0,0,1,0,576.93,0,576.93,0,0,0,570.44,0
ORD-2327849,"2024-05-19",CUST-600149,,SC-003,PRD-42527,1,301.93,313.41,15,266.4,0,,"2024-05-24",CMP-783768,ORD-2327849,CUST-600149,PRD-42527,SC-003,CMP-783768,2024-05-19 00:00:00.000,2024-05-24 00:00:00.000,,0,0,1,0,313.41,0,266.4,0,15,0,301.93,0
ORD-3734242,"2025-01-17",CUST-590110,LATAM,SC-003,PRD-24371,1,221.73,202.38,0,202.38,0,,"2025-01-19",,ORD-3734242,CUST-590110,PRD-24371,SC-003,,2025-01-17 00:00:00.000,2025-01-19 00:00:00.000,,0,0,1,0,202.38,0,202.38,0,0,0,221.73,0
ORD-5703791,"2024-05-07",CUST-455168,LATAM,SC-003,PRD-24371,1,221.73,213.46,5,202.79,1,"2024-05-30","2024-05-09",,ORD-5703791,CUST-455168,PRD-24371,SC-003,,2024-05-07 00:00:00.000,2024-05-09 00:00:00.000,2024-05-30 00:00:00.000,0,0,1,0,213.46,0,202.79,0,5,0,221.73,0
ORD-1002915,"2024-06-06",CUST-385470,LATAM,SC-003,PRD-63354,1,259.75,275.29,15,234.0,0,,"2024-06-09",,ORD-1002915,CUST-385470,PRD-63354,SC-003,,2024-06-06 00:00:00.000,2024-06-09 00:00:00.000,,0,0,1,0,275.29,0,234.0,0,15,0,259.75,0
ORD-6066447,"2024-01-31",CUST-264136,APAC,SC-006,PRD-84085,1,303.81,293.82,10,264.44,0,,"2024-02-02",CMP-208933,ORD-6066447,CUST-264136,PRD-84085,SC-006,CMP-208933,2024-01-31 00:00:00.000,2024-02-02 00:00:00.000,,0,0,1,0,293.82,0,264.44,0,10,0,303.81,0
ORD-6014223,"2024-10-08",CUST-884897,APAC,SC-001,PRD-25129,1,838.06,751.89,10,676.7,0,,"2024-10-10",,ORD-6014223,CUST-884897,PRD-25129,SC-001,,2024-10-08 00:00:00.000,2024-10-10 00:00:00.000,,0,0,1,0,751.89,0,676.7,0,10,0,838.06,0
ORD-9109548,"2025-10-18",CUST-859359,LATAM,SC-001,PRD-35112,2,829.84,784.92,0,784.92,0,,"2025-10-18",,ORD-9109548,CUST-859359,PRD-35112,SC-001,,2025-10-18 00:00:00.000,2025-10-18 00:00:00.000,,0,0,2,0,784.92,0,784.92,0,0,0,829.84,0
ORD-1914579,"2025-12-05",CUST-247720,APAC,SC-003,PRD-68082,3,630.31,619.48,0,619.48,0,,"2025-12-05",CMP-539953,ORD-1914579,CUST-247720,PRD-68082,SC-003,CMP-539953,2025-12-05 00:00:00.000,2025-12-05 00:00:00.000,,0,0,3,0,619.48,0,619.48,0,0,0,630.31,0
ORD-4125241,"2025-03-09",CUST-321275,,SC-008,PRD-63354,1,259.75,262.35,0,262.35,0,,"2025-03-16",,ORD-4125241,CUST-321275,PRD-63354,SC-008,,2025-03-09 00:00:00.000,2025-03-16 00:00:00.000,,0,0,1,0,262.35,0,262.35,0,0,0,259.75,0
ORD-2897239,"2025-05-13",CUST-666390,LATAM,SC-001,PRD-40007,1,752.92,749.72,10,674.75,0,,"2025-05-14",CMP-999563,ORD-2897239,CUST-666390,PRD-40007,SC-001,CMP-999563,2025-05-13 00:00:00.000,2025-05-14 00:00:00.000,,0,0,1,0,749.72,0,674.75,0,10,0,752.92,0
ORD-9779407,"2024-10-10",CUST-129751,,SC-005,PRD-17100,1,301.78,290.66,10,261.59,0,,"2024-10-10",CMP-721427,ORD-9779407,CUST-129751,PRD-17100,SC-005,CMP-721427,2024-10-10 00:00:00.000,2024-10-10 00:00:00.000,,0,0,1,0,290.66,0,261.59,0,10,0,301.78,0
ORD-7499719,"2025-12-22",CUST-678083,,SC-004,PRD-49117,1,855.31,903.51,15,767.98,0,,"2025-12-25",,ORD-7499719,CUST-678083,PRD-49117,SC-004,,2025-12-22 00:00:00.000,2025-12-25 00:00:00.000,,0,0,1,0,903.51,0,767.98,0,15,0,855.31,0
ORD-5233725,"2025-12-11",CUST-543814,APAC,SC-002,PRD-24371,2,221.73,220.01,15,187.01,0,,,CMP-397992,ORD-5233725,CUST-543814,PRD-24371,SC-002,CMP-397992,2025-12-11 00:00:00.000,,,0,0,2,0,220.01,0,187.01,0,15,0,221.73,0
ORD-5549753,"2024-09-27",CUST-194511,,SC-008,PRD-67912,1,888.9,900.07,0,900.07,0,,"2024-09-30",CMP-714663,ORD-5549753,CUST-194511,PRD-67912,SC-008,CMP-714663,2024-09-27 00:00:00.000,2024-09-30 00:00:00.000,,0,0,1,0,900.07,0,900.07,0,0,0,888.9,0
ORD-9644415,"2024-07-09",CUST-926730,APAC,SC-001,PRD-42018,1,573.5,554.2,10,498.78,0,,"2024-07-19",CMP-504257,ORD-9644415,CUST-926730,PRD-42018,SC-001,CMP-504257,2024-07-09 00:00:00.000,2024-07-19 00:00:00.000,,0,0,1,0,554.2,0,498.78,0,10,0,573.5,0
ORD-5456664,"2024-07-30",CUST-768480,,SC-006,PRD-66155,1,264.69,288.65,5,274.22,0,,"2024-07-30",,ORD-5456664,CUST-768480,PRD-66155,SC-006,,2024-07-30 00:00:00.000,2024-07-30 00:00:00.000,,0,0,1,0,288.65,0,274.22,0,5,0,264.69,0
ORD-5780214,"2025-08-28",CUST-528129,EU,SC-005,PRD-74799,2,378.59,369.69,0,369.69,1,"2025-09-18","2025-08-28",,ORD-5780214,CUST-528129,PRD-74799,SC-005,,2025-08-28 00:00:00.000,2025-08-28 00:00:00.000,2025-09-18 00:00:00.000,0,0,2,0,369.69,0,369.69,0,0,0,378.59,0
ORD-4956705,"2024-04-24",CUST-231414,,SC-001,PRD-35112,1,829.84,833.56,0,833.56,0,,"2024-04-25",,ORD-4956705,CUST-231414,PRD-35112,SC-001,,2024-04-24 00:00:00.000,2024-04-25 00:00:00.000,,0,0,1,0,833.56,0,833.56,0,0,0,829.84,0
ORD-3412071,"2025-05-19",CUST-707616,EU,SC-004,PRD-59672,1,234.37,248.92,10,224.03,0,,"2025-05-20",CMP-994854,ORD-3412071,CUST-707616,PRD-59672,SC-004,CMP-994854,2025-05-19 00:00:00.000,2025-05-20 00:00:00.000,,0,0,1,0,248.92,0,224.03,0,10,0,234.37,0
ORD-3090450,"2024-08-19",CUST-670511,LATAM,SC-001,PRD-17100,1,301.78,306.85,0,306.85,0,,,CMP-198679,ORD-3090450,CUST-670511,PRD-17100,SC-001,CMP-198679,2024-08-19 00:00:00.000,,,0,0,1,0,306.85,0,306.85,0,0,0,301.78,0
ORD-9763704,"2025-11-03",CUST-742848,EU,SC-001,PRD-10425,1,616.38,625.81,5,594.52,0,,"2025-11-05",CMP-745804,ORD-9763704,CUST-742848,PRD-10425,SC-001,CMP-745804,2025-11-03 00:00:00.000,2025-11-05 00:00:00.000,,0,0,1,0,625.81,0,594.52,0,5,0,616.38,0
ORD-2822159,"2024-04-12",CUST-303547,EU,SC-003,PRD-67912,2,888.9,783.64,0,783.64,1,"2024-05-03","2024-04-12",,ORD-2822159,CUST-303547,PRD-67912,SC-003,,2024-04-12 00:00:00.000,2024-04-12 00:00:00.000,2024-05-03 00:00:00.000,0,0,2,0,783.64,0,783.64,0,0,0,888.9,0
ORD-4255344,"2025-06-15",CUST-993140,APAC,SC-002,PRD-21114,2,209.39,217.94,15,185.25,0,,"2025-06-18",,ORD-4255344,CUST-993140,PRD-21114,SC-002,,2025-06-15 00:00:00.000,2025-06-18 00:00:00.000,,0,0,2,0,217.94,0,185.25,0,15,0,209.39,0
ORD-1271357,"2025-06-29",CUST-940886,EU,SC-001,PRD-98555,1,315.25,316.3,10,284.67,0,,"2025-07-09",,ORD-1271357,CUST-940886,PRD-98555,SC-001,,2025-06-29 00:00:00.000,2025-07-09 00:00:00.000,,0,0,1,0,316.3,0,284.67,0,10,0,315.25,0
ORD-9349348,"2024-03-20",CUST-392099,EU,SC-005,PRD-95180,1,554.86,572.89,0,572.89,0,,"2024-03-23",CMP-734787,ORD-9349348,CUST-392099,PRD-95180,SC-005,CMP-734787,2024-03-20 00:00:00.000,2024-03-23 00:00:00.000,,0,0,1,0,572.89,0,572.89,0,0,0,554.86,0
ORD-2273432,"2025-03-07",CUST-579318,,SC-004,PRD-66155,1,264.69,267.6,0,267.6,1,"2025-03-30","2025-03-09",CMP-759367,ORD-2273432,CUST-579318,PRD-66155,SC-004,CMP-759367,2025-03-07 00:00:00.000,2025-03-09 00:00:00.000,2025-03-30 00:00:00.000,0,0,1,0,267.6,0,267.6,0,0,0,264.69,0
ORD-5118917,"2025-01-15",CUST-528361,APAC,SC-001,PRD-63354,2,259.75,251.04,10,225.94,0,,"2025-01-16",,ORD-5118917,CUST-528361,PRD-63354,SC-001,,2025-01-15 00:00:00.000,2025-01-16 00:00:00.000,,0,0,2,0,251.04,0,225.94,0,10,0,259.75,0
ORD-4920837,"2024-05-26",CUST-970813,APAC,SC-001,PRD-25129,1,838.06,883.03,0,883.03,1,"2024-06-21","2024-05-31",CMP-390956,ORD-4920837,CUST-970813,PRD-25129,SC-001,CMP-390956,2024-05-26 00:00:00.000,2024-05-31 00:00:00.000,2024-06-21 00:00:00.000,0,0,1,0,883.03,0,883.03,0,0,0,838.06,0
ORD-1243306,"2024-03-29",CUST-154615,EU,SC-005,PRD-66155,1,264.69,267.84,10,241.06,0,,"2024-04-01",,ORD-1243306,CUST-154615,PRD-66155,SC-005,,2024-03-29 00:00:00.000,2024-04-01 00:00:00.000,,0,0,1,0,267.84,0,241.06,0,10,0,264.69,0
ORD-5362658,"2024-03-13",CUST-626392,EU,SC-003,PRD-10425,1,616.38,568.69,0,568.69,1,"2024-03-25","2024-03-18",,ORD-5362658,CUST-626392,PRD-10425,SC-003,,2024-03-13 00:00:00.000,2024-03-18 00:00:00.000,2024-03-25 00:00:00.000,0,0,1,0,568.69,0,568.69,0,0,0,616.38,0
ORD-2951584,"2024-04-13",CUST-720148,,SC-001,PRD-66155,1,264.69,285.47,5,271.2,0,,"2024-04-14",CMP-647341,ORD-2951584,CUST-720148,PRD-66155,SC-001,CMP-647341,2024-04-13 00:00:00.000,2024-04-14 00:00:00.000,,0,0,1,0,285.47,0,271.2,0,5,0,264.69,0
ORD-1022103,"2025-01-07",CUST-774751,LATAM,SC-001,PRD-42527,1,301.93,276.02,0,276.02,0,,"2025-01-09",,ORD-1022103,CUST-774751,PRD-42527,SC-001,,2025-01-07 00:00:00.000,2025-01-09 00:00:00.000,,0,0,1,0,276.02,0,276.02,0,0,0,301.93,0
ORD-9555252,"2024-11-05",CUST-880841,,SC-003,PRD-68082,1,630.31,664.38,0,664.38,1,"2024-11-15","2024-11-08",,ORD-9555252,CUST-880841,PRD-68082,SC-003,,2024-11-05 00:00:00.000,2024-11-08 00:00:00.000,2024-11-15 00:00:00.000,0,0,1,0,664.38,0,664.38,0,0,0,630.31,0
ORD-3000764,"2025-04-02",CUST-737086,APAC,SC-001,PRD-79329,2,274.63,299.13,5,284.17,0,,"2025-04-05",CMP-580870,ORD-3000764,CUST-737086,PRD-79329,SC-001,CMP-580870,2025-04-02 00:00:00.000,2025-04-05 00:00:00.000,,0,0,2,0,299.13,0,284.17,0,5,0,274.63,0
ORD-7750460,"2025-08-19",CUST-638289,LATAM,SC-008,PRD-79329,1,274.63,256.4,0,256.4,0,,"2025-08-21",CMP-762951,ORD-7750460,CUST-638289,PRD-79329,SC-008,CMP-762951,2025-08-19 00:00:00.000,2025-08-21 00:00:00.000,,0,0,1,0,256.4,0,256.4,0,0,0,274.63,0
ORD-9562674,"2024-02-28",CUST-647957,APAC,SC-003,PRD-42018,1,573.5,569.28,0,569.28,0,,"2024-03-01",,ORD-9562674,CUST-647957,PRD-42018,SC-003,,2024-02-28 00:00:00.000,2024-03-01 00:00:00.000,,0,0,1,0,569.28,0,569.28,0,0,0,573.5,0
ORD-5050200,"2024-08-04",CUST-727086,,SC-003,PRD-24371,1,221.73,218.86,5,207.92,0,,"2024-08-06",,ORD-5050200,CUST-727086,PRD-24371,SC-003,,2024-08-04 00:00:00.000,2024-08-06 00:00:00.000,,0,0,1,0,218.86,0,207.92,0,5,0,221.73,0
ORD-6992814,"2024-04-05",CUST-437408,APAC,SC-001,PRD-84085,1,303.81,300.69,15,255.59,0,,"2024-04-10",CMP-465093,ORD-6992814,CUST-437408,PRD-84085,SC-001,CMP-465093,2024-04-05 00:00:00.000,2024-04-10 00:00:00.000,,0,0,1,0,300.69,0,255.59,0,15,0,303.81,0
ORD-3865550,"2025-03-12",CUST-398151,,SC-002,PRD-68082,1,630.31,699.53,0,699.53,0,,"2025-03-19",,ORD-3865550,CUST-398151,PRD-68082,SC-002,,2025-03-12 00:00:00.000,2025-03-19 00:00:00.000,,0,0,1,0,699.53,0,699.53,0,0,0,630.31,0
ORD-6946729,"2024-03-23",CUST-551574,LATAM,SC-002,PRD-25129,1,838.06,783.01,0,783.01,0,,"2024-03-24",CMP-797137,ORD-6946729,CUST-551574,PRD-25129,SC-002,CMP-797137,2024-03-23 00:00:00.000,2024-03-24 00:00:00.000,,0,0,1,0,783.01,0,783.01,0,0,0,838.06,0
ORD-7090590,"2025-09-26",CUST-429657,APAC,SC-002,PRD-23104,2,709.58,696.53,5,661.7,0,,,CMP-154724,ORD-7090590,CUST-429657,PRD-23104,SC-002,CMP-154724,2025-09-26 00:00:00.000,,,0,0,2,0,696.53,0,661.7,0,5,0,709.58,0
ORD-9476428,"2024-11-09",CUST-853252,EU,SC-002,PRD-64040,1,245.43,267.57,0,267.57,0,,"2024-11-10",CMP-873276,ORD-9476428,CUST-853252,PRD-64040,SC-002,CMP-873276,2024-11-09 00:00:00.000,2024-11-10 00:00:00.000,,0,0,1,0,267.57,0,267.57,0,0,0,245.43,0
ORD-1767262,"2024-06-09",CUST-763829,APAC,SC-007,PRD-42018,1,573.5,562.39,0,562.39,0,,,CMP-375710,ORD-1767262,CUST-763829,PRD-42018,SC-007,CMP-375710,2024-06-09 00:00:00.000,,,0,0,1,0,562.39,0,562.39,0,0,0,573.5,0
ORD-8786339,"2024-02-02",CUST-338533,EU,SC-004,PRD-25129,1,838.06,791.01,0,791.01,0,,"2024-02-03",,ORD-8786339,CUST-338533,PRD-25129,SC-004,,2024-02-02 00:00:00.000,2024-02-03 00:00:00.000,,0,0,1,0,791.01,0,791.01,0,0,0,838.06,0
ORD-6310208,"2025-03-23",CUST-891615,,SC-003,PRD-25129,1,838.06,851.29,0,851.29,0,,"2025-03-25",,ORD-6310208,CUST-891615,PRD-25129,SC-003,,2025-03-23 00:00:00.000,2025-03-25 00:00:00.000,,0,0,1,0,851.29,0,851.29,0,0,0,838.06,0
ORD-3496835,"2024-07-22",CUST-497542,EU,SC-006,PRD-15229,1,209.46,219.58,5,208.6,0,,"2024-07-27",,ORD-3496835,CUST-497542,PRD-15229,SC-006,,2024-07-22 00:00:00.000,2024-07-27 00:00:00.000,,0,0,1,0,219.58,0,208.6,0,5,0,209.46,0
ORD-2377415,"2024-05-27",CUST-725185,,SC-003,PRD-66155,1,264.69,258.45,0,258.45,0,,"2024-05-29",,ORD-2377415,CUST-725185,PRD-66155,SC-003,,2024-05-27 00:00:00.000,2024-05-29 00:00:00.000,,0,0,1,0,258.45,0,258.45,0,0,0,264.69,0
ORD-3010660,"2025-10-19",CUST-945664,APAC,SC-002,PRD-23104,1,709.58,733.18,0,733.18,0,,,,ORD-3010660,CUST-945664,PRD-23104,SC-002,,2025-10-19 00:00:00.000,,,0,0,1,0,733.18,0,733.18,0,0,0,709.58,0
