"customer_id","customer_segment","region","loyalty_tier","age","signup_date","customer_id_clean","signup_dt","is_signup_date_bad"
CUST-402020,Consumer,,Platinum,,"2024-09-05",CUST-402020,2024-09-05 00:00:00.000,0
CUST-559398,Enterprise,,,34.0,"2025-06-18",CUST-559398,2025-06-18 00:00:00.000,0
CUST-832168,Consumer,,Platinum,,"2025-10-20",CUST-832168,2025-10-20 00:00:00.000,0
CUST-608257,Consumer,,Silver,33.0,"2025-01-06",CUST-608257,2025-01-06 00:00:00.000,0
CUST-227324,Enterprise,EU,,22.0,"2024-06-16",CUST-227324,2024-06-16 00:00:00.000,0
CUST-130271,Consumer,EU,,20.0,"2025-06-30",CUST-130271,2025-06-30 00:00:00.000,0
CUST-760626,Consumer,LATAM,Platinum,39.0,"2024-02-15",CUST-760626,2024-02-15 00:00:00.000,0
CUST-738448,Enterprise,LATAM,Gold,23.0,"2024-09-15",CUST-738448,2024-09-15 00:00:00.000,0
CUST-938141,Consumer,,Gold,36.0,"2025-07-10",CUST-938141,2025-07-10 00:00:00.000,0
CUST-350921,Consumer,APAC,Silver,46.0,"2025-07-23",CUST-350921,2025-07-23 00:00:00.000,0
CUST-844261,Automotive,,Silver,26.0,"2024-06-23",CUST-844261,2024-06-23 00:00:00.000,0
CUST-266071,Consumer,APAC,Platinum,56.0,"2024-02-10",CUST-266071,2024-02-10 00:00:00.000,0
CUST-425845,Consumer,,Platinum,23.0,"2025-08-25",CUST-425845,2025-08-25 00:00:00.000,0
CUST-677596,Consumer,LATAM,Platinum,,"2025-01-13",CUST-677596,2025-01-13 00:00:00.000,0
CUST-114338,Automotive,LATAM,,44.0,"2024-08-20",CUST-114338,2024-08-20 00:00:00.000,0
CUST-679077,Consumer,APAC,Gold,38.0,"2025-05-27",CUST-679077,2025-05-27 00:00:00.000,0
CUST-527809,Consumer,,Platinum,47.0,"2024-05-03",CUST-527809,2024-05-03 00:00:00.000,0
CUST-197736,Consumer,APAC,Platinum,21.0,"2025-03-01",CUST-197736,2025-03-01 00:00:00.000,0
CUST-335615,Consumer,LATAM,Platinum,59.0,"2024-11-24",CUST-335615,2024-11-24 00:00:00.000,0
CUST-982277,Consumer,,,32.0,"2024-09-27",CUST-982277,2024-09-27 00:00:00.000,0
CUST-218972,Consumer,,Silver,41.0,"2024-10-30",CUST-218972,2024-10-30 00:00:00.000,0
CUST-583863,Consumer,APAC,Silver,49.0,"2025-07-18",CUST-583863,2025-07-18 00:00:00.000,0
CUST-223172,Consumer,EU,Platinum,27.0,"2025-06-24",CUST-223172,2025-06-24 00:00:00.000,0
CUST-779172,Consumer,APAC,Platinum,43.0,"2025-06-28",CUST-779172,2025-06-28 00:00:00.000,0
CUST-972565,Consumer,LATAM,Silver,25.0,"2024-11-01",CUST-972565,2024-11-01 00:00:00.000,0
CUST-261450,Consumer,LATAM,Gold,49.0,"2024-09-08",CUST-261450,2024-09-08 00:00:00.000,0
CUST-622584,Consumer,LATAM,,25.0,"2025-03-26",CUST-622584,2025-03-26 00:00:00.000,0
CUST-851413,Enterprise,LATAM,Platinum,34.0,"2024-02-12",CUST-851413,2024-02-12 00:00:00.000,0
CUST-406039,Consumer,LATAM,Platinum,37.0,"2025-07-05",CUST-406039,2025-07-05 00:00:00.000,0
CUST-633590,Consumer,EU,Gold,42.0,"2025-05-23",CUST-633590,2025-05-23 00:00:00.000,0
CUST-839677,Consumer,,Silver,55.0,"2024-04-16",CUST-839677,2024-04-16 00:00:00.000,0
CUST-386706,Enterprise,APAC,,29.0,"2025-01-09",CUST-386706,2025-01-09 00:00:00.000,0
CUST-535673,Consumer,APAC,,46.0,"2024-04-22",CUST-535673,2024-04-22 00:00:00.000,0
CUST-975271,Consumer,LATAM,Silver,55.0,"2025-09-16",CUST-975271,2025-09-16 00:00:00.000,0
CUST-605937,Consumer,APAC,Gold,35.0,"2025-07-25",CUST-605937,2025-07-25 00:00:00.000,0
CUST-595158,Enterprise,LATAM,Platinum,,"2024-10-08",CUST-595158,2024-10-08 00:00:00.000,0
CUST-355570,Consumer,EU,Gold,27.0,"2025-03-23",CUST-355570,2025-03-23 00:00:00.000,0
CUST-578975,Consumer,EU,Gold,18.0,"2025-09-02",CUST-578975,2025-09-02 00:00:00.000,0
CUST-678043,Consumer,,,54.0,"2024-04-24",CUST-678043,2024-04-24 00:00:00.000,0
CUST-251668,Consumer,EU,Platinum,31.0,"2024-11-27",CUST-251668,2024-11-27 00:00:00.000,0
CUST-502219,Automotive,EU,,22.0,"2024-05-10",CUST-502219,2024-05-10 00:00:00.000,0
CUST-299869,Enterprise,,,19.0,"2024-03-15",CUST-299869,2024-03-15 00:00:00.000,0
CUST-728492,Consumer,APAC,,22.0,"2025-01-03",CUST-728492,2025-01-03 00:00:00.000,0
CUST-632929,Consumer,LATAM,Silver,44.0,"2024-02-10",CUST-632929,2024-02-10 00:00:00.000,0
CUST-882544,Automotive,LATAM,Gold,45.0,"2025-02-04",CUST-882544,2025-02-04 00:00:00.000,0
CUST-243139,Enterprise,APAC,Platinum,41.0,"2025-04-05",CUST-243139,2025-04-05 00:00:00.000,0
CUST-173201,Consumer,,Silver,,"2024-04-25",CUST-173201,2024-04-25 00:00:00.000,0
CUST-389666,Enterprise,APAC,Gold,35.0,"2024-11-09",CUST-389666,2024-11-09 00:00:00.000,0
CUST-910208,Automotive,EU,Silver,20.0,"2024-04-02",CUST-910208,2024-04-02 00:00:00.000,0
CUST-928381,Enterprise,,,25.0,"2025-01-14",CUST-928381,2025-01-14 00:00:00.000,0
CUST-995916,Consumer,,,21.0,"2025-04-08",CUST-995916,2025-04-08 00:00:00.000,0
CUST-535098,Consumer,,Gold,40.0,"2025-05-22",CUST-535098,2025-05-22 00:00:00.000,0
CUST-456385,Enterprise,LATAM,Silver,22.0,"2025-08-25",CUST-456385,2025-08-25 00:00:00.000,0
CUST-925981,Consumer,APAC,Platinum,26.0,"2025-09-09",CUST-925981,2025-09-09 00:00:00.000,0
CUST-632401,Enterprise,,Silver,,"2024-03-10",CUST-632401,2024-03-10 00:00:00.000,0
CUST-380150,Consumer,,,31.0,"2025-11-02",CUST-380150,2025-11-02 00:00:00.000,0
CUST-960408,Consumer,,Platinum,,"2024-10-23",CUST-960408,2024-10-23 00:00:00.000,0
CUST-102689,Consumer,APAC,,18.0,"2025-05-22",CUST-102689,2025-05-22 00:00:00.000,0
CUST-396578,Consumer,LATAM,Gold,34.0,"2024-01-10",CUST-396578,2024-01-10 00:00:00.000,0
CUST-861319,Automotive,EU,Platinum,32.0,"2024-03-05",CUST-861319,2024-03-05 00:00:00.000,0
CUST-413058,Enterprise,LATAM,Gold,47.0,"2025-05-13",CUST-413058,2025-05-13 00:00:00.000,0
CUST-978157,Enterprise,,,24.0,"2025-01-30",CUST-978157,2025-01-30 00:00:00.000,0
CUST-715448,Consumer,LATAM,Gold,19.0,"2025-03-31",CUST-715448,2025-03-31 00:00:00.000,0
CUST-708093,Consumer,LATAM,Silver,29.0,"2025-03-20",CUST-708093,2025-03-20 00:00:00.000,0
CUST-791998,Consumer,EU,Silver,,"2025-06-22",CUST-791998,2025-06-22 00:00:00.000,0
CUST-613425,Consumer,APAC,Gold,21.0,"2025-09-08",CUST-613425,2025-09-08 00:00:00.000,0
CUST-255813,Consumer,APAC,Silver,34.0,"2024-10-25",CUST-255813,2024-10-25 00:00:00.000,0
CUST-568238,Consumer,LATAM,Platinum,18.0,"2025-05-15",CUST-568238,2025-05-15 00:00:00.000,0
CUST-664742,Consumer,LATAM,Gold,27.0,"2024-08-19",CUST-664742,2024-08-19 00:00:00.000,0
CUST-607868,Consumer,APAC,Gold,23.0,"2024-03-18",CUST-607868,2024-03-18 00:00:00.000,0
CUST-461888,Automotive,APAC,,40.0,"2025-07-08",CUST-461888,2025-07-08 00:00:00.000,0
CUST-448588,Enterprise,EU,Silver,25.0,"2025-09-09",CUST-448588,2025-09-09 00:00:00.000,0
CUST-678727,Consumer,,Gold,18.0,"2024-11-10",CUST-678727,2024-11-10 00:00:00.000,0
CUST-899929,Consumer,LATAM,Platinum,31.0,"2024-01-16",CUST-899929,2024-01-16 00:00:00.000,0
CUST-669827,Enterprise,APAC,Silver,37.0,"2025-09-26",CUST-669827,2025-09-26 00:00:00.000,0
CUST-495533,Consumer,LATAM,Platinum,31.0,"2025-09-22",CUST-495533,2025-09-22 00:00:00.000,0
CUST-577463,Enterprise,LATAM,,27.0,"2024-02-19",CUST-577463,2024-02-19 00:00:00.000,0
CUST-437408,Enterprise,APAC,Silver,26.0,"2025-03-30",CUST-437408,2025-03-30 00:00:00.000,0
CUST-297816,Consumer,EU,Gold,,"2025-09-28",CUST-297816,2025-09-28 00:00:00.000,0
CUST-831380,Consumer,LATAM,Silver,35.0,"2024-04-06",CUST-831380,2024-04-06 00:00:00.000,0
CUST-350405,Consumer,EU,,24.0,"2024-06-10",CUST-350405,2024-06-10 00:00:00.000,0
CUST-699573,Consumer,APAC,Silver,30.0,"2025-11-28",CUST-699573,2025-11-28 00:00:00.000,0
CUST-501574,Consumer,,Platinum,42.0,"2025-10-31",CUST-501574,2025-10-31 00:00:00.000,0
CUST-344907,Enterprise,,Gold,19.0,"05/19/2024",CUST-344907,2024-05-19 00:00:00.000,0
CUST-997594,Consumer,LATAM,Silver,33.0,"2024-12-13",CUST-997594,2024-12-13 00:00:00.000,0
CUST-913217,Consumer,APAC,Platinum,18.0,"04/05/2024",CUST-913217,2024-04-05 00:00:00.000,0
CUST-530728,Automotive,EU,Silver,36.0,"2025-03-22",CUST-530728,2025-03-22 00:00:00.000,0
CUST-145767,Enterprise,LATAM,Silver,23.0,"2024-05-05",CUST-145767,2024-05-05 00:00:00.000,0
CUST-433632,Consumer,APAC,Silver,45.0,"2024-07-18",CUST-433632,2024-07-18 00:00:00.000,0
CUST-880879,Consumer,APAC,,18.0,"2024-01-28",CUST-880879,2024-01-28 00:00:00.000,0
CUST-595951,Consumer,EU,Silver,38.0,"2024-04-06",CUST-595951,2024-04-06 00:00:00.000,0
CUST-839485,Consumer,LATAM,Silver,47.0,"2024-10-09",CUST-839485,2024-10-09 00:00:00.000,0
CUST-950823,Consumer,APAC,Gold,22.0,"2024-05-13",CUST-950823,2024-05-13 00:00:00.000,0
CUST-499749,Consumer,APAC,Gold,24.0,"05/26/2025",CUST-499749,2025-05-26 00:00:00.000,0
CUST-504832,Automotive,APAC,Platinum,23.0,"08/21/2024",CUST-504832,2024-08-21 00:00:00.000,0
CUST-795928,Consumer,EU,Gold,28.0,"2025-02-07",CUST-795928,2025-02-07 00:00:00.000,0
CUST-930884,Enterprise,LATAM,Platinum,,"2024-08-15",CUST-930884,2024-08-15 00:00:00.000,0
CUST-960616,Automotive,LATAM,Platinum,39.0,"2024-12-11",CUST-960616,2024-12-11 00:00:00.000,0
CUST-783691,Consumer,LATAM,Gold,27.0,"2025-01-15",CUST-783691,2025-01-15 00:00:00.000,0
CUST-259493,Enterprise,LATAM,Gold,,"2025-02-09",CUST-259493,2025-02-09 00:00:00.000,0
CUST-619389,Consumer,,Silver,21.0,"2024-09-30",CUST-619389,2024-09-30 00:00:00.000,0
CUST-138817,Enterprise,,Platinum,18.0,"2025-01-31",CUST-138817,2025-01-31 00:00:00.000,0
CUST-232378,Consumer,LATAM,Silver,51.0,"2024-03-17",CUST-232378,2024-03-17 00:00:00.000,0
CUST-626690,Consumer,EU,,52.0,"2024-02-04",CUST-626690,2024-02-04 00:00:00.000,0
CUST-718849,Consumer,,Silver,40.0,"2024-05-26",CUST-718849,2024-05-26 00:00:00.000,0
CUST-448121,Enterprise,APAC,Gold,25.0,"2025-10-26",CUST-448121,2025-10-26 00:00:00.000,0
CUST-205239,Enterprise,,Platinum,42.0,"2024-04-14",CUST-205239,2024-04-14 00:00:00.000,0
CUST-986088,Consumer,APAC,Gold,44.0,"2024-06-16",CUST-986088,2024-06-16 00:00:00.000,0
CUST-561694,Enterprise,LATAM,,31.0,"2024-08-03",CUST-561694,2024-08-03 00:00:00.000,0
CUST-204555,Consumer,,Platinum,34.0,"2025-04-28",CUST-204555,2025-04-28 00:00:00.000,0
CUST-651499,Consumer,EU,Silver,47.0,"2025-03-03",CUST-651499,2025-03-03 00:00:00.000,0
CUST-579123,Consumer,,Silver,18.0,"2024-10-23",CUST-579123,2024-10-23 00:00:00.000,0
CUST-116093,Consumer,,Silver,44.0,"2024-05-06",CUST-116093,2024-05-06 00:00:00.000,0
CUST-857537,Consumer,,Silver,30.0,"2024-03-05",CUST-857537,2024-03-05 00:00:00.000,0
CUST-251157,Automotive,LATAM,Silver,21.0,"2025-06-09",CUST-251157,2025-06-09 00:00:00.000,0
CUST-529893,Consumer,EU,,22.0,"2025-06-23",CUST-529893,2025-06-23 00:00:00.000,0
CUST-786587,Consumer,,Platinum,24.0,"2024-06-07",CUST-786587,2024-06-07 00:00:00.000,0
CUST-261859,Consumer,EU,Gold,20.0,"2025-07-23",CUST-261859,2025-07-23 00:00:00.000,0
CUST-178463,Enterprise,LATAM,Platinum,53.0,"2025-05-06",CUST-178463,2025-05-06 00:00:00.000,0
CUST-592296,Automotive,APAC,,,"2024-05-29",CUST-592296,2024-05-29 00:00:00.000,0
CUST-919488,Consumer,,,39.0,"2025-03-13",CUST-919488,2025-03-13 00:00:00.000,0
CUST-377896,Enterprise,EU,,45.0,"2025-09-29",CUST-377896,2025-09-29 00:00:00.000,0
CUST-455007,Consumer,EU,Silver,40.0,"2024-05-07",CUST-455007,2024-05-07 00:00:00.000,0
CUST-753534,Enterprise,LATAM,Silver,34.0,"2024-04-29",CUST-753534,2024-04-29 00:00:00.000,0
CUST-826353,Consumer,,Silver,34.0,"2025-09-03",CUST-826353,2025-09-03 00:00:00.000,0
CUST-516791,Enterprise,APAC,Gold,29.0,"2024-01-21",CUST-516791,2024-01-21 00:00:00.000,0
CUST-781403,Consumer,EU,Gold,30.0,"2024-07-11",CUST-781403,2024-07-11 00:00:00.000,0
CUST-184216,Consumer,,Platinum,18.0,"2024-04-06",CUST-184216,2024-04-06 00:00:00.000,0
CUST-993140,Enterprise,APAC,Gold,45.0,"2025-06-15",CUST-993140,2025-06-15 00:00:00.000,0
CUST-444525,Consumer,EU,Silver,18.0,"2024-02-21",CUST-444525,2024-02-21 00:00:00.000,0
CUST-993744,Consumer,EU,Silver,22.0,"2024-03-10",CUST-993744,2024-03-10 00:00:00.000,0
CUST-807115,Consumer,APAC,Platinum,56.0,"2024-09-16",CUST-807115,2024-09-16 00:00:00.000,0
CUST-659543,Consumer,APAC,,35.0,"2024-04-23",CUST-659543,2024-04-23 00:00:00.000,0
CUST-498468,Consumer,LATAM,,35.0,"2024-06-24",CUST-498468,2024-06-24 00:00:00.000,0
CUST-432043,Consumer,,Gold,41.0,"2024-03-17",CUST-432043,2024-03-17 00:00:00.000,0
CUST-757246,Consumer,,Platinum,18.0,"2024-06-21",CUST-757246,2024-06-21 00:00:00.000,0
CUST-853629,Consumer,LATAM,Silver,,"2024-03-22",CUST-853629,2024-03-22 00:00:00.000,0
CUST-896290,Enterprise,EU,Gold,18.0,"2024-04-05",CUST-896290,2024-04-05 00:00:00.000,0
CUST-611650,Consumer,APAC,Silver,29.0,"2025-07-19",CUST-611650,2025-07-19 00:00:00.000,0
CUST-667296,Consumer,APAC,,24.0,"2025-04-02",CUST-667296,2025-04-02 00:00:00.000,0
CUST-137642,Consumer,APAC,Gold,,"2025-01-15",CUST-137642,2025-01-15 00:00:00.000,0
CUST-747453,Consumer,EU,Platinum,33.0,"2024-09-27",CUST-747453,2024-09-27 00:00:00.000,0
CUST-171744,Enterprise,APAC,Silver,39.0,"2025-11-03",CUST-171744,2025-11-03 00:00:00.000,0
CUST-346174,Consumer,APAC,Gold,49.0,"2024-07-29",CUST-346174,2024-07-29 00:00:00.000,0
CUST-761820,Consumer,LATAM,,42.0,"11/27/2025",CUST-761820,2025-11-27 00:00:00.000,0
CUST-817644,Enterprise,EU,Gold,23.0,"2024-09-03",CUST-817644,2024-09-03 00:00:00.000,0
CUST-401338,Enterprise,,Silver,29.0,"2024-10-29",CUST-401338,2024-10-29 00:00:00.000,0
CUST-338536,Consumer,LATAM,Gold,,"2025-09-18",CUST-338536,2025-09-18 00:00:00.000,0
CUST-883041,Enterprise,LATAM,Silver,26.0,"2025-09-04",CUST-883041,2025-09-04 00:00:00.000,0
CUST-194769,Automotive,,,22.0,"2025-04-06",CUST-194769,2025-04-06 00:00:00.000,0
CUST-555052,Consumer,LATAM,Gold,20.0,"2024-11-08",CUST-555052,2024-11-08 00:00:00.000,0
CUST-203225,Enterprise,EU,Platinum,52.0,"2024-04-09",CUST-203225,2024-04-09 00:00:00.000,0
CUST-897305,Consumer,APAC,Gold,34.0,"2025-06-17",CUST-897305,2025-06-17 00:00:00.000,0
CUST-764532,Consumer,EU,,31.0,"2024-04-30",CUST-764532,2024-04-30 00:00:00.000,0
CUST-838083,Consumer,,Silver,,"2024-04-20",CUST-838083,2024-04-20 00:00:00.000,0
CUST-205389,Consumer,,,39.0,"2025-07-25",CUST-205389,2025-07-25 00:00:00.000,0
CUST-565230,Enterprise,LATAM,Silver,,"2025-12-14",CUST-565230,2025-12-14 00:00:00.000,0
CUST-274446,Automotive,EU,,39.0,"2024-10-14",CUST-274446,2024-10-14 00:00:00.000,0
CUST-827712,Consumer,EU,Gold,46.0,"2024-07-12",CUST-827712,2024-07-12 00:00:00.000,0
CUST-414012,Consumer,,Platinum,25.0,"2024-11-20",CUST-414012,2024-11-20 00:00:00.000,0
CUST-130353,Consumer,EU,,38.0,"2024-05-22",CUST-130353,2024-05-22 00:00:00.000,0
CUST-148225,Consumer,,Silver,23.0,"2024-10-01",CUST-148225,2024-10-01 00:00:00.000,0
CUST-440131,Consumer,EU,,31.0,"2025-01-25",CUST-440131,2025-01-25 00:00:00.000,0
CUST-934816,Consumer,EU,,34.0,"2024-11-28",CUST-934816,2024-11-28 00:00:00.000,0
CUST-158845,Enterprise,EU,Gold,35.0,"2025-07-12",CUST-158845,2025-07-12 00:00:00.000,0
CUST-407618,Consumer,,Silver,35.0,"2025-09-24",CUST-407618,2025-09-24 00:00:00.000,0
CUST-475876,Enterprise,LATAM,Gold,42.0,"2025-05-08",CUST-475876,2025-05-08 00:00:00.000,0
CUST-493049,Consumer,EU,,27.0,"2024-08-25",CUST-493049,2024-08-25 00:00:00.000,0
CUST-551607,Consumer,,Silver,35.0,"2024-08-30",CUST-551607,2024-08-30 00:00:00.000,0
CUST-252640,Consumer,,,25.0,"2025-05-07",CUST-252640,2025-05-07 00:00:00.000,0
CUST-356059,Consumer,EU,Platinum,66.0,"2025-07-20",CUST-356059,2025-07-20 00:00:00.000,0
CUST-656968,Automotive,EU,Silver,23.0,"2024-03-13",CUST-656968,2024-03-13 00:00:00.000,0
CUST-532067,Consumer,LATAM,Gold,26.0,"2024-02-14",CUST-532067,2024-02-14 00:00:00.000,0
CUST-693418,Enterprise,,,43.0,"2024-08-10",CUST-693418,2024-08-10 00:00:00.000,0
CUST-814919,Consumer,,Silver,29.0,"2025-01-17",CUST-814919,2025-01-17 00:00:00.000,0
CUST-931016,Enterprise,APAC,Gold,43.0,"2024-01-09",CUST-931016,2024-01-09 00:00:00.000,0
CUST-288803,Consumer,,Silver,35.0,"2024-11-25",CUST-288803,2024-11-25 00:00:00.000,0
CUST-278240,Enterprise,LATAM,Platinum,29.0,"2025-12-25",CUST-278240,2025-12-25 00:00:00.000,0
CUST-283573,Enterprise,APAC,Gold,25.0,"2025-01-07",CUST-283573,2025-01-07 00:00:00.000,0
CUST-182804,Consumer,APAC,Platinum,25.0,"2025-06-16",CUST-182804,2025-06-16 00:00:00.000,0
CUST-739098,Consumer,APAC,Silver,29.0,"2025-11-20",CUST-739098,2025-11-20 00:00:00.000,0
CUST-501126,Enterprise,EU,Silver,32.0,"2024-04-06",CUST-501126,2024-04-06 00:00:00.000,0
CUST-749813,Automotive,EU,Platinum,24.0,"2025-04-23",CUST-749813,2025-04-23 00:00:00.000,0
CUST-816318,Consumer,,Platinum,32.0,"2025-10-07",CUST-816318,2025-10-07 00:00:00.000,0
CUST-352528,Enterprise,APAC,Platinum,21.0,"2025-07-08",CUST-352528,2025-07-08 00:00:00.000,0
CUST-621841,Enterprise,LATAM,Gold,42.0,"2025-02-19",CUST-621841,2025-02-19 00:00:00.000,0
CUST-711484,Enterprise,EU,Gold,44.0,"2024-07-08",CUST-711484,2024-07-08 00:00:00.000,0
CUST-250069,Automotive,LATAM,Gold,26.0,"2025-05-28",CUST-250069,2025-05-28 00:00:00.000,0
CUST-343467,Enterprise,LATAM,Platinum,25.0,"2025-10-01",CUST-343467,2025-10-01 00:00:00.000,0
CUST-583550,Consumer,EU,Gold,35.0,"2025-02-14",CUST-583550,2025-02-14 00:00:00.000,0
CUST-768891,Consumer,EU,Silver,47.0,"2024-02-02",CUST-768891,2024-02-02 00:00:00.000,0
CUST-366314,Consumer,EU,Silver,50.0,"2024-05-10",CUST-366314,2024-05-10 00:00:00.000,0
CUST-581894,Enterprise,EU,,18.0,"2025-11-16",CUST-581894,2025-11-16 00:00:00.000,0
CUST-367729,Enterprise,APAC,Gold,45.0,"2025-12-03",CUST-367729,2025-12-03 00:00:00.000,0
CUST-799233,Consumer,APAC,,33.0,"2024-02-28",CUST-799233,2024-02-28 00:00:00.000,0
CUST-109853,Enterprise,APAC,Platinum,33.0,"2024-04-13",CUST-109853,2024-04-13 00:00:00.000,0
CUST-943718,Consumer,APAC,Platinum,39.0,"2024-02-09",CUST-943718,2024-02-09 00:00:00.000,0
CUST-587853,Consumer,,Silver,28.0,"2024-10-21",CUST-587853,2024-10-21 00:00:00.000,0
CUST-401603,Consumer,APAC,,46.0,"2024-03-28",CUST-401603,2024-03-28 00:00:00.000,0
CUST-810526,Consumer,EU,Gold,49.0,"2025-06-11",CUST-810526,2025-06-11 00:00:00.000,0
CUST-673149,Consumer,LATAM,Platinum,50.0,"2025-02-22",CUST-673149,2025-02-22 00:00:00.000,0
CUST-265649,Consumer,APAC,,18.0,"2025-10-28",CUST-265649,2025-10-28 00:00:00.000,0
CUST-177449,Consumer,,Silver,31.0,"2024-08-20",CUST-177449,2024-08-20 00:00:00.000,0
CUST-563187,Consumer,EU,Gold,,"2024-07-24",CUST-563187,2024-07-24 00:00:00.000,0
CUST-462351,Consumer,LATAM,Silver,18.0,"2025-07-27",CUST-462351,2025-07-27 00:00:00.000,0
CUST-716113,Consumer,LATAM,,25.0,"2024-11-01",CUST-716113,2024-11-01 00:00:00.000,0
CUST-413685,Consumer,APAC,Platinum,18.0,"2024-08-24",CUST-413685,2024-08-24 00:00:00.000,0
CUST-769975,Enterprise,LATAM,Platinum,38.0,"2025-05-14",CUST-769975,2025-05-14 00:00:00.000,0
CUST-544920,Consumer,APAC,,36.0,"11/24/2025",CUST-544920,2025-11-24 00:00:00.000,0
CUST-823846,Enterprise,APAC,Platinum,29.0,"2024-12-25",CUST-823846,2024-12-25 00:00:00.000,0
CUST-362246,Automotive,EU,Platinum,25.0,"2025-10-20",CUST-362246,2025-10-20 00:00:00.000,0
CUST-579027,Consumer,EU,Gold,37.0,"10/03/2024",CUST-579027,2024-10-03 00:00:00.000,0
CUST-986365,Consumer,,Silver,22.0,"2024-12-23",CUST-986365,2024-12-23 00:00:00.000,0
CUST-416797,Consumer,EU,Silver,22.0,"2024-10-01",CUST-416797,2024-10-01 00:00:00.000,0
CUST-308894,Consumer,EU,,20.0,"2024-09-28",CUST-308894,2024-09-28 00:00:00.000,0
CUST-503380,Consumer,APAC,Silver,31.0,"2024-05-24",CUST-503380,2024-05-24 00:00:00.000,0
CUST-994787,Consumer,EU,Silver,27.0,"2024-01-07",CUST-994787,2024-01-07 00:00:00.000,0
CUST-606680,Consumer,APAC,Platinum,29.0,"2025-01-17",CUST-606680,2025-01-17 00:00:00.000,0
CUST-211834,Consumer,APAC,Silver,39.0,"2025-02-14",CUST-211834,2025-02-14 00:00:00.000,0
CUST-348728,Consumer,EU,Silver,44.0,"2024-04-29",CUST-348728,2024-04-29 00:00:00.000,0
CUST-499889,Consumer,,Gold,49.0,"2025-12-10",CUST-499889,2025-12-10 00:00:00.000,0
CUST-699704,Consumer,,,34.0,"2024-04-30",CUST-699704,2024-04-30 00:00:00.000,0
CUST-476395,Consumer,LATAM,,37.0,"2024-07-13",CUST-476395,2024-07-13 00:00:00.000,0
CUST-702733,Consumer,LATAM,Silver,36.0,"2024-11-03",CUST-702733,2024-11-03 00:00:00.000,0
CUST-410244,Automotive,EU,Platinum,18.0,"2024-10-10",CUST-410244,2024-10-10 00:00:00.000,0
CUST-833247,Consumer,,Silver,,"2024-05-21",CUST-833247,2024-05-21 00:00:00.000,0
CUST-409571,Consumer,APAC,Platinum,29.0,"2024-07-28",CUST-409571,2024-07-28 00:00:00.000,0
CUST-123005,Consumer,LATAM,Silver,29.0,"2024-12-06",CUST-123005,2024-12-06 00:00:00.000,0
CUST-970357,Consumer,APAC,Gold,,"2024-12-07",CUST-970357,2024-12-07 00:00:00.000,0
CUST-790203,Automotive,LATAM,,28.0,"2024-10-01",CUST-790203,2024-10-01 00:00:00.000,0
CUST-515032,Enterprise,EU,,33.0,"2024-01-05",CUST-515032,2024-01-05 00:00:00.000,0
CUST-387813,Consumer,,Platinum,31.0,"2025-11-07",CUST-387813,2025-11-07 00:00:00.000,0
CUST-108491,Enterprise,LATAM,Platinum,23.0,"2024-03-26",CUST-108491,2024-03-26 00:00:00.000,0
CUST-693419,Automotive,,Platinum,32.0,"2024-02-01",CUST-693419,2024-02-01 00:00:00.000,0
CUST-819112,Enterprise,APAC,Platinum,26.0,"2024-11-23",CUST-819112,2024-11-23 00:00:00.000,0
CUST-916118,Enterprise,EU,Platinum,18.0,"11/30/2025",CUST-916118,2025-11-30 00:00:00.000,0
CUST-880841,Enterprise,,Silver,18.0,"2025-06-01",CUST-880841,2025-06-01 00:00:00.000,0
CUST-151426,Consumer,EU,Silver,34.0,"2025-01-07",CUST-151426,2025-01-07 00:00:00.000,0
CUST-735863,Consumer,,Platinum,46.0,"2024-07-25",CUST-735863,2024-07-25 00:00:00.000,0
CUST-881369,Consumer,APAC,Silver,,"2025-01-14",CUST-881369,2025-01-14 00:00:00.000,0
CUST-620856,Consumer,APAC,,18.0,"2025-09-13",CUST-620856,2025-09-13 00:00:00.000,0
CUST-973294,Consumer,EU,,24.0,"2024-04-08",CUST-973294,2024-04-08 00:00:00.000,0
CUST-400096,Consumer,APAC,Platinum,38.0,"2025-08-16",CUST-400096,2025-08-16 00:00:00.000,0
CUST-913423,Consumer,LATAM,Platinum,43.0,"2024-11-06",CUST-913423,2024-11-06 00:00:00.000,0
CUST-937665,Enterprise,,,29.0,"2025-12-18",CUST-937665,2025-12-18 00:00:00.000,0
CUST-341296,Automotive,APAC,Platinum,26.0,"2025-10-03",CUST-341296,2025-10-03 00:00:00.000,0
CUST-736553,Consumer,LATAM,Platinum,47.0,"2024-03-26",CUST-736553,2024-03-26 00:00:00.000,0
CUST-940886,Consumer,EU,,42.0,"09/07/2025",CUST-940886,2025-09-07 00:00:00.000,0
CUST-469435,Enterprise,LATAM,Gold,,"2024-04-30",CUST-469435,2024-04-30 00:00:00.000,0
CUST-329642,Consumer,EU,Silver,43.0,"2024-01-11",CUST-329642,2024-01-11 00:00:00.000,0
CUST-767542,Enterprise,EU,Gold,28.0,"07/02/2024",CUST-767542,2024-07-02 00:00:00.000,0
CUST-299367,Consumer,,,46.0,"2025-10-06",CUST-299367,2025-10-06 00:00:00.000,0
CUST-751051,Consumer,,Silver,18.0,"2025-04-08",CUST-751051,2025-04-08 00:00:00.000,0
CUST-362801,Automotive,LATAM,Platinum,46.0,"2024-12-03",CUST-362801,2024-12-03 00:00:00.000,0
