update_id,device_id,update_ts,from_version,to_version,update_status,error_code
FWU-586222413,DEV-9079910487,2024-07-16 07:23:02,1.0.8,2.0.1,success,
FWU-220202964,DEV-3077846390,2025-02-16 01:46:56,1.1.2,1.1.0,success,
FWU-206902298,DEV-4182329951,2024-11-04 08:50:01,1.0.3,2.0.1,success,
FWU-886147039,DEV-7024179571,2024-06-01 11:23:37,1.0.8,1.0.8,partial,E_BT
FWU-859186318,DEV-8663698501,2025-08-16 22:11:05,2.0.0,1.1.2,success,
FWU-334660370,DEV-3876980291,2025-04-23 12:04:26,1.0.8,1.1.2,success,
FWU-140350989,DEV-5788600190,08/16/2025 09:02,2.0.0,2.0.0,failed,E_TIMEOUT
FWU-417079137,DEV-4882146465,2025-12-15 00:53:39,1.0.3,2.0.0,success,
FWU-249750431,DEV-3528968791,2025-06-02 02:56:38,1.1.2,2.0.1,success,
FWU-112633830,DEV-7248632790,2024-11-12 09:06:46,1.1.2,1.0.3,success,
FWU-461990646,DEV-6973326660,2025-08-31 17:00:30,,1.0.8,success,
FWU-791569871,DEV-3947424343,2025-02-08 05:40:20,1.1.2,2.0.1,success,
FWU-355129464,DEV-6158003804,2024-12-01 01:34:30,1.0.3,1.0.8,success,
FWU-391346647,DEV-8686932546,2024-08-22 11:04:19,1.0.3,1.0.3,success,
FWU-895159126,DEV-1765093007,2025-10-07 11:45:09,2.0.0,2.0.0,success,
FWU-570572207,DEV-5199523948,2024-09-22 17:55:12,1.1.0,1.1.0,success,
FWU-890457849,DEV-6833970391,2024-03-09 08:22:52,1.1.0,1.0.3,success,
FWU-235484109,DEV-3905102094,2024-11-02 15:24:53,1.1.0,1.0.3,success,
FWU-122101850,DEV-8187871342,2024-05-20 16:03:46,2.0.0,1.1.0,success,
FWU-798720839,DEV-8272302214,2025-06-02 03:34:09,,2.0.0,failed,
FWU-563705857,DEV-9702003500,03/21/2025 21:38,1.1.2,1.0.3,success,
FWU-170482321,DEV-2484966749,2025-09-21 21:21:02,,1.1.2,success,
FWU-389861262,DEV-9833381471,2024-11-21 21:55:39,1.1.2,1.0.3,success,
FWU-238927723,DEV-9383402892,2024-12-27 21:58:24,1.0.8,1.0.3,success,
FWU-527769989,DEV-9778339331,2025-11-29 09:32:54,1.1.2,2.0.0,success,
FWU-206750190,DEV-2144197944,2024-11-17 11:39:19,1.1.2,1.0.3,success,
FWU-675663743,DEV-2527558773,2024-12-11 09:23:27,1.0.3,2.0.0,success,
FWU-512839696,DEV-8906828807,2025-05-26 07:45:14,,1.0.3,failed,E_PWR
FWU-322545097,DEV-4994318502,2025-11-25 01:29:16,1.0.3,1.0.8,success,
FWU-132877310,DEV-3909976170,2025-05-26 21:34:50,1.1.2,2.0.1,failed,E_PWR
FWU-274466933,DEV-8213611206,2025-11-01 14:27:26,,1.1.0,success,
FWU-620622689,DEV-5736461473,2024-02-10 19:03:02,2.0.0,2.0.0,success,
FWU-641207446,DEV-6126748956,2024-11-29 01:01:02,1.0.3,1.1.2,success,
FWU-860456417,DEV-6392957966,2024-12-02 11:46:02,1.1.0,1.1.2,success,
FWU-533436136,DEV-5680287774,2024-01-25 15:51:58,2.0.0,1.1.0,success,
FWU-422157056,DEV-1738401589,2024-01-12 06:18:06,2.0.0,1.1.0,success,
FWU-809689126,DEV-5524550281,2025-05-02 02:35:36,1.1.0,2.0.1,success,
FWU-519916927,DEV-4676260776,2024-08-11 13:50:13,,2.0.0,success,
FWU-406833876,DEV-9068513617,2024-11-16 23:36:32,1.0.3,1.1.0,success,
FWU-800176769,DEV-1808338700,2024-08-12 03:51:32,1.0.3,1.1.2,success,
FWU-860273491,DEV-1301735736,2024-08-27 05:48:29,1.1.2,1.0.8,success,
FWU-419755935,DEV-2849642923,2025-12-26 05:15:44,1.1.0,2.0.0,success,
FWU-867392942,DEV-9846070530,2025-01-22 13:25:42,1.1.0,1.0.8,success,
FWU-561870283,DEV-4848269096,2025-10-23 21:20:11,,2.0.0,success,
FWU-682786594,DEV-7175536670,2025-03-16 21:43:56,1.1.2,2.0.0,success,
FWU-460762946,DEV-9549250209,2024-05-24 23:31:20,1.0.3,2.0.1,success,
FWU-117675856,DEV-1552227190,2024-02-24 03:58:03,2.0.0,1.1.0,success,
FWU-105322116,DEV-2058268012,2025-12-05 10:36:48,1.0.3,1.0.8,success,
FWU-494124812,DEV-8236400003,2025-07-24 22:13:51,1.0.3,1.1.0,success,
FWU-641370378,DEV-8013171559,2025-01-25 03:07:24,1.0.8,1.0.3,success,
FWU-922502357,DEV-9135282441,2025-03-06 19:25:05,1.1.0,1.1.2,success,
FWU-343515045,DEV-3940104078,2024-01-13 17:45:04,2.0.0,1.0.3,,
FWU-676795023,DEV-9389817457,2024-06-02 08:26:48,1.0.8,1.0.8,success,
FWU-890720976,DEV-5999789604,2025-07-27 23:12:52,2.0.0,1.1.2,success,
FWU-408140555,DEV-8606377304,2025-04-26 23:17:30,2.0.0,2.0.1,success,
FWU-225236922,DEV-5988397002,2025-10-18 08:48:44,1.1.0,1.0.3,partial,E_STORAGE
FWU-651837467,,2024-11-23 12:13:17,1.1.0,2.0.1,success,
FWU-538249380,DEV-5828031098,2024-12-26 17:10:23,,2.0.0,success,
FWU-827664928,DEV-4021124648,07/12/2024 08:33,2.0.0,2.0.0,failed,
FWU-940024612,DEV-6090745294,2024-04-10 23:41:15,,1.1.0,success,
FWU-370458451,DEV-9346076006,2025-07-01 17:40:01,1.0.8,1.0.3,success,
FWU-311189207,DEV-9081461498,2025-05-14 03:07:17,1.1.2,2.0.0,success,
FWU-786327709,DEV-9568154436,2024-09-30 07:57:23,1.0.3,1.1.2,success,
FWU-663205317,DEV-6364480257,08/03/2025 08:58,,2.0.0,success,
FWU-729800548,DEV-3901540763,2025-04-07 20:33:48,1.1.0,1.0.8,success,
FWU-888680614,DEV-5162870367,2024-12-20 06:53:13,,1.1.0,success,
FWU-700193218,DEV-6282195056,2024-11-15 01:24:21,2.0.0,1.1.0,success,
FWU-333573225,DEV-2316643483,2024-01-21 14:52:25,1.1.0,1.1.0,success,
FWU-719144282,DEV-5926995710,2024-05-12 18:06:32,1.1.0,1.0.3,failed,E_BT
FWU-492265777,DEV-6539606100,2025-09-18 07:14:52,1.0.8,1.0.3,success,
FWU-513703485,DEV-5907045124,2024-09-29 09:03:11,,1.1.0,success,
FWU-528309916,DEV-4909493291,2025-09-02 07:11:19,1.0.8,2.0.1,success,
FWU-493798231,DEV-3650013144,2025-06-07 02:42:12,1.0.3,2.0.0,success,
FWU-900678210,DEV-6097860836,2025-02-15 02:30:45,1.1.2,1.1.0,success,
FWU-357719090,DEV-4620473025,2025-10-06 22:56:11,1.1.2,1.0.3,failed,E_TIMEOUT
FWU-486856607,DEV-7605526806,01/02/2025 17:41,1.1.2,2.0.1,,
FWU-714007309,DEV-9855938599,2024-01-23 11:43:34,,1.1.0,success,
FWU-234463710,DEV-6693258105,2024-08-06 12:03:35,1.1.0,1.1.0,success,
FWU-534152679,DEV-6870746828,2025-10-27 01:56:59,1.1.0,2.0.0,success,
FWU-709696930,DEV-1078610642,2024-07-18 10:40:32,2.0.0,1.1.0,success,
FWU-816769243,DEV-1437544708,2025-02-04 21:30:31,,1.0.3,success,
FWU-118566330,DEV-7690897299,2025-03-21 18:05:51,1.0.8,1.1.0,success,
FWU-629306530,DEV-7958243362,2025-07-26 20:37:58,,1.1.2,success,
FWU-310990993,DEV-8849676692,07/21/2024 01:24,1.0.3,1.1.0,failed,
FWU-753604224,,2024-06-21 14:00:26,1.0.3,1.1.2,success,E_TIMEOUT
FWU-913118379,DEV-1480364312,2025-03-11 00:21:23,,2.0.1,failed,E_TIMEOUT
FWU-909234786,DEV-1802260865,2024-03-25 16:07:59,1.0.8,1.0.8,success,
FWU-195578683,DEV-8138020705,2025-10-28 14:13:36,1.1.0,1.0.3,success,E_STORAGE
FWU-127832444,DEV-4550656203,2025-08-16 13:35:45,,2.0.0,,
FWU-436211378,DEV-3239036316,2024-03-25 06:13:02,1.0.3,2.0.0,success,
FWU-405000002,DEV-8862611329,2024-09-12 11:11:55,1.1.2,2.0.1,success,
FWU-544273018,,2024-01-27 17:31:33,,2.0.1,success,
FWU-141932126,DEV-8037135964,2025-06-21 19:34:44,1.1.0,2.0.0,success,
FWU-304145075,DEV-1790778002,2024-07-07 06:04:16,2.0.0,2.0.0,success,
FWU-562147980,DEV-6553755986,2024-02-04 05:03:33,1.1.0,2.0.0,success,
FWU-647584515,DEV-7861020478,2024-08-30 20:09:18,,1.0.8,success,
FWU-273514491,DEV-1561926886,2025-12-02 13:41:34,,1.0.3,failed,
FWU-117887095,DEV-7590907308,10/04/2024 13:48,1.1.0,1.0.8,success,
FWU-889377989,DEV-5218412620,2025-08-04 19:46:58,1.1.2,1.1.0,success,
FWU-162284249,DEV-5598630149,2024-09-28 13:59:30,2.0.0,2.0.0,success,
FWU-300006747,DEV-8328396036,2025-01-08 15:41:36,1.1.2,1.1.2,success,
FWU-557562508,DEV-5100214237,2024-06-10 12:38:34,1.0.8,2.0.1,success,
FWU-291026140,,2024-11-02 21:06:54,2.0.0,1.0.3,success,
FWU-617911541,DEV-5124941746,2025-08-24 08:44:29,1.0.8,1.0.8,success,
FWU-203072999,DEV-9780893261,2025-06-03 00:57:04,1.1.0,1.1.2,partial,E_TIMEOUT
FWU-733901394,DEV-3584362473,2025-03-01 18:43:38,1.0.3,1.1.2,success,
FWU-403245440,DEV-1581748936,2024-01-03 11:33:10,1.0.3,2.0.1,success,
FWU-222169999,DEV-6765482982,2024-12-25 04:03:21,,2.0.1,failed,E_BT
FWU-736117992,DEV-3317873208,2024-07-11 09:52:17,1.0.8,1.1.2,failed,E_STORAGE
FWU-209903556,DEV-7205851746,2025-05-21 18:34:23,1.1.2,2.0.1,partial,
FWU-403887678,DEV-3139157544,2025-01-30 20:28:56,2.0.0,1.0.3,success,
FWU-597534452,DEV-6358649284,2025-10-06 02:25:23,1.1.2,1.0.8,,
FWU-962518721,DEV-4507478693,2025-07-12 09:03:24,2.0.0,2.0.1,success,
FWU-799600460,DEV-4616181668,2024-06-20 21:48:22,,1.1.2,success,
FWU-788945284,DEV-9803911486,2025-01-13 12:42:47,1.1.0,1.1.0,success,
FWU-712812682,DEV-8885111529,2025-12-19 16:32:52,2.0.0,1.1.2,success,
FWU-611325034,DEV-5314431621,2025-06-01 17:00:46,1.1.2,2.0.1,success,E_TIMEOUT
FWU-751175134,DEV-3995979738,2024-10-03 08:17:49,1.1.2,1.1.0,success,
FWU-343736343,DEV-7021831512,2025-01-01 23:06:56,2.0.0,1.1.2,success,
FWU-867040001,DEV-4983352173,2025-11-21 05:19:29,1.0.8,1.1.2,success,
FWU-555059053,DEV-5139311884,2025-07-13 23:56:05,,2.0.1,success,
FWU-539048969,DEV-5795372420,2024-11-01 12:51:14,,1.0.3,success,
FWU-982213457,DEV-6553755986,2025-09-02 17:17:39,,1.0.8,success,
FWU-627765749,DEV-2276218351,2025-08-12 14:55:04,1.1.2,1.0.8,success,
FWU-155420583,DEV-6505706239,2025-12-21 21:16:57,1.1.2,1.0.8,success,
FWU-770657583,DEV-2001052710,2025-04-23 10:02:44,2.0.0,2.0.0,success,
FWU-482618933,DEV-5448393478,2024-12-20 00:35:45,1.0.8,1.1.0,success,
FWU-132946165,DEV-5724762135,2025-09-30 01:44:58,1.0.8,2.0.0,success,
FWU-105167383,DEV-5736519587,2025-10-11 06:37:40,1.1.2,1.0.3,success,
FWU-454642917,DEV-9944957601,2025-05-04 10:25:05,1.0.8,2.0.1,success,
FWU-107630663,DEV-6569349880,2025-06-16 13:26:32,2.0.0,1.0.3,partial,
FWU-529387868,DEV-1396993332,2024-12-06 11:43:24,1.0.3,1.1.2,failed,E_TIMEOUT
FWU-798948517,DEV-6404470558,2024-03-17 06:56:38,,2.0.0,success,
FWU-466599288,DEV-9244925913,2024-12-21 12:05:46,,1.0.3,success,
FWU-371535072,DEV-1165244575,2025-07-11 05:29:26,1.0.3,2.0.1,success,
FWU-250888228,DEV-5178391171,2025-02-03 07:26:59,1.1.2,1.0.8,success,
FWU-922622257,DEV-8876514100,2024-04-12 16:01:59,1.1.2,2.0.1,success,
FWU-276596543,DEV-5864511832,2025-08-27 16:02:03,2.0.0,2.0.1,success,
FWU-531013218,DEV-4596495823,2024-02-08 23:14:25,1.0.8,1.0.8,success,
FWU-313048973,DEV-9953440827,2025-05-14 07:59:24,1.1.0,2.0.0,success,
FWU-887907236,DEV-6903541025,2025-05-13 20:47:50,1.0.8,1.0.3,success,
FWU-279156917,DEV-4507643609,2024-12-25 14:09:55,2.0.0,2.0.1,success,
FWU-520540164,DEV-2943353126,2025-02-11 12:58:57,2.0.0,1.0.3,success,
FWU-607015654,DEV-5629711748,2025-09-10 20:31:04,1.0.3,1.0.8,success,
FWU-559536242,DEV-6736470521,2025-02-17 10:47:09,1.1.2,1.1.0,success,
FWU-469732864,DEV-6224143476,2024-01-13 14:56:25,1.1.0,1.1.2,success,
FWU-800316863,DEV-2274940814,2024-07-24 22:29:04,1.0.3,1.1.2,success,
FWU-471621074,DEV-3685277697,2024-05-19 21:57:01,1.0.3,1.0.8,success,
FWU-582563575,DEV-5483011639,2025-02-23 15:00:31,1.0.3,1.0.3,success,
FWU-628414535,DEV-2444920194,2025-12-18 00:38:42,,1.1.2,success,
FWU-839130806,DEV-8443235247,2025-05-04 17:42:16,1.1.2,1.1.2,success,
FWU-419527978,DEV-8143584311,2025-09-18 16:16:53,1.0.8,1.1.0,success,
FWU-177799870,DEV-9932230331,05/29/2025 06:06,1.1.0,1.1.2,success,
FWU-535750605,DEV-7629926044,2025-10-31 09:39:36,1.0.3,1.1.0,success,
FWU-336435830,,2025-06-25 16:22:00,1.1.2,1.1.0,success,
FWU-968957585,DEV-6857503396,2024-08-14 18:54:13,1.0.3,2.0.0,success,E_STORAGE
FWU-721394711,DEV-4411264586,2025-01-18 08:08:57,1.0.8,1.0.8,success,
FWU-500965469,DEV-9028283818,2025-12-14 06:20:03,2.0.0,1.0.8,failed,E_STORAGE
FWU-729323294,DEV-5344261241,2025-06-04 09:20:21,1.1.2,2.0.1,success,
FWU-307876130,DEV-4455347777,2025-07-04 16:08:03,1.1.2,1.0.3,success,
FWU-472894639,DEV-4417343701,2024-08-03 08:59:41,2.0.0,1.1.0,success,
FWU-288388870,DEV-7747841913,2024-04-29 10:11:26,1.0.3,1.0.3,success,E_STORAGE
FWU-653061378,DEV-6361491138,2024-06-03 13:37:15,1.0.8,1.0.3,success,
FWU-411533647,DEV-8159204912,05/31/2024 10:52,1.0.3,2.0.1,failed,E_STORAGE
FWU-609983703,DEV-5184022299,2025-05-17 10:58:52,1.1.0,1.0.3,success,
FWU-896937912,DEV-2283332886,2024-07-27 15:52:07,1.1.2,1.0.3,success,
FWU-462625624,DEV-7646223892,2025-05-31 02:38:18,2.0.0,2.0.0,failed,E_TIMEOUT
FWU-536760098,DEV-9217740012,2024-02-16 10:15:53,2.0.0,1.1.0,success,
FWU-433577806,DEV-9627481869,2025-02-27 02:10:00,2.0.0,1.0.3,success,
FWU-402071721,DEV-3760856197,2024-08-16 18:06:35,,1.0.3,success,
FWU-164541144,DEV-8463437329,2024-11-06 14:37:30,1.0.3,1.1.0,success,
FWU-111251163,DEV-4387457940,2024-02-27 16:16:54,1.0.8,2.0.0,success,
FWU-153015694,DEV-9018151306,2025-01-21 17:04:15,1.1.0,2.0.1,success,
FWU-803126252,DEV-2636257705,2024-06-15 20:59:40,1.1.0,2.0.1,success,
FWU-202780429,,2024-08-19 18:34:07,2.0.0,2.0.1,failed,
FWU-844394440,DEV-6210712890,2024-01-27 05:33:51,1.1.0,1.1.2,failed,
FWU-931079176,DEV-5575251119,10/20/2025 09:01,,2.0.1,success,
FWU-801013121,DEV-3065705405,2024-07-13 15:13:12,2.0.0,1.0.3,success,
FWU-274814039,,2024-10-05 03:51:41,1.0.8,2.0.0,success,
FWU-933893889,DEV-2811747892,2025-11-09 04:47:17,,2.0.0,success,
FWU-300967314,DEV-5076766763,2025-09-15 21:50:40,1.1.2,2.0.0,success,
FWU-830853508,DEV-6224353036,2024-11-20 04:15:31,,1.0.3,success,
FWU-826480454,DEV-6505551455,08/17/2025 18:50,1.0.8,1.1.2,success,
FWU-659041054,DEV-1524295007,2025-02-24 19:00:03,1.1.0,2.0.1,success,
FWU-941060607,DEV-2108989298,2025-12-27 12:10:57,1.1.0,1.0.8,success,E_STORAGE
FWU-358253798,DEV-4007236112,2024-09-09 06:22:30,1.1.2,1.0.3,success,
FWU-107296769,DEV-8005009631,2025-02-26 07:34:43,1.1.2,1.1.2,success,
FWU-972819612,DEV-2014812132,2025-10-16 13:57:43,,2.0.0,failed,
FWU-586506808,DEV-6718978459,10/02/2025 12:33,1.1.2,1.1.2,success,
FWU-923971808,DEV-8541593219,09/24/2025 10:11,1.1.0,1.1.0,success,
FWU-293361941,DEV-6255912235,2025-09-01 09:34:28,1.1.2,2.0.1,success,
FWU-125368238,DEV-7293569026,2024-05-30 10:13:26,2.0.0,1.1.2,success,
FWU-603118246,DEV-9578561596,2024-10-22 15:47:12,1.1.2,2.0.0,success,
FWU-214059022,DEV-2532293662,05/10/2024 17:55,,2.0.0,success,
FWU-991170979,DEV-1067004521,2024-09-10 21:39:47,2.0.0,2.0.0,success,
FWU-305347384,DEV-7302166350,2024-12-18 20:30:07,,1.1.0,success,
FWU-591044982,DEV-7023636783,2025-01-03 17:19:19,,2.0.0,success,
FWU-493112067,DEV-5720922757,2025-10-03 02:29:48,1.0.3,2.0.0,success,
FWU-669285591,DEV-8819659709,2025-11-15 01:32:06,1.0.8,2.0.1,success,
FWU-182073171,DEV-3691732167,2024-12-01 20:29:57,,1.0.8,success,
FWU-899465079,DEV-4575341747,2025-01-15 07:09:38,1.0.3,2.0.0,success,
FWU-383023499,DEV-6878040037,2025-02-27 17:04:28,1.0.8,1.0.8,success,
FWU-938021141,DEV-7015890586,2025-03-26 02:03:10,1.0.8,2.0.1,success,
FWU-653226683,DEV-4379181910,2024-09-27 13:32:12,1.1.2,1.0.3,success,
FWU-505000091,DEV-4862534965,2024-10-16 10:23:02,,1.1.0,success,
FWU-453499245,DEV-5302338153,2025-03-15 06:32:53,1.0.3,2.0.0,success,
FWU-867506585,DEV-3438768221,2025-09-10 02:30:28,,1.0.8,success,
FWU-555254809,DEV-7763892579,2025-04-18 04:31:48,1.0.3,2.0.0,success,
FWU-332108466,DEV-8434622940,2024-11-03 02:29:09,1.0.3,2.0.0,success,
FWU-428988381,DEV-3820637378,2025-01-01 21:26:44,1.1.2,1.1.2,success,
FWU-184256462,DEV-4893322890,2025-08-27 20:06:14,,1.1.0,success,
FWU-780019396,DEV-2196995005,2024-03-23 21:25:12,2.0.0,1.1.2,success,
FWU-911884374,DEV-2534867848,2024-10-11 14:41:32,1.1.2,1.1.0,success,
FWU-189920865,DEV-9948441695,2025-05-28 07:08:54,1.1.0,2.0.0,success,
FWU-779313285,DEV-4648360242,2024-03-28 18:05:41,1.1.0,2.0.0,success,
FWU-760368631,DEV-1714874058,2024-04-09 23:09:44,1.0.3,1.0.8,success,
FWU-284174424,DEV-4106019391,2024-12-07 20:46:22,2.0.0,1.0.3,success,
FWU-606715579,DEV-8727099886,2025-04-11 12:57:45,,1.0.3,success,
FWU-318357527,DEV-6851935721,2024-07-30 01:57:19,1.0.8,1.1.2,success,
FWU-944208973,DEV-6525147960,2025-11-26 11:49:48,2.0.0,2.0.1,failed,
FWU-242623444,DEV-2634698294,2024-01-29 07:22:25,2.0.0,1.0.3,success,
FWU-680686597,DEV-6124720437,2025-10-26 21:27:43,,2.0.0,success,
FWU-169706354,DEV-4055540724,2024-09-13 00:22:13,,2.0.1,success,
FWU-741095011,DEV-9819373637,2025-02-13 11:38:24,,1.0.8,success,
FWU-578887902,DEV-1486730435,2025-04-11 06:43:48,,1.1.2,success,
FWU-667748918,DEV-9075591972,2024-09-04 12:44:19,2.0.0,1.0.3,success,
FWU-827164151,DEV-6944479565,2024-10-04 01:44:38,1.0.8,2.0.1,success,
FWU-108438427,DEV-7637628689,2025-01-11 11:07:46,1.0.8,1.1.0,success,
FWU-423866608,DEV-8178489977,2024-06-26 16:23:13,1.0.8,1.1.2,success,
FWU-531084911,DEV-5836953785,2025-05-15 23:55:52,,1.1.2,partial,E_STORAGE
FWU-472343146,DEV-8299148610,2025-12-15 16:40:31,,1.1.2,success,
FWU-108511437,DEV-7873710089,2024-04-28 03:08:33,1.0.8,2.0.0,success,
FWU-563383411,DEV-1418527097,2025-02-21 06:33:24,2.0.0,2.0.0,success,
FWU-113762397,DEV-6083846878,2025-02-15 02:56:17,1.0.3,2.0.1,success,
FWU-815028904,DEV-3351919741,2025-03-19 13:52:03,2.0.0,1.1.0,success,
FWU-376045747,DEV-7963096294,2024-02-29 02:19:27,,1.0.3,success,
FWU-679514023,DEV-7476052850,2025-10-31 15:16:25,1.0.8,2.0.0,success,
FWU-554779097,,2024-10-11 15:11:48,1.1.2,2.0.1,success,
FWU-337186776,DEV-4218390572,2025-03-17 14:16:52,,1.1.0,success,
FWU-975477351,DEV-5934214126,2025-05-19 15:42:19,2.0.0,1.0.8,success,
FWU-915605160,DEV-4234580999,2025-10-17 07:15:42,2.0.0,1.1.2,failed,E_PWR
FWU-798045016,DEV-7999946683,2024-07-14 05:43:11,1.0.8,1.1.0,success,
FWU-823813097,DEV-2904346205,2025-02-14 06:13:36,1.0.3,1.0.8,success,
FWU-434641706,DEV-9024062066,2025-08-14 13:17:19,1.0.8,2.0.0,success,
FWU-304654705,DEV-2719752456,2025-09-20 17:17:39,1.1.0,1.1.2,success,
FWU-645518962,DEV-8361347698,2025-10-28 18:32:48,,1.1.2,success,
FWU-818816052,DEV-6463653220,2024-06-19 06:56:32,1.0.8,2.0.0,success,
FWU-609899202,DEV-1371718138,2024-02-25 08:44:04,1.0.8,1.0.8,success,
FWU-881365087,DEV-3271810528,2025-09-08 06:03:13,2.0.0,1.0.3,success,
FWU-185006081,DEV-5759639787,2025-06-22 02:52:38,1.0.8,2.0.0,success,
FWU-620877266,DEV-7445948211,2025-03-07 23:41:14,1.0.3,1.1.2,success,
FWU-462604565,DEV-9868131970,2024-08-29 17:20:30,1.1.0,1.0.8,success,
FWU-782339984,DEV-2271645074,2025-12-27 06:57:00,1.0.3,1.0.8,success,
FWU-983530973,DEV-7032650480,2025-01-02 07:24:07,2.0.0,2.0.1,success,
FWU-533339629,DEV-7739822129,2025-08-13 23:43:21,,2.0.1,success,
FWU-125615274,,2025-04-22 03:55:18,,1.0.3,failed,E_STORAGE
FWU-141245835,DEV-5849136036,2024-09-02 18:35:08,1.0.3,1.1.0,,
FWU-853880202,DEV-4192567750,2025-07-21 17:21:14,1.0.3,2.0.0,success,
FWU-423987344,DEV-7822645252,2024-07-18 10:17:18,1.0.3,2.0.1,success,E_TIMEOUT
FWU-449639207,DEV-2969704051,2024-06-13 06:21:30,1.1.0,1.1.0,success,
FWU-537740054,DEV-1832016934,2025-07-15 02:07:05,2.0.0,1.0.3,success,
FWU-155547350,DEV-4920341960,2025-04-25 11:26:28,2.0.0,2.0.1,success,
FWU-554484685,DEV-9586242978,2025-02-09 18:06:39,1.0.3,1.1.0,success,
FWU-332504784,DEV-8545738996,2025-08-18 10:49:29,1.1.0,1.0.8,success,
FWU-550472755,DEV-3038831989,2024-02-22 11:40:09,1.0.3,1.0.3,success,
FWU-753075502,DEV-5249200648,2025-03-08 00:51:49,1.1.0,1.1.0,success,
FWU-785262043,DEV-7613502196,2024-02-09 07:00:37,,1.0.8,success,
FWU-283859967,DEV-8733588659,2024-10-17 15:22:05,,1.1.2,success,
FWU-153860309,DEV-7929459291,2024-04-06 00:36:30,1.0.3,1.1.0,success,
FWU-172718608,DEV-2304557343,2025-04-26 14:28:32,1.0.8,2.0.0,success,
FWU-664102234,DEV-1706609492,2025-01-29 03:32:53,1.0.3,1.1.0,success,
FWU-125044221,DEV-9114346734,2025-01-30 09:41:19,1.0.8,2.0.1,success,
FWU-877366340,DEV-3935070393,2025-06-10 20:07:17,1.0.8,1.0.3,success,
FWU-181233229,DEV-3227044191,05/09/2025 08:31,1.0.8,2.0.0,success,
FWU-195763124,DEV-2783209739,2024-06-08 22:23:25,,2.0.0,success,
FWU-334804918,DEV-3158035751,2025-01-18 19:55:05,1.0.3,1.0.8,success,
FWU-109672457,DEV-8909982624,2025-05-22 23:25:55,2.0.0,1.1.0,success,
FWU-731031301,DEV-9542363356,2024-05-14 12:14:18,,2.0.0,failed,E_STORAGE
FWU-736577006,DEV-5318888998,2025-10-07 00:46:31,1.1.0,2.0.0,success,
FWU-551769526,DEV-3486568934,06/19/2024 06:00,1.0.3,1.0.3,success,
FWU-720570019,DEV-7973402068,2025-09-08 08:10:08,,2.0.1,success,
FWU-109429606,DEV-6787918052,2024-11-09 08:42:44,1.0.8,1.0.3,success,
FWU-184157706,DEV-4776117468,2024-02-27 04:35:02,2.0.0,1.0.8,success,
FWU-559999037,DEV-2191418543,2025-07-18 21:10:52,1.0.3,1.1.0,success,
FWU-826363584,DEV-5158155350,2025-07-10 20:23:35,1.0.8,1.1.2,success,
FWU-465122709,DEV-8677503432,2025-09-02 05:22:38,1.0.3,1.0.3,success,
FWU-157513026,DEV-9629259539,09/19/2024 18:09,1.1.2,1.1.2,success,
FWU-773125444,DEV-4955326477,2024-05-22 06:43:27,1.0.3,2.0.1,success,
FWU-406049019,DEV-2782062319,2024-11-26 06:09:32,2.0.0,2.0.0,success,
FWU-997779799,DEV-1876395390,2024-03-27 17:22:43,1.0.3,1.0.3,success,
FWU-268135794,DEV-8897474212,2024-07-14 08:40:42,1.0.3,1.0.3,success,
FWU-612331399,DEV-3372303211,06/13/2025 16:18,,2.0.1,success,
FWU-581219880,DEV-1432659664,2024-04-07 20:01:47,2.0.0,2.0.1,success,
FWU-189084055,DEV-7175536670,2025-09-13 22:06:05,1.1.0,2.0.0,success,
FWU-472965120,DEV-9008038375,12/29/2024 05:10,1.1.0,2.0.1,success,
FWU-387041410,DEV-4284346852,2024-10-08 18:36:06,1.1.2,1.0.3,failed,
FWU-496532039,DEV-4738550605,2025-01-27 14:39:50,2.0.0,1.0.3,success,
FWU-664141235,DEV-3946451158,2024-12-24 06:33:29,,1.1.0,partial,
FWU-867532966,DEV-5460230355,2024-10-25 15:08:22,1.1.0,2.0.0,success,
FWU-995634114,DEV-5635275367,2024-01-03 01:16:01,,2.0.1,,E_STORAGE
FWU-947418744,DEV-5142122483,2024-09-24 00:21:03,1.0.3,1.0.3,success,
FWU-513008163,DEV-2114889714,2025-04-07 23:26:09,1.1.2,1.0.8,success,
FWU-845345183,DEV-5423699106,2024-09-01 21:05:51,1.0.8,1.1.2,success,
FWU-554977039,DEV-3407527368,2024-10-03 19:19:22,1.1.0,1.1.0,success,
FWU-634305013,DEV-8461368029,2024-12-31 21:36:40,1.0.3,2.0.0,partial,
FWU-284221540,DEV-4362801922,2024-01-14 10:11:34,1.0.8,1.0.3,success,
FWU-319013611,DEV-2786185320,2025-12-15 16:01:11,1.1.2,2.0.0,success,
FWU-123055750,DEV-7732115563,2025-05-15 12:31:33,1.0.8,1.1.0,success,
FWU-384156156,,2025-02-15 16:56:10,1.1.0,2.0.1,success,
FWU-261383945,DEV-9699023942,2025-09-21 12:41:20,1.0.3,1.1.2,success,
FWU-810854946,DEV-4546102982,2025-05-25 05:12:29,1.1.0,1.0.8,success,
FWU-331816968,DEV-6036047917,2024-04-19 18:35:53,1.0.3,2.0.0,success,
FWU-858377910,DEV-2686870719,2025-04-04 05:18:57,1.1.0,1.0.3,failed,
FWU-230472045,DEV-1835046420,2025-04-22 04:34:12,2.0.0,2.0.1,failed,E_STORAGE
