customer_id,customer_segment,region,loyalty_tier,age,signup_date
CUST-696856,Consumer,NA,Platinum,36.0,2024-04-06
CUST-402630,Enterprise,LATAM,Gold,37.0,09/22/2024
CUST-560485,Consumer,APAC,Gold,18.0,2024-07-01
CUST-230394,Consumer,LATAM,Gold,27.0,2025-06-06
CUST-591465,Consumer,APAC,Silver,,2024-01-08
CUST-822131,Consumer,EU,Silver,22.0,2025-08-06
CUST-418862,Enterprise,APAC,Gold,18.0,2025-05-31
CUST-833723,Consumer,LATAM,Gold,22.0,2024-02-02
CUST-522060,Consumer,LATAM,,40.0,2025-02-09
CUST-385470,Consumer,LATAM,Platinum,22.0,2024-10-18
CUST-624783,Consumer,EU,Gold,23.0,2025-08-14
CUST-666211,Enterprise,APAC,Silver,18.0,2025-01-12
CUST-617781,Consumer,APAC,Gold,47.0,2024-09-18
CUST-559023,Consumer,LATAM,Gold,38.0,2024-09-18
CUST-184349,Consumer,APAC,Silver,18.0,2025-11-22
CUST-727086,Consumer,NA,Gold,23.0,2024-09-01
CUST-141797,Enterprise,NA,Gold,,2024-10-07
CUST-553014,Consumer,NA,,39.0,2024-10-20
CUST-870214,Enterprise,APAC,Silver,,2024-10-03
CUST-437978,Consumer,EU,Silver,48.0,2025-09-18
CUST-733039,Consumer,EU,Gold,43.0,2024-12-20
CUST-362529,Automotive,EU,Silver,30.0,2024-11-08
CUST-127121,Consumer,EU,Silver,18.0,2025-11-20
CUST-195763,Consumer,NA,Silver,43.0,2024-01-20
CUST-340044,Enterprise,NA,Platinum,30.0,2025-11-05
CUST-807053,Consumer,LATAM,Gold,34.0,2025-06-27
CUST-976566,Enterprise,APAC,Platinum,32.0,2024-07-12
CUST-703139,Consumer,APAC,Silver,19.0,2025-04-25
CUST-715643,Enterprise,EU,Silver,38.0,2025-11-06
CUST-121753,Enterprise,NA,Silver,36.0,2024-11-16
CUST-901909,Consumer,EU,Platinum,29.0,2024-01-03
CUST-804938,Automotive,LATAM,Platinum,39.0,2025-09-23
CUST-961322,Consumer,APAC,,,2025-05-07
CUST-382602,Automotive,APAC,Gold,,2024-02-05
CUST-704238,Consumer,EU,Gold,18.0,2025-07-25
CUST-142185,Consumer,LATAM,Platinum,31.0,2024-12-11
CUST-900177,Consumer,APAC,Platinum,34.0,2025-01-11
CUST-893005,Consumer,LATAM,Silver,18.0,2025-04-20
CUST-283700,Consumer,LATAM,Gold,33.0,2024-09-27
CUST-593355,Enterprise,EU,Gold,42.0,2025-12-24
CUST-644173,Enterprise,NA,Silver,30.0,2025-01-04
CUST-783157,Automotive,EU,Silver,33.0,2025-10-27
CUST-563711,Consumer,NA,Platinum,40.0,2024-03-19
CUST-391668,Consumer,LATAM,Silver,29.0,2024-08-16
CUST-290305,Consumer,NA,Platinum,30.0,2025-07-06
CUST-713762,Consumer,LATAM,Silver,21.0,2025-02-07
CUST-557058,Consumer,APAC,Gold,33.0,2025-09-01
CUST-765620,Consumer,APAC,Gold,30.0,01/26/2025
CUST-953797,Consumer,APAC,Platinum,39.0,2025-01-21
CUST-615611,Consumer,EU,Silver,40.0,2024-08-22
CUST-195674,Consumer,EU,Platinum,42.0,2025-03-02
CUST-592841,Consumer,LATAM,Gold,,2024-12-28
CUST-464863,Consumer,APAC,Gold,28.0,2024-12-12
CUST-528184,Consumer,EU,Silver,18.0,2025-01-09
CUST-449499,Automotive,APAC,Platinum,42.0,2024-07-06
CUST-436653,Consumer,EU,,38.0,2024-05-12
CUST-802685,Consumer,NA,Platinum,27.0,2025-05-27
CUST-209680,Consumer,NA,Gold,40.0,2024-03-22
CUST-999398,Enterprise,APAC,Platinum,18.0,07/09/2025
CUST-268637,Automotive,LATAM,Gold,45.0,2025-12-22
CUST-445824,Enterprise,EU,Gold,30.0,2025-12-02
CUST-531641,Consumer,EU,Gold,24.0,2024-08-05
CUST-827369,Consumer,NA,Platinum,27.0,2024-07-19
CUST-619536,Consumer,NA,,31.0,2025-11-28
CUST-402218,Automotive,LATAM,Gold,33.0,2025-05-31
CUST-794769,Enterprise,LATAM,Silver,34.0,2025-02-19
CUST-519904,Consumer,LATAM,,,2025-01-17
CUST-953085,Enterprise,APAC,Gold,29.0,2025-06-21
CUST-897441,Enterprise,NA,,36.0,2024-06-22
CUST-676818,Consumer,APAC,Silver,34.0,2025-08-18
CUST-138479,Automotive,NA,Silver,26.0,2024-02-20
CUST-576919,Enterprise,NA,Gold,25.0,2024-10-19
CUST-192337,Consumer,EU,Platinum,40.0,2025-07-31
CUST-429795,Consumer,NA,Platinum,39.0,2024-10-23
CUST-364659,Consumer,NA,Gold,,2025-09-01
CUST-438977,Consumer,APAC,,34.0,2025-10-26
CUST-221552,Consumer,NA,Silver,44.0,2024-06-30
CUST-910075,Consumer,APAC,Platinum,18.0,2024-03-30
CUST-523808,Automotive,LATAM,,27.0,2024-03-27
CUST-639593,Consumer,NA,Gold,21.0,2025-07-29
CUST-964998,Consumer,NA,Silver,58.0,2024-05-26
CUST-101206,Consumer,APAC,Silver,41.0,2024-03-31
CUST-789606,Consumer,LATAM,Silver,,2024-04-08
CUST-668950,Enterprise,EU,Silver,33.0,2024-10-22
CUST-584417,Consumer,LATAM,,42.0,2024-01-02
CUST-533321,Consumer,APAC,Platinum,,2025-04-03
CUST-156837,Consumer,LATAM,Silver,46.0,2025-10-19
CUST-296694,Enterprise,APAC,Silver,,2024-11-25
CUST-643623,Enterprise,APAC,Gold,46.0,2024-10-10
CUST-479353,Consumer,EU,Gold,44.0,2025-12-26
CUST-752878,Consumer,NA,,31.0,2025-02-07
CUST-893188,Consumer,APAC,Platinum,28.0,2025-04-03
CUST-622707,Consumer,APAC,Silver,23.0,11/03/2024
CUST-755788,Consumer,EU,Gold,39.0,2025-10-24
CUST-563513,Consumer,APAC,,32.0,2024-04-22
CUST-896907,Consumer,NA,Silver,29.0,2024-08-18
CUST-154118,Consumer,EU,Platinum,28.0,2025-01-23
CUST-313446,Enterprise,NA,,49.0,2024-04-24
CUST-380028,Consumer,NA,Silver,44.0,2024-04-23
CUST-675898,Consumer,EU,Silver,54.0,2025-10-21
CUST-237377,Consumer,APAC,Platinum,39.0,06/30/2025
CUST-402020,Consumer,NA,Platinum,,2024-09-05
CUST-559398,Enterprise,NA,,34.0,2025-06-18
CUST-832168,Consumer,NA,Platinum,,2025-10-20
CUST-608257,Consumer,NA,Silver,33.0,2025-01-06
CUST-227324,Enterprise,EU,,22.0,2024-06-16
CUST-130271,Consumer,EU,,20.0,2025-06-30
CUST-760626,Consumer,LATAM,Platinum,39.0,2024-02-15
CUST-738448,Enterprise,LATAM,Gold,23.0,2024-09-15
CUST-938141,Consumer,NA,Gold,36.0,2025-07-10
CUST-350921,Consumer,APAC,Silver,46.0,2025-07-23
CUST-844261,Automotive,NA,Silver,26.0,2024-06-23
CUST-266071,Consumer,APAC,Platinum,56.0,2024-02-10
CUST-425845,Consumer,NA,Platinum,23.0,2025-08-25
CUST-677596,Consumer,LATAM,Platinum,,2025-01-13
CUST-114338,Automotive,LATAM,,44.0,2024-08-20
CUST-679077,Consumer,APAC,Gold,38.0,2025-05-27
CUST-527809,Consumer,NA,Platinum,47.0,2024-05-03
CUST-197736,Consumer,APAC,Platinum,21.0,2025-03-01
CUST-335615,Consumer,LATAM,Platinum,59.0,2024-11-24
CUST-982277,Consumer,NA,,32.0,2024-09-27
CUST-218972,Consumer,NA,Silver,41.0,2024-10-30
CUST-583863,Consumer,APAC,Silver,49.0,2025-07-18
CUST-223172,Consumer,EU,Platinum,27.0,2025-06-24
CUST-779172,Consumer,APAC,Platinum,43.0,2025-06-28
CUST-972565,Consumer,LATAM,Silver,25.0,2024-11-01
CUST-261450,Consumer,LATAM,Gold,49.0,2024-09-08
CUST-622584,Consumer,LATAM,,25.0,2025-03-26
CUST-851413,Enterprise,LATAM,Platinum,34.0,2024-02-12
CUST-406039,Consumer,LATAM,Platinum,37.0,2025-07-05
CUST-633590,Consumer,EU,Gold,42.0,2025-05-23
CUST-839677,Consumer,NA,Silver,55.0,2024-04-16
CUST-386706,Enterprise,APAC,,29.0,2025-01-09
CUST-535673,Consumer,APAC,,46.0,2024-04-22
CUST-975271,Consumer,LATAM,Silver,55.0,2025-09-16
CUST-605937,Consumer,APAC,Gold,35.0,2025-07-25
CUST-595158,Enterprise,LATAM,Platinum,,2024-10-08
CUST-355570,Consumer,EU,Gold,27.0,2025-03-23
CUST-578975,Consumer,EU,Gold,18.0,2025-09-02
CUST-678043,Consumer,NA,,54.0,2024-04-24
CUST-251668,Consumer,EU,Platinum,31.0,2024-11-27
CUST-502219,Automotive,EU,,22.0,2024-05-10
CUST-299869,Enterprise,NA,,19.0,2024-03-15
CUST-728492,Consumer,APAC,,22.0,2025-01-03
CUST-632929,Consumer,LATAM,Silver,44.0,2024-02-10
CUST-882544,Automotive,LATAM,Gold,45.0,2025-02-04
CUST-243139,Enterprise,APAC,Platinum,41.0,2025-04-05
CUST-173201,Consumer,NA,Silver,,2024-04-25
CUST-389666,Enterprise,APAC,Gold,35.0,2024-11-09
CUST-910208,Automotive,EU,Silver,20.0,2024-04-02
CUST-928381,Enterprise,NA,,25.0,2025-01-14
CUST-995916,Consumer,NA,,21.0,2025-04-08
CUST-535098,Consumer,NA,Gold,40.0,2025-05-22
CUST-456385,Enterprise,LATAM,Silver,22.0,2025-08-25
CUST-925981,Consumer,APAC,Platinum,26.0,2025-09-09
CUST-632401,Enterprise,NA,Silver,,2024-03-10
CUST-380150,Consumer,NA,,31.0,2025-11-02
CUST-960408,Consumer,NA,Platinum,,2024-10-23
CUST-102689,Consumer,APAC,,18.0,2025-05-22
CUST-396578,Consumer,LATAM,Gold,34.0,2024-01-10
CUST-861319,Automotive,EU,Platinum,32.0,2024-03-05
CUST-413058,Enterprise,LATAM,Gold,47.0,2025-05-13
CUST-978157,Enterprise,NA,,24.0,2025-01-30
CUST-715448,Consumer,LATAM,Gold,19.0,2025-03-31
CUST-708093,Consumer,LATAM,Silver,29.0,2025-03-20
CUST-791998,Consumer,EU,Silver,,2025-06-22
CUST-613425,Consumer,APAC,Gold,21.0,2025-09-08
CUST-255813,Consumer,APAC,Silver,34.0,2024-10-25
CUST-568238,Consumer,LATAM,Platinum,18.0,2025-05-15
CUST-664742,Consumer,LATAM,Gold,27.0,2024-08-19
CUST-607868,Consumer,APAC,Gold,23.0,2024-03-18
CUST-461888,Automotive,APAC,,40.0,2025-07-08
CUST-448588,Enterprise,EU,Silver,25.0,2025-09-09
CUST-678727,Consumer,NA,Gold,18.0,2024-11-10
CUST-899929,Consumer,LATAM,Platinum,31.0,2024-01-16
CUST-669827,Enterprise,APAC,Silver,37.0,2025-09-26
CUST-495533,Consumer,LATAM,Platinum,31.0,2025-09-22
CUST-577463,Enterprise,LATAM,,27.0,2024-02-19
CUST-437408,Enterprise,APAC,Silver,26.0,2025-03-30
CUST-297816,Consumer,EU,Gold,,2025-09-28
CUST-831380,Consumer,LATAM,Silver,35.0,2024-04-06
CUST-350405,Consumer,EU,,24.0,2024-06-10
CUST-699573,Consumer,APAC,Silver,30.0,2025-11-28
CUST-501574,Consumer,NA,Platinum,42.0,2025-10-31
CUST-344907,Enterprise,NA,Gold,19.0,05/19/2024
CUST-997594,Consumer,LATAM,Silver,33.0,2024-12-13
CUST-913217,Consumer,APAC,Platinum,18.0,04/05/2024
CUST-530728,Automotive,EU,Silver,36.0,2025-03-22
CUST-145767,Enterprise,LATAM,Silver,23.0,2024-05-05
CUST-433632,Consumer,APAC,Silver,45.0,2024-07-18
CUST-880879,Consumer,APAC,,18.0,2024-01-28
CUST-595951,Consumer,EU,Silver,38.0,2024-04-06
CUST-839485,Consumer,LATAM,Silver,47.0,2024-10-09
CUST-950823,Consumer,APAC,Gold,22.0,2024-05-13
CUST-499749,Consumer,APAC,Gold,24.0,05/26/2025
CUST-504832,Automotive,APAC,Platinum,23.0,08/21/2024
CUST-795928,Consumer,EU,Gold,28.0,2025-02-07
CUST-930884,Enterprise,LATAM,Platinum,,2024-08-15
CUST-960616,Automotive,LATAM,Platinum,39.0,2024-12-11
CUST-783691,Consumer,LATAM,Gold,27.0,2025-01-15
CUST-259493,Enterprise,LATAM,Gold,,2025-02-09
CUST-619389,Consumer,NA,Silver,21.0,2024-09-30
CUST-138817,Enterprise,NA,Platinum,18.0,2025-01-31
CUST-232378,Consumer,LATAM,Silver,51.0,2024-03-17
CUST-626690,Consumer,EU,,52.0,2024-02-04
CUST-718849,Consumer,NA,Silver,40.0,2024-05-26
CUST-448121,Enterprise,APAC,Gold,25.0,2025-10-26
CUST-205239,Enterprise,NA,Platinum,42.0,2024-04-14
CUST-986088,Consumer,APAC,Gold,44.0,2024-06-16
CUST-561694,Enterprise,LATAM,,31.0,2024-08-03
CUST-204555,Consumer,NA,Platinum,34.0,2025-04-28
CUST-651499,Consumer,EU,Silver,47.0,2025-03-03
CUST-579123,Consumer,NA,Silver,18.0,2024-10-23
CUST-116093,Consumer,NA,Silver,44.0,2024-05-06
CUST-857537,Consumer,NA,Silver,30.0,2024-03-05
CUST-251157,Automotive,LATAM,Silver,21.0,2025-06-09
CUST-529893,Consumer,EU,,22.0,2025-06-23
CUST-786587,Consumer,NA,Platinum,24.0,2024-06-07
CUST-261859,Consumer,EU,Gold,20.0,2025-07-23
CUST-178463,Enterprise,LATAM,Platinum,53.0,2025-05-06
CUST-592296,Automotive,APAC,,,2024-05-29
CUST-919488,Consumer,NA,,39.0,2025-03-13
CUST-377896,Enterprise,EU,,45.0,2025-09-29
CUST-455007,Consumer,EU,Silver,40.0,2024-05-07
CUST-753534,Enterprise,LATAM,Silver,34.0,2024-04-29
CUST-826353,Consumer,NA,Silver,34.0,2025-09-03
CUST-516791,Enterprise,APAC,Gold,29.0,2024-01-21
CUST-781403,Consumer,EU,Gold,30.0,2024-07-11
CUST-184216,Consumer,NA,Platinum,18.0,2024-04-06
CUST-993140,Enterprise,APAC,Gold,45.0,2025-06-15
CUST-444525,Consumer,EU,Silver,18.0,2024-02-21
CUST-993744,Consumer,EU,Silver,22.0,2024-03-10
CUST-807115,Consumer,APAC,Platinum,56.0,2024-09-16
CUST-659543,Consumer,APAC,,35.0,2024-04-23
CUST-498468,Consumer,LATAM,,35.0,2024-06-24
CUST-432043,Consumer,NA,Gold,41.0,2024-03-17
CUST-757246,Consumer,NA,Platinum,18.0,2024-06-21
CUST-853629,Consumer,LATAM,Silver,,2024-03-22
CUST-896290,Enterprise,EU,Gold,18.0,2024-04-05
CUST-611650,Consumer,APAC,Silver,29.0,2025-07-19
CUST-667296,Consumer,APAC,,24.0,2025-04-02
CUST-137642,Consumer,APAC,Gold,,2025-01-15
CUST-747453,Consumer,EU,Platinum,33.0,2024-09-27
CUST-171744,Enterprise,APAC,Silver,39.0,2025-11-03
CUST-346174,Consumer,APAC,Gold,49.0,2024-07-29
CUST-761820,Consumer,LATAM,,42.0,11/27/2025
CUST-817644,Enterprise,EU,Gold,23.0,2024-09-03
CUST-401338,Enterprise,NA,Silver,29.0,2024-10-29
CUST-338536,Consumer,LATAM,Gold,,2025-09-18
CUST-883041,Enterprise,LATAM,Silver,26.0,2025-09-04
CUST-194769,Automotive,NA,,22.0,2025-04-06
CUST-555052,Consumer,LATAM,Gold,20.0,2024-11-08
CUST-203225,Enterprise,EU,Platinum,52.0,2024-04-09
CUST-897305,Consumer,APAC,Gold,34.0,2025-06-17
CUST-764532,Consumer,EU,,31.0,2024-04-30
CUST-838083,Consumer,NA,Silver,,2024-04-20
CUST-205389,Consumer,NA,,39.0,2025-07-25
CUST-565230,Enterprise,LATAM,Silver,,2025-12-14
CUST-274446,Automotive,EU,,39.0,2024-10-14
CUST-827712,Consumer,EU,Gold,46.0,2024-07-12
CUST-414012,Consumer,NA,Platinum,25.0,2024-11-20
CUST-130353,Consumer,EU,,38.0,2024-05-22
CUST-148225,Consumer,NA,Silver,23.0,2024-10-01
CUST-440131,Consumer,EU,,31.0,2025-01-25
CUST-934816,Consumer,EU,,34.0,2024-11-28
CUST-158845,Enterprise,EU,Gold,35.0,2025-07-12
CUST-407618,Consumer,NA,Silver,35.0,2025-09-24
CUST-475876,Enterprise,LATAM,Gold,42.0,2025-05-08
CUST-493049,Consumer,EU,,27.0,2024-08-25
CUST-551607,Consumer,NA,Silver,35.0,2024-08-30
CUST-252640,Consumer,NA,,25.0,2025-05-07
CUST-356059,Consumer,EU,Platinum,66.0,2025-07-20
CUST-656968,Automotive,EU,Silver,23.0,2024-03-13
CUST-532067,Consumer,LATAM,Gold,26.0,2024-02-14
CUST-693418,Enterprise,NA,,43.0,2024-08-10
CUST-814919,Consumer,NA,Silver,29.0,2025-01-17
CUST-931016,Enterprise,APAC,Gold,43.0,2024-01-09
CUST-288803,Consumer,NA,Silver,35.0,2024-11-25
CUST-278240,Enterprise,LATAM,Platinum,29.0,2025-12-25
CUST-283573,Enterprise,APAC,Gold,25.0,2025-01-07
CUST-182804,Consumer,APAC,Platinum,25.0,2025-06-16
CUST-739098,Consumer,APAC,Silver,29.0,2025-11-20
CUST-501126,Enterprise,EU,Silver,32.0,2024-04-06
CUST-749813,Automotive,EU,Platinum,24.0,2025-04-23
CUST-816318,Consumer,NA,Platinum,32.0,2025-10-07
CUST-352528,Enterprise,APAC,Platinum,21.0,2025-07-08
CUST-621841,Enterprise,LATAM,Gold,42.0,2025-02-19
CUST-711484,Enterprise,EU,Gold,44.0,2024-07-08
CUST-250069,Automotive,LATAM,Gold,26.0,2025-05-28
CUST-343467,Enterprise,LATAM,Platinum,25.0,2025-10-01
CUST-583550,Consumer,EU,Gold,35.0,2025-02-14
CUST-768891,Consumer,EU,Silver,47.0,2024-02-02
CUST-366314,Consumer,EU,Silver,50.0,2024-05-10
CUST-581894,Enterprise,EU,,18.0,2025-11-16
CUST-367729,Enterprise,APAC,Gold,45.0,2025-12-03
CUST-799233,Consumer,APAC,,33.0,2024-02-28
CUST-109853,Enterprise,APAC,Platinum,33.0,2024-04-13
CUST-943718,Consumer,APAC,Platinum,39.0,2024-02-09
CUST-587853,Consumer,NA,Silver,28.0,2024-10-21
CUST-401603,Consumer,APAC,,46.0,2024-03-28
CUST-810526,Consumer,EU,Gold,49.0,2025-06-11
CUST-673149,Consumer,LATAM,Platinum,50.0,2025-02-22
CUST-265649,Consumer,APAC,,18.0,2025-10-28
CUST-177449,Consumer,NA,Silver,31.0,2024-08-20
CUST-563187,Consumer,EU,Gold,,2024-07-24
CUST-462351,Consumer,LATAM,Silver,18.0,2025-07-27
CUST-716113,Consumer,LATAM,,25.0,2024-11-01
CUST-413685,Consumer,APAC,Platinum,18.0,2024-08-24
CUST-769975,Enterprise,LATAM,Platinum,38.0,2025-05-14
CUST-544920,Consumer,APAC,,36.0,11/24/2025
CUST-823846,Enterprise,APAC,Platinum,29.0,2024-12-25
CUST-362246,Automotive,EU,Platinum,25.0,2025-10-20
CUST-579027,Consumer,EU,Gold,37.0,10/03/2024
CUST-986365,Consumer,NA,Silver,22.0,2024-12-23
CUST-416797,Consumer,EU,Silver,22.0,2024-10-01
CUST-308894,Consumer,EU,,20.0,2024-09-28
CUST-503380,Consumer,APAC,Silver,31.0,2024-05-24
CUST-994787,Consumer,EU,Silver,27.0,2024-01-07
CUST-606680,Consumer,APAC,Platinum,29.0,2025-01-17
CUST-211834,Consumer,APAC,Silver,39.0,2025-02-14
CUST-348728,Consumer,EU,Silver,44.0,2024-04-29
CUST-499889,Consumer,NA,Gold,49.0,2025-12-10
CUST-699704,Consumer,NA,,34.0,2024-04-30
CUST-476395,Consumer,LATAM,,37.0,2024-07-13
CUST-702733,Consumer,LATAM,Silver,36.0,2024-11-03
CUST-410244,Automotive,EU,Platinum,18.0,2024-10-10
CUST-833247,Consumer,NA,Silver,,2024-05-21
CUST-409571,Consumer,APAC,Platinum,29.0,2024-07-28
CUST-123005,Consumer,LATAM,Silver,29.0,2024-12-06
CUST-970357,Consumer,APAC,Gold,,2024-12-07
CUST-790203,Automotive,LATAM,,28.0,2024-10-01
CUST-515032,Enterprise,EU,,33.0,2024-01-05
CUST-387813,Consumer,NA,Platinum,31.0,2025-11-07
CUST-108491,Enterprise,LATAM,Platinum,23.0,2024-03-26
CUST-693419,Automotive,NA,Platinum,32.0,2024-02-01
CUST-819112,Enterprise,APAC,Platinum,26.0,2024-11-23
CUST-916118,Enterprise,EU,Platinum,18.0,11/30/2025
CUST-880841,Enterprise,NA,Silver,18.0,2025-06-01
CUST-151426,Consumer,EU,Silver,34.0,2025-01-07
CUST-735863,Consumer,NA,Platinum,46.0,2024-07-25
CUST-881369,Consumer,APAC,Silver,,2025-01-14
CUST-620856,Consumer,APAC,,18.0,2025-09-13
CUST-973294,Consumer,EU,,24.0,2024-04-08
CUST-400096,Consumer,APAC,Platinum,38.0,2025-08-16
CUST-913423,Consumer,LATAM,Platinum,43.0,2024-11-06
CUST-937665,Enterprise,NA,,29.0,2025-12-18
CUST-341296,Automotive,APAC,Platinum,26.0,2025-10-03
CUST-736553,Consumer,LATAM,Platinum,47.0,2024-03-26
CUST-940886,Consumer,EU,,42.0,09/07/2025
CUST-469435,Enterprise,LATAM,Gold,,2024-04-30
CUST-329642,Consumer,EU,Silver,43.0,2024-01-11
CUST-767542,Enterprise,EU,Gold,28.0,07/02/2024
CUST-299367,Consumer,NA,,46.0,2025-10-06
CUST-751051,Consumer,NA,Silver,18.0,2025-04-08
CUST-362801,Automotive,LATAM,Platinum,46.0,2024-12-03
CUST-810687,Consumer,NA,Gold,,2024-08-07
CUST-892280,Consumer,NA,Gold,33.0,2025-08-14
CUST-855948,Enterprise,NA,Platinum,35.0,2025-04-24
CUST-904751,Consumer,LATAM,,23.0,2025-02-01
CUST-791201,Consumer,APAC,Silver,18.0,2024-08-06
CUST-813928,Automotive,NA,Silver,35.0,2025-11-02
CUST-979060,Consumer,NA,Platinum,40.0,2025-06-28
CUST-243423,Enterprise,LATAM,Silver,41.0,2025-09-29
CUST-758765,Consumer,APAC,Gold,40.0,2025-01-03
CUST-201883,Consumer,NA,Gold,38.0,2025-09-21
CUST-757937,Consumer,EU,Silver,23.0,2025-07-21
CUST-777737,Consumer,LATAM,Platinum,42.0,2024-05-20
CUST-141337,Automotive,NA,Platinum,22.0,2025-10-25
CUST-423939,Automotive,NA,Gold,46.0,2025-05-07
CUST-926918,Consumer,EU,,33.0,2024-04-03
CUST-562236,Enterprise,EU,Gold,33.0,2024-01-30
CUST-134985,Consumer,LATAM,,43.0,2024-05-29
CUST-707727,Consumer,LATAM,Silver,45.0,11/27/2024
CUST-482584,Consumer,EU,,42.0,2024-06-04
CUST-867934,Consumer,LATAM,,24.0,2024-02-09
CUST-237795,Consumer,EU,Platinum,42.0,2025-02-11
CUST-194511,Enterprise,NA,,25.0,2025-05-06
CUST-409445,Consumer,EU,Silver,42.0,2024-06-21
CUST-442589,Consumer,EU,Platinum,18.0,2025-01-07
CUST-883790,Consumer,APAC,Platinum,32.0,2024-11-27
CUST-535686,Consumer,EU,,,2024-08-24
CUST-284171,Enterprise,EU,Silver,24.0,2024-10-09
CUST-310548,Consumer,APAC,Gold,43.0,2024-09-29
CUST-238579,Consumer,LATAM,,46.0,2024-07-10
CUST-924718,Consumer,APAC,,36.0,2024-02-06
CUST-665610,Consumer,NA,Silver,35.0,01/01/2024
CUST-483629,Consumer,APAC,Platinum,41.0,2025-08-01
CUST-656639,Consumer,NA,Platinum,46.0,2024-08-09
CUST-626169,Enterprise,LATAM,Platinum,34.0,2025-12-06
CUST-385765,Enterprise,APAC,Silver,28.0,2024-11-30
CUST-970813,Consumer,APAC,,41.0,2025-01-16
CUST-272537,Consumer,LATAM,Platinum,18.0,2024-08-24
CUST-369452,Consumer,NA,Silver,44.0,06/03/2025
CUST-964749,Consumer,APAC,,26.0,2025-03-04
CUST-605254,Consumer,NA,,31.0,2024-04-11
CUST-945664,Consumer,APAC,,44.0,2025-07-29
CUST-409478,Consumer,EU,Platinum,29.0,2025-07-31
CUST-882824,Consumer,APAC,Silver,41.0,2025-02-14
CUST-455168,Consumer,LATAM,,46.0,2024-07-04
CUST-943298,Consumer,LATAM,Platinum,35.0,2024-06-12
CUST-220764,Consumer,NA,Silver,37.0,2024-03-08
CUST-591081,Consumer,APAC,Silver,32.0,2024-04-11
CUST-178957,Consumer,NA,Gold,35.0,2025-04-12
CUST-247594,Enterprise,NA,Platinum,21.0,2025-03-31
CUST-890785,Consumer,EU,Platinum,30.0,2025-11-17
CUST-336574,Automotive,EU,Silver,19.0,2024-05-27
CUST-809176,Consumer,LATAM,Gold,24.0,2024-12-12
CUST-859396,Enterprise,NA,Gold,18.0,2024-02-28
CUST-807166,Consumer,LATAM,,,2025-04-25
CUST-516716,Enterprise,APAC,Gold,36.0,2025-07-17
CUST-986827,Enterprise,NA,Gold,52.0,2025-08-14
CUST-943671,Consumer,NA,Silver,28.0,2025-07-13
CUST-684384,Consumer,APAC,Platinum,44.0,2024-04-09
CUST-483542,Consumer,APAC,,46.0,2025-03-03
CUST-194689,Consumer,LATAM,Platinum,20.0,2025-11-23
CUST-929090,Consumer,LATAM,Platinum,23.0,2025-10-24
CUST-513741,Consumer,APAC,Silver,44.0,2025-03-11
CUST-114594,Consumer,LATAM,Platinum,32.0,2025-11-26
CUST-377304,Consumer,APAC,Platinum,19.0,2025-05-04
CUST-662636,Enterprise,NA,Gold,26.0,2025-12-08
CUST-229592,Consumer,NA,Silver,38.0,2025-01-10
CUST-576877,Automotive,EU,Silver,25.0,2025-12-24
CUST-486490,Consumer,NA,Platinum,,09/06/2025
CUST-805511,Consumer,APAC,,18.0,2025-04-10
CUST-885395,Consumer,LATAM,Platinum,30.0,2024-04-10
CUST-805000,Consumer,EU,Platinum,31.0,2025-03-15
CUST-374896,Enterprise,LATAM,Silver,34.0,2025-06-22
CUST-712955,Consumer,APAC,,47.0,2025-09-24
CUST-499534,Enterprise,NA,Silver,34.0,2025-06-15
CUST-962367,Consumer,EU,Silver,,2025-02-02
CUST-769567,Consumer,APAC,Silver,36.0,2024-05-08
CUST-489518,Consumer,EU,,45.0,2025-01-30
CUST-213609,Consumer,EU,Platinum,34.0,2025-08-28
CUST-807617,Consumer,NA,Platinum,,2025-04-16
CUST-345180,Consumer,APAC,,57.0,05/22/2024
CUST-594379,Consumer,LATAM,Gold,20.0,2025-03-20
CUST-126240,Consumer,EU,Silver,,06/25/2025
CUST-749641,Consumer,EU,,23.0,2025-12-22
CUST-688678,Consumer,LATAM,Platinum,40.0,2024-12-19
CUST-443939,Consumer,APAC,Gold,47.0,2025-07-13
CUST-739717,Consumer,EU,Silver,31.0,2024-08-23
CUST-332120,Consumer,EU,Platinum,22.0,2024-08-18
CUST-779112,Consumer,EU,Gold,53.0,2025-03-04
CUST-166287,Consumer,APAC,,25.0,06/22/2024
CUST-766269,Consumer,APAC,,37.0,2024-07-04
CUST-963874,Consumer,LATAM,Platinum,48.0,2025-05-11
CUST-586819,Enterprise,APAC,Silver,29.0,2025-11-17
CUST-835132,Consumer,APAC,Platinum,27.0,2024-04-13
CUST-416869,Consumer,NA,Gold,27.0,09/06/2025
CUST-780776,Consumer,LATAM,Gold,43.0,2024-07-12
CUST-528129,Consumer,EU,Gold,45.0,2024-06-12
CUST-222343,Consumer,APAC,Gold,34.0,2024-01-02
CUST-246566,Consumer,EU,Gold,54.0,2025-05-06
CUST-147549,Enterprise,EU,,34.0,2024-10-13
CUST-139019,Consumer,NA,Silver,48.0,2025-07-01
CUST-419149,Consumer,APAC,Platinum,29.0,2024-07-24
CUST-616554,Consumer,LATAM,Silver,59.0,2024-11-13
CUST-221761,Consumer,APAC,Gold,51.0,2024-08-17
CUST-201913,Consumer,EU,Silver,32.0,2024-02-14
CUST-346205,Consumer,LATAM,Gold,49.0,2024-01-09
