campaign_id,date,region,impressions,clicks,conversions,spend,attributed_revenue,utm_source,utm_medium
CMP-131904,2025-01-02,NA,35856.0,688,49.0,266.43,25268.33,google,(none)
CMP-663852,2025-07-09,NA,21268.0,427,33.0,233.37,12289.26,tiktok,cpc
CMP-391228,2025-05-24,NA,11847.0,422,8.0,123.47,2849.42,,(none)
CMP-743829,2024-02-08,EU,5505.0,81,1.0,106.14,492.53,google,affiliate
CMP-181998,2025-03-27,NA,4648.0,150,1.0,84.37,351.5,(not set),organic
CMP-873276,2024-01-21,EU,5816.0,27,1.0,69.76,474.66,partner,email
CMP-685005,2025-07-12,LATAM,20273.0,689,17.0,345.32,5750.68,,cpc
CMP-670512,2024-08-18,EU,9822.0,121,0.0,82.92,0.0,,email
CMP-105887,2024-09-25,APAC,3957.0,12,0.0,21.31,0.0,partner,cpc
CMP-663852,2024-02-09,LATAM,4164.0,181,11.0,77.63,3724.72,tiktok,organic
CMP-208933,2024-02-20,APAC,10028.0,334,19.0,103.0,6489.16,email,organic
CMP-198679,2025-05-24,NA,11065.0,141,9.0,71.79,4443.72,meta,email
CMP-857213,2024-11-10,NA,12431.0,345,18.0,250.04,6490.07,(not set),cpc
CMP-250295,2025-09-30,NA,26287.0,587,,193.25,4771.35,email,cpc
CMP-591461,2024-12-23,NA,20725.0,924,18.0,$367.33,3264.57,,(none)
CMP-734152,2024-08-28,APAC,5983.0,137,1.0,89.98,371.14,(not set),organic
CMP-686317,2025-12-16,EU,9094.0,332,20.0,187.95,8838.35,email,affiliate
CMP-754836,12-Jun-2025,APAC,7254.0,29,1.0,95.55,500.54,,cpc
CMP-301998,10-Sep-2024,NA,6264.0,156,12.0,55.28,2581.64,,organic
CMP-426905,2024-08-26,LATAM,6390.0,253,6.0,123.51,2629.35,tiktok,paid_social
CMP-715354,2024-05-18,APAC,16714.0,479,24.0,166.35,5274.54,meta,organic
CMP-249824,2024-08-31,NA,9012.0,195,10.0,50.57,4894.87,email,email
CMP-546867,2024-07-09,APAC,6475.0,271,,130.83,5246.34,google,email
CMP-883945,2024-04-29,APAC,44976.0,1321,28.0,336.19,9755.56,google,
CMP-501035,2025-04-03,NA,14594.0,114,11.0,191.59,3265.14,email,
CMP-366086,2024-06-09,NA,7837.0,123,2.0,167.76,,email,
CMP-113625,2025-04-11,EU,4455.0,142,2.0,91.05,745.34,tiktok,cpc
CMP-326955,2024-11-06,LATAM,22046.0,627,5.0,258.65,1271.65,email,cpc
CMP-462798,2024-05-08,APAC,18804.0,440,11.0,$354.97,2738.31,(not set),(none)
CMP-873078,2025-07-18,NA,5014.0,200,4.0,34.1,918.49,google,cpc
CMP-495637,2024-05-10,LATAM,13825.0,420,4.0,248.98,723.88,google,(none)
CMP-487484,2025-05-05,APAC,8467.0,160,15.0,181.22,3424.28,google,(none)
CMP-305349,2024-06-08,EU,6639.0,283,12.0,75.41,5115.21,meta,organic
CMP-130237,2024-08-15,NA,5769.0,58,1.0,$90.13,452.61,partner,email
CMP-501548,2024-09-11,EU,4489.0,70,1.0,80.96,,email,organic
CMP-755643,2024-03-30,NA,8320.0,282,16.0,43.46,2595.53,google,cpc
CMP-362709,2025-02-20,NA,9273.0,351,3.0,50.72,,,
CMP-397992,2025-12-12,EU,20109.0,397,11.0,309.42,3761.48,meta,cpc
CMP-580870,2025-03-04,APAC,12316.0,46,0.0,178.2,,google,email
CMP-686317,2025-06-26,APAC,15662.0,554,7.0,314.99,3360.99,email,organic
CMP-113625,2025-02-12,EU,16449.0,416,13.0,241.13,4690.91,google,affiliate
CMP-818660,2025-03-22,LATAM,14437.0,526,25.0,73.26,5774.47,tiktok,(none)
CMP-742693,2025-07-09,NA,3887.0,120,10.0,52.02,4147.09,google,paid_social
CMP-154724,2025-06-23,EU,12858.0,558,23.0,264.89,8366.56,meta,email
CMP-111190,2025-05-01,EU,7928.0,304,6.0,49.34,1219.59,google,cpc
CMP-100258,2024-08-22,NA,3216.0,106,5.0,48.72,1183.78,tiktok,cpc
CMP-759367,2024-08-08,LATAM,8606.0,362,20.0,145.95,9611.64,tiktok,organic
CMP-651553,2024-03-19,LATAM,9423.0,348,21.0,120.2,7425.11,google,paid_social
CMP-887046,2025-09-01,APAC,12516.0,292,8.0,213.11,1999.07,meta,cpc
CMP-772844,2024-02-16,EU,19578.0,792,18.0,381.59,9005.49,meta,organic
CMP-691040,2024-02-23,APAC,21018.0,635,30.0,237.56,,tiktok,paid_social
CMP-367124,22-Oct-2024,NA,4258.0,85,,34.98,2157.05,google,organic
CMP-238043,2025-05-08,EU,19177.0,238,15.0,317.3,7042.64,email,
CMP-828864,2025-06-17,EU,16095.0,665,42.0,309.56,10225.91,meta,organic
CMP-199315,2024-10-16,EU,14321.0,533,15.0,298.21,4181.86,email,paid_social
CMP-755643,29-Jan-2025,LATAM,10266.0,111,3.0,137.55,1466.89,partner,affiliate
CMP-903266,2024-04-03,LATAM,8732.0,165,2.0,151.84,416.95,google,cpc
CMP-556564,2024-11-18,NA,6477.0,186,2.0,42.87,895.16,(not set),organic
CMP-576557,13-Apr-2025,APAC,16954.0,356,35.0,227.82,,email,paid_social
CMP-462798,2025-08-23,LATAM,25916.0,597,8.0,391.36,3864.88,email,paid_social
CMP-721427,24-Mar-2024,LATAM,17870.0,752,34.0,156.31,16092.8,google,organic
CMP-989433,2025-12-21,LATAM,7805.0,83,7.0,155.57,1374.28,meta,paid_social
CMP-113625,2025-01-10,NA,16217.0,707,40.0,354.94,12808.12,partner,organic
CMP-721427,2024-11-27,APAC,3409.0,138,4.0,63.62,754.82,google,organic
CMP-927289,2024-04-21,EU,11017.0,397,21.0,45.14,5070.55,(not set),paid_social
CMP-687712,2025-08-20,NA,13993.0,322,7.0,120.65,2390.27,,(none)
CMP-111190,2024-05-08,NA,5796.0,22,1.0,93.92,346.39,meta,organic
CMP-838474,2025-11-19,LATAM,2507.0,26,1.0,50.9,343.87,google,(none)
CMP-736249,2024-06-25,APAC,17375.0,274,15.0,344.4,6133.59,google,affiliate
CMP-714663,25-Jun-2025,NA,,311,12.0,,4201.93,meta,organic
CMP-225228,2024-09-29,EU,18219.0,476,24.0,373.27,,partner,organic
CMP-426905,2025-07-05,LATAM,15827.0,137,6.0,88.69,1205.11,tiktok,
CMP-791397,2025-05-08,EU,11320.0,463,,185.62,2730.12,(not set),organic
CMP-448824,2024-09-27,APAC,7558.0,337,18.0,$94.97,6903.52,(not set),paid_social
CMP-909478,2025-08-22,NA,12798.0,42,1.0,196.2,266.9,google,cpc
CMP-594601,2024-06-23,APAC,6284.0,208,2.0,128.49,953.21,tiktok,cpc
CMP-778657,2025-03-27,NA,23848.0,222,20.0,334.83,8251.88,(not set),email
CMP-326955,2025-09-28,NA,7366.0,169,4.0,96.53,907.72,(not set),cpc
CMP-601989,2024-12-23,APAC,6038.0,191,1.0,,224.45,(not set),cpc
CMP-199315,2025-07-29,APAC,13642.0,86,6.0,274.52,3063.78,google,paid_social
CMP-721427,2024-05-14,APAC,12989.0,355,8.0,127.23,2371.43,meta,(none)
CMP-685005,2024-10-20,LATAM,6472.0,197,1.0,38.22,,partner,organic
CMP-522857,2025-03-26,EU,50403.0,2258,104.0,434.23,52334.61,(not set),organic
CMP-272824,2025-12-06,LATAM,14777.0,115,7.0,261.13,3286.29,partner,organic
CMP-935593,2025-11-18,EU,5373.0,181,16.0,71.87,6461.99,tiktok,(none)
CMP-312429,2025-07-02,EU,14686.0,151,0.0,102.23,,email,email
CMP-195775,20-Oct-2025,LATAM,13211.0,203,3.0,56.31,800.82,partner,
CMP-517641,2025-11-20,NA,3669.0,147,7.0,36.35,1293.39,partner,
CMP-974579,2024-09-24,NA,7438.0,332,14.0,153.81,,email,cpc
CMP-742693,2024-06-21,NA,22619.0,897,89.0,134.72,34460.98,(not set),email
CMP-305349,2025-11-29,LATAM,26006.0,445,22.0,457.05,10588.75,(not set),
CMP-113625,2024-04-03,LATAM,4716.0,18,0.0,50.03,0.0,,cpc
CMP-397992,2025-09-13,APAC,5273.0,124,4.0,104.63,1914.5,tiktok,organic
CMP-154724,2024-03-08,APAC,6424.0,92,,112.56,832.41,(not set),organic
CMP-504257,2025-09-08,EU,7782.0,233,,143.56,,meta,paid_social
CMP-446198,2024-06-20,EU,9519.0,51,1.0,143.88,391.52,meta,paid_social
CMP-113625,2025-09-28,LATAM,10518.0,149,13.0,$104.41,6381.46,google,(none)
CMP-486785,2024-09-10,APAC,7850.0,76,1.0,37.62,417.05,email,email
CMP-921417,2024-02-02,LATAM,12242.0,135,6.0,107.25,1029.83,email,paid_social
CMP-472235,2025-02-21,NA,8589.0,242,9.0,41.47,2639.37,(not set),cpc
CMP-375710,2025-07-29,LATAM,29125.0,721,4.0,417.57,1925.98,tiktok,organic
CMP-656464,2024-12-21,LATAM,6829.0,295,14.0,$44.68,5222.24,email,email
CMP-946446,2025-06-13,LATAM,14731.0,660,60.0,132.8,22062.91,(not set),organic
CMP-272824,2024-12-21,LATAM,8809.0,219,8.0,112.01,3929.42,meta,paid_social
CMP-911513,2025-09-11,LATAM,6417.0,154,7.0,,3567.94,google,email
CMP-685005,2025-06-23,EU,8329.0,301,14.0,63.04,4264.3,partner,cpc
CMP-838474,2024-10-28,NA,4293.0,125,2.0,68.04,592.72,google,organic
CMP-903266,2025-11-18,NA,6242.0,29,1.0,79.97,362.63,,affiliate
CMP-977944,2024-08-10,NA,8560.0,159,1.0,103.51,242.42,google,organic
CMP-778657,2025-05-02,EU,9854.0,289,27.0,134.96,10527.09,meta,email
CMP-326955,2025-03-22,APAC,19824.0,583,25.0,307.77,10036.35,email,cpc
CMP-691040,2024-11-07,EU,21278.0,424,19.0,123.49,9033.13,meta,(none)
CMP-946514,2024-04-11,NA,15446.0,234,6.0,285.21,2335.89,(not set),email
CMP-272824,2025-09-23,NA,4783.0,206,3.0,19.51,1206.77,google,affiliate
CMP-114815,2024-12-05,LATAM,5871.0,169,12.0,100.8,,google,affiliate
CMP-397992,2024-09-30,LATAM,6467.0,193,6.0,44.36,2232.83,google,cpc
CMP-202210,2024-07-08,APAC,3782.0,152,4.0,60.67,1526.95,email,organic
CMP-754836,2025-10-04,APAC,18731.0,221,13.0,344.26,5631.88,partner,affiliate
CMP-483450,2024-07-17,APAC,3377.0,60,0.0,62.13,0.0,partner,email
CMP-274185,2024-05-12,NA,8933.0,304,25.0,193.66,5704.67,meta,email
CMP-282212,2025-10-08,EU,6193.0,94,6.0,$115.22,,meta,cpc
CMP-135156,2024-03-07,LATAM,4199.0,148,2.0,90.02,687.53,,affiliate
CMP-908184,2024-05-26,LATAM,3591.0,53,1.0,$15.55,409.28,tiktok,(none)
CMP-135156,2025-08-29,NA,30571.0,574,16.0,321.28,4378.15,meta,cpc
CMP-776153,25-Mar-2025,APAC,16303.0,385,5.0,194.53,2495.29,,affiliate
CMP-656464,2024-12-25,APAC,6994.0,100,5.0,146.71,1130.3,email,email
CMP-260633,2025-06-15,APAC,15465.0,645,28.0,248.69,11773.31,google,affiliate
CMP-960623,2024-12-13,EU,8598.0,382,14.0,109.82,6198.98,meta,(none)
CMP-588715,2024-01-24,NA,9024.0,397,22.0,164.92,6507.22,email,paid_social
CMP-461714,2024-07-19,APAC,27298.0,670,12.0,558.49,3119.63,email,organic
CMP-779003,2025-08-26,NA,18653.0,635,11.0,366.77,4338.91,partner,cpc
CMP-326955,2025-06-04,NA,6390.0,131,4.0,59.38,1908.6,email,paid_social
CMP-238043,2024-02-10,APAC,11170.0,426,23.0,113.05,10316.77,tiktok,cpc
CMP-207978,2025-01-25,APAC,3469.0,110,4.0,47.72,1148.09,email,paid_social
CMP-627217,2025-09-22,NA,7062.0,273,12.0,62.76,4087.3,tiktok,cpc
CMP-264052,2024-02-02,NA,5511.0,247,4.0,91.31,,tiktok,organic
CMP-366086,2025-04-01,EU,5171.0,219,8.0,52.95,2990.32,google,paid_social
CMP-517641,2025-03-30,NA,21046.0,569,12.0,248.75,4483.63,(not set),organic
CMP-946446,2025-09-04,LATAM,30030.0,936,30.0,499.3,14771.38,email,cpc
CMP-154724,2025-07-15,NA,10514.0,238,6.0,105.74,2021.25,google,(none)
CMP-253607,2024-05-24,EU,11495.0,246,1.0,94.93,,google,cpc
CMP-564915,2025-05-04,APAC,5266.0,30,0.0,102.03,,partner,affiliate
CMP-743829,2025-02-07,LATAM,9030.0,194,10.0,73.94,3703.15,email,affiliate
CMP-429500,2025-07-25,EU,14161.0,120,,126.34,0.0,email,paid_social
CMP-146050,2024-04-26,NA,,75,1.0,87.17,448.59,meta,organic
CMP-843764,2024-06-13,APAC,31590.0,631,37.0,161.87,10902.07,,cpc
CMP-588715,2024-12-31,APAC,4430.0,172,7.0,96.01,,google,organic
CMP-111190,2025-11-17,APAC,33055.0,1176,40.0,167.93,12244.2,(not set),affiliate
CMP-883945,2025-01-22,NA,6653.0,60,2.0,140.0,929.9,(not set),affiliate
CMP-304355,2025-04-25,NA,3177.0,44,2.0,43.2,882.16,email,cpc
CMP-942377,2025-03-25,APAC,34170.0,1434,33.0,$263.57,10065.26,(not set),cpc
CMP-734152,2024-08-28,LATAM,6623.0,259,25.0,136.55,11745.98,email,organic
CMP-744794,2024-03-01,NA,11796.0,527,28.0,193.34,6160.91,google,paid_social
CMP-627217,2025-05-04,NA,17051.0,402,10.0,101.73,1786.31,google,cpc
CMP-580870,2024-10-17,LATAM,7414.0,146,2.0,43.47,604.65,meta,paid_social
CMP-686986,2025-01-15,NA,4273.0,135,3.0,24.16,1168.0,tiktok,paid_social
CMP-232858,2025-09-25,APAC,7482.0,134,1.0,157.6,,(not set),affiliate
CMP-779003,2025-03-27,NA,21872.0,926,15.0,406.44,6887.83,google,organic
CMP-636561,2024-10-01,NA,8978.0,47,3.0,$46.09,1122.25,tiktok,(none)
CMP-762951,2025-08-09,APAC,4971.0,198,9.0,102.74,2460.24,partner,affiliate
CMP-627217,2024-09-23,LATAM,18976.0,74,3.0,152.07,984.53,partner,cpc
CMP-439044,2025-10-08,EU,5243.0,84,2.0,46.63,652.15,email,paid_social
CMP-908184,2025-02-28,EU,15324.0,52,0.0,290.94,0.0,partner,paid_social
CMP-903266,2024-01-20,NA,4546.0,137,,$66.9,3089.67,meta,email
CMP-442978,2025-10-06,APAC,14326.0,110,5.0,279.26,2301.69,tiktok,organic
CMP-517641,2024-08-18,LATAM,13512.0,121,4.0,114.58,1569.61,tiktok,cpc
CMP-672089,2024-01-22,LATAM,9720.0,64,6.0,176.46,1394.08,email,email
CMP-596446,21-Mar-2025,LATAM,24050.0,283,2.0,248.49,417.74,partner,(none)
CMP-946652,10-Jul-2025,APAC,14664.0,392,18.0,180.71,6397.76,meta,email
CMP-845108,2024-01-24,APAC,4091.0,16,,70.18,0.0,tiktok,organic
CMP-276264,2024-11-29,EU,22794.0,388,34.0,289.97,16450.82,google,(none)
CMP-448824,2024-02-29,APAC,9077.0,317,23.0,121.02,8809.09,email,organic
CMP-742693,2024-06-15,LATAM,13257.0,568,53.0,209.17,21029.27,email,organic
CMP-286659,2024-06-23,NA,16220.0,479,24.0,256.95,6426.13,meta,
CMP-260633,2024-04-21,EU,8780.0,96,0.0,127.73,0.0,partner,organic
CMP-838474,2025-04-10,NA,,97,1.0,55.29,179.54,email,cpc
CMP-417255,2025-06-24,NA,8253.0,275,3.0,35.15,1501.99,tiktok,organic
CMP-857213,28-Apr-2024,EU,16868.0,733,25.0,227.21,7306.76,partner,cpc
CMP-300261,2024-06-10,APAC,7033.0,146,7.0,47.39,2039.14,partner,organic
CMP-946446,2024-03-07,EU,6930.0,233,15.0,34.87,2521.12,(not set),(none)
CMP-301998,2024-04-07,NA,12737.0,226,,126.7,6406.14,email,email
CMP-699975,2024-10-26,NA,20671.0,148,5.0,105.94,1116.7,meta,(none)
CMP-448824,2025-11-30,LATAM,13628.0,227,16.0,293.41,4532.92,meta,organic
CMP-556564,2025-07-17,LATAM,2461.0,77,1.0,,,(not set),email
CMP-759367,2025-07-23,EU,10358.0,329,5.0,144.89,1576.1,(not set),
CMP-319473,2025-06-05,NA,10056.0,403,21.0,46.26,,(not set),(none)
CMP-598560,2024-12-08,APAC,7250.0,190,17.0,147.49,,meta,paid_social
CMP-921417,2024-03-20,APAC,11405.0,381,21.0,120.31,9292.12,partner,organic
CMP-446198,2024-03-15,LATAM,5006.0,158,1.0,70.3,226.06,google,
CMP-723330,2025-11-09,NA,22903.0,1004,56.0,95.48,10573.39,email,email
CMP-286987,2025-02-21,APAC,34547.0,1219,52.0,636.25,13314.78,google,paid_social
CMP-613900,2024-12-15,LATAM,9177.0,128,0.0,180.65,0.0,email,email
CMP-636561,2025-09-15,NA,19977.0,878,65.0,108.82,24163.67,partner,paid_social
CMP-866150,2024-03-23,APAC,9647.0,170,11.0,,2794.95,tiktok,cpc
CMP-181998,2025-05-15,NA,7583.0,74,3.0,165.03,950.55,(not set),affiliate
CMP-352468,2025-05-18,NA,20894.0,721,41.0,277.37,17835.27,meta,organic
CMP-420602,2024-03-26,EU,3710.0,59,0.0,38.02,0.0,google,email
CMP-703618,30-May-2024,NA,13017.0,283,15.0,263.03,4644.77,(not set),organic
CMP-946514,2025-03-01,APAC,14110.0,560,4.0,281.39,1087.24,(not set),
CMP-324289,2025-12-20,APAC,3551.0,157,1.0,42.77,383.56,partner,email
CMP-778657,2024-02-01,EU,12737.0,367,28.0,217.03,12474.88,tiktok,organic
CMP-130237,2024-11-14,APAC,4911.0,93,5.0,55.83,1199.36,tiktok,cpc
CMP-300261,2024-12-10,NA,4029.0,119,5.0,34.25,2087.24,email,
CMP-300261,2025-03-27,APAC,13025.0,274,10.0,$273.89,2767.87,(not set),paid_social
CMP-989433,2024-01-05,NA,4427.0,77,6.0,27.99,1193.43,(not set),organic
CMP-478526,2025-09-29,LATAM,19169.0,366,14.0,131.8,3557.71,email,
CMP-598560,2024-02-21,NA,3328.0,88,2.0,38.64,732.31,google,email
CMP-387918,2025-06-02,EU,2119.0,79,7.0,43.07,2065.35,email,paid_social
CMP-764555,2025-11-16,EU,5324.0,84,4.0,54.26,1675.15,google,email
CMP-362709,2024-02-11,APAC,15656.0,656,13.0,253.38,2751.87,google,affiliate
CMP-904246,2024-11-01,LATAM,4959.0,40,0.0,32.2,0.0,tiktok,email
CMP-286987,2025-07-06,APAC,32982.0,274,14.0,632.23,5906.04,google,cpc
CMP-417255,2025-01-25,NA,9349.0,195,0.0,161.04,0.0,partner,(none)
CMP-387918,23-Feb-2025,LATAM,21057.0,118,8.0,110.12,2971.1,meta,cpc
CMP-160006,2024-01-27,APAC,5112.0,143,,27.73,2508.8,,email
CMP-994854,2025-01-26,EU,59362.0,1711,92.0,301.83,44305.69,email,paid_social
CMP-974579,2025-03-09,APAC,24901.0,325,3.0,,1535.13,google,organic
CMP-319473,2025-09-11,APAC,11531.0,291,5.0,250.13,1953.73,partner,organic
CMP-764555,2024-06-05,NA,6170.0,237,11.0,63.99,3950.51,google,affiliate
CMP-501035,2024-05-31,NA,28642.0,405,20.0,576.06,8643.98,google,affiliate
CMP-375710,2024-10-04,NA,8846.0,88,4.0,129.17,1618.17,meta,paid_social
CMP-989433,2024-08-22,APAC,6777.0,249,9.0,47.24,2665.71,google,affiliate
CMP-847960,2024-12-15,APAC,3282.0,19,0.0,21.86,0.0,google,(none)
CMP-472235,2024-11-12,NA,10092.0,166,9.0,80.02,1521.56,partner,
CMP-226080,09-Jun-2024,EU,18313.0,519,,363.26,16639.36,(not set),email
CMP-699975,2024-03-10,LATAM,15195.0,475,6.0,110.48,1198.16,meta,cpc
CMP-754836,2024-01-03,APAC,12108.0,515,36.0,220.59,,google,cpc
CMP-160006,2025-06-28,EU,6529.0,263,22.0,118.35,3981.75,google,paid_social
CMP-485115,2024-05-12,APAC,9112.0,94,3.0,79.59,1385.54,email,email
CMP-946446,2025-10-07,LATAM,10340.0,279,13.0,86.16,6574.18,partner,affiliate
CMP-778657,2024-04-28,NA,3809.0,77,5.0,27.85,2281.06,email,cpc
CMP-597526,2025-03-28,APAC,19091.0,463,6.0,84.94,2970.42,tiktok,cpc
CMP-343092,2024-04-22,APAC,4654.0,38,2.0,73.29,566.04,email,organic
CMP-743829,2024-01-11,NA,9148.0,252,8.0,180.83,3123.21,email,(none)
CMP-165352,2024-12-03,APAC,7735.0,289,1.0,124.36,244.14,email,email
CMP-222994,2025-10-17,EU,16384.0,595,25.0,$298.54,7993.7,email,cpc
CMP-186847,14-Jan-2024,EU,5577.0,217,1.0,30.69,439.49,meta,organic
CMP-797137,2024-05-26,APAC,14001.0,403,22.0,221.21,8648.01,google,paid_social
CMP-117484,2024-01-27,NA,46974.0,1639,86.0,409.35,32854.54,google,(none)
CMP-517641,2025-03-12,EU,3758.0,93,0.0,27.54,,meta,
CMP-887046,2025-03-30,APAC,12152.0,97,3.0,119.36,1079.74,google,cpc
CMP-250295,2025-01-08,LATAM,10037.0,395,10.0,103.93,3206.03,email,cpc
CMP-843764,2025-03-27,EU,3471.0,25,1.0,14.32,341.22,meta,paid_social
CMP-483450,2025-03-11,NA,13866.0,395,2.0,269.99,597.2,google,email
CMP-375710,2024-10-25,EU,26512.0,1165,,556.86,,meta,email
CMP-721427,2025-03-18,APAC,17031.0,537,28.0,301.44,8142.38,email,(none)
CMP-546070,2025-10-31,APAC,2656.0,99,9.0,21.48,1680.07,email,(none)
CMP-539953,2024-10-06,LATAM,19739.0,183,9.0,431.49,1614.97,(not set),
CMP-852908,2024-06-02,LATAM,8310.0,197,7.0,92.13,,partner,paid_social
CMP-522857,2024-02-09,EU,15166.0,657,15.0,$208.49,6791.97,(not set),email
CMP-742693,2024-04-01,LATAM,25367.0,473,24.0,,11276.83,email,organic
CMP-691040,2024-05-26,NA,22607.0,993,,272.82,2722.67,email,(none)
CMP-517641,2025-09-24,NA,1512.0,5,,7.58,,(not set),cpc
CMP-804633,2024-07-28,LATAM,19127.0,274,7.0,178.44,1741.72,email,organic
CMP-558482,2025-06-07,NA,3022.0,65,2.0,42.23,758.61,partner,organic
CMP-974098,2024-08-12,APAC,3361.0,30,0.0,53.69,0.0,google,(none)
CMP-264052,2024-04-13,EU,5942.0,134,5.0,$46.29,2348.12,google,(none)
CMP-365329,2024-04-11,APAC,8021.0,208,7.0,100.29,3416.08,(not set),organic
CMP-442978,2024-06-16,EU,15930.0,542,38.0,212.85,7240.71,partner,paid_social
CMP-462798,2024-02-20,NA,,119,6.0,114.01,2853.47,google,(none)
CMP-501548,2024-02-28,APAC,6888.0,257,12.0,54.3,3852.43,tiktok,(none)
CMP-501035,2024-03-27,LATAM,7485.0,121,6.0,67.48,2740.98,google,paid_social
CMP-691040,2024-01-19,NA,17440.0,652,29.0,286.15,10353.83,email,organic
CMP-647341,2025-05-06,APAC,14212.0,555,4.0,158.82,,meta,cpc
CMP-818660,2024-09-13,LATAM,7739.0,296,4.0,124.83,1154.62,tiktok,organic
CMP-720935,2024-01-05,EU,12709.0,211,4.0,,1775.55,google,organic
CMP-274185,2025-08-27,NA,22657.0,744,28.0,290.55,5247.63,email,organic
CMP-636561,2025-06-11,EU,6612.0,266,16.0,94.03,3497.26,tiktok,affiliate
CMP-723330,2025-11-25,LATAM,20244.0,119,4.0,251.51,812.34,(not set),organic
CMP-791397,2025-12-16,APAC,8601.0,119,5.0,175.76,1350.73,meta,affiliate
CMP-352468,2024-04-22,EU,20244.0,720,49.0,441.62,11438.43,partner,affiliate
CMP-319473,2024-04-04,NA,11868.0,240,5.0,104.82,2047.8,(not set),
CMP-745804,2024-11-26,APAC,8232.0,228,4.0,52.52,,email,paid_social
CMP-485115,2024-10-03,EU,3595.0,64,0.0,44.41,0.0,tiktok,paid_social
CMP-746944,15-Oct-2024,EU,3612.0,38,0.0,45.13,,email,cpc
CMP-324289,2024-05-30,NA,15698.0,548,23.0,180.32,6059.34,partner,affiliate
CMP-762951,2025-01-19,LATAM,10996.0,282,15.0,217.52,4805.78,tiktok,(none)
CMP-492383,2025-06-28,LATAM,5620.0,24,2.0,49.27,578.48,partner,cpc
CMP-857213,2024-04-17,APAC,7689.0,284,3.0,94.59,612.13,meta,organic
CMP-588715,2025-03-14,NA,7045.0,174,8.0,113.94,2746.41,email,email
CMP-691040,2024-05-19,NA,11769.0,444,7.0,223.07,1816.44,tiktok,organic
CMP-840551,2024-06-24,LATAM,5771.0,41,2.0,42.82,559.97,(not set),email
CMP-388307,2025-04-18,EU,9951.0,251,6.0,195.66,2905.54,partner,cpc
CMP-845108,2024-06-30,EU,6869.0,81,2.0,63.14,646.5,email,email
CMP-594601,2024-08-05,LATAM,8710.0,303,8.0,65.73,2310.95,partner,cpc
CMP-285501,2024-01-01,NA,8996.0,121,3.0,109.63,800.09,email,paid_social
CMP-285501,2025-11-12,APAC,34289.0,1536,72.0,564.54,33678.15,tiktok,affiliate
CMP-886364,23-Nov-2024,LATAM,15152.0,307,9.0,73.43,2349.29,meta,affiliate
CMP-312429,2025-03-13,APAC,15629.0,288,11.0,193.11,,partner,email
CMP-517641,2025-03-29,EU,4632.0,50,1.0,80.22,258.2,meta,cpc
CMP-362709,2025-04-30,NA,7350.0,276,14.0,$75.78,5674.04,google,cpc
CMP-274185,2025-08-31,EU,11678.0,115,8.0,$135.4,3953.95,,
CMP-539953,2025-11-29,NA,7395.0,166,1.0,93.56,446.38,email,cpc
CMP-596446,2024-11-18,LATAM,12506.0,480,16.0,96.51,2581.74,partner,cpc
CMP-942377,2025-12-26,APAC,13115.0,579,32.0,117.18,12472.25,meta,
CMP-647689,2025-12-16,LATAM,14844.0,570,5.0,298.91,1505.63,meta,cpc
CMP-613900,2025-07-28,NA,29635.0,687,20.0,401.94,7506.81,google,cpc
CMP-126524,2025-04-10,APAC,14256.0,452,,297.38,1832.31,partner,paid_social
CMP-737058,2024-01-14,APAC,31104.0,805,14.0,372.31,3538.22,partner,paid_social
CMP-222994,2025-01-11,LATAM,22227.0,242,20.0,432.87,8297.62,meta,paid_social
CMP-828864,2025-10-25,EU,6746.0,79,2.0,47.25,452.53,partner,cpc
CMP-686317,2025-09-27,NA,2522.0,38,2.0,,941.88,email,paid_social
CMP-431853,2025-03-19,EU,12919.0,153,8.0,206.11,4035.09,(not set),(none)
CMP-113625,2024-08-08,EU,16635.0,560,36.0,76.0,10349.96,google,(none)
CMP-786927,2025-03-28,NA,7432.0,130,4.0,64.22,1024.7,email,cpc
CMP-390956,2024-02-18,NA,17712.0,544,22.0,385.27,4735.55,meta,
CMP-576557,2024-10-21,APAC,10365.0,45,3.0,123.32,943.13,google,organic
CMP-442978,2025-09-11,APAC,9641.0,207,8.0,115.4,2385.44,meta,cpc
CMP-746944,2024-04-10,LATAM,3439.0,146,14.0,65.75,7231.69,partner,paid_social
CMP-989433,2025-12-30,APAC,14929.0,299,23.0,113.83,10403.0,google,(none)
CMP-720935,2024-11-30,APAC,9020.0,58,1.0,169.53,428.98,meta,email
CMP-556564,2025-07-07,NA,28347.0,305,12.0,$117.46,5519.49,partner,email
CMP-797137,2024-03-29,NA,7494.0,184,10.0,94.48,3159.11,google,cpc
CMP-146050,2024-08-06,LATAM,2699.0,26,1.0,29.7,350.48,partner,organic
CMP-986888,2024-01-08,EU,6430.0,24,0.0,94.84,0.0,(not set),organic
CMP-253607,2024-03-28,LATAM,4566.0,35,1.0,75.93,507.83,meta,(none)
CMP-439044,2024-06-03,EU,7303.0,47,2.0,140.37,,google,
CMP-563555,2025-11-14,APAC,51395.0,1166,53.0,1130.54,22037.07,email,paid_social
CMP-319473,2024-03-14,APAC,32065.0,1009,41.0,529.52,11609.58,meta,organic
CMP-791397,2024-12-14,APAC,20754.0,108,5.0,387.04,1738.88,,cpc
CMP-779003,2025-08-19,NA,6710.0,276,8.0,48.35,2320.83,(not set),affiliate
