shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_date,actual_delivery_date,shipping_cost,status
SHP-764602072,ORD-8964067,WH-015,UPS,2024-01-07,2024-01-12,2024-01-12,40.45,label_created
SHP-564501861,ORD-4494570,WH-008,UPS,2025-09-24,2025-10-01,2025-10-02,20.08,delivered
SHP-842917067,ORD-6680973,,FedEx,2025-06-16,2025-06-18,2025-06-19,10.01,in_transit
SHP-897942914,ORD-6092171,WH-014,CEVA,2025-01-21,2025-01-31,2025-01-31,38.97,delivered
SHP-882235575,ORD-8936280,WH-007,CEVA,2024-04-02,2024-04-04,2024-04-07,25.09,delivered
SHP-423859108,ORD-3689639,WH-016,FedEx,2024-05-23,02/06/2024,2024-06-01,26.68,delivered
SHP-630906284,ORD-6075767,WH-012,UPS,2025-06-03,2025-06-10,2025-06-11,13.83,in_transit
SHP-341660684,ORD-3490082,WH-010,USPS,2025-06-12,19/06/2025,,33.76,in_transit
SHP-494819125,ORD-1206723,WH-011,UPS,2024-05-24,2024-06-03,2024-06-03,29.15,label_created
SHP-428399101,ORD-8760991,WH-011,Maersk,2025-09-19,2025-09-26,2025-09-26,14.68,delivered
SHP-514496311,ORD-9025100,WH-007,CEVA,2025-09-02,2025-09-09,2025-09-09,20.29,in_transit
SHP-354630971,ORD-8467981,WH-002,UPS,2025-04-11,2025-04-14,2025-04-13,31.07,exception
SHP-646478635,ORD-3555472,WH-016,UPS,2024-06-30,2024-07-03,2024-07-04,44.84,in_transit
SHP-709989759,ORD-4563266,,FedEx,2025-05-04,2025-05-09,2025-05-12,44.66,in_transit
SHP-991868650,ORD-9556591,WH-007,FedEx,2024-04-14,2024-04-19,2024-04-19,18.09,exception
SHP-658387586,ORD-8369602,WH-008,DHL,2024-09-02,2024-09-05,2024-09-05,36.9,delivered
SHP-162167423,ORD-9661960,WH-016,DB Schenker,2024-07-06,2024-07-08,2024-07-13,38.57,label_created
SHP-961692776,ORD-8151948,WH-015,FedEx,2024-08-22,2024-08-29,2024-08-29,39.97,exception
SHP-897577377,ORD-8181286,WH-013,CEVA,2025-11-18,2025-11-23,2025-11-23,29.97,delivered
SHP-681130121,ORD-7394340,WH-013,FedEx,2025-04-23,2025-04-28,2025-04-27,6.44,delivered
SHP-394366915,ORD-8145034,WH-008,FedEx,2025-04-04,2025-04-14,2025-04-15,37.99,delivered
SHP-431452479,ORD-1281416,WH-002,UPS,2025-10-22,2025-10-27,,10.48,delivered
SHP-161928670,ORD-5323370,WH-012,CEVA,2024-07-16,2024-07-19,2024-07-20,10.91,delivered
SHP-420094859,ORD-4280839,WH-009,DHL,2024-06-18,2024-06-25,,31.44,returned
SHP-816420633,ORD-7790563,WH-012,UPS,2024-09-23,2024-09-26,2024-09-25,47.31,delivered
SHP-475334247,ORD-7931838,WH-009,FedEx,2025-09-13,2025-09-20,2025-09-20,16.19,delivered
SHP-858604482,ORD-8987729,WH-006,USPS,2025-03-22,2025-04-01,2025-04-01,33.12,
SHP-183873285,ORD-9677378,WH-001,FedEx,2025-12-19,2025-12-22,2025-12-22,18.75,delivered
SHP-440467914,ORD-3299339,WH-011,Maersk,2024-09-15,2024-09-25,2024-09-28,43.75,delivered
SHP-490938264,ORD-1861652,WH-003,CEVA,2025-12-21,2025-12-31,2025-12-31,30.93,in_transit
SHP-147708997,ORD-2262125,WH-007,UPS,2025-02-06,2025-02-13,2025-02-12,14.71,delivered
SHP-522827136,ORD-5854732,WH-003,FedEx,2025-02-11,2025-02-18,2025-02-20,17.01,label_created
SHP-338221359,ORD-7595689,WH-012,USPS,2024-04-24,2024-04-27,2024-04-27,24.16,label_created
SHP-639722804,ORD-2618589,WH-004,DHL,2025-07-08,2025-07-13,2025-07-13,11.13,delivered
SHP-826242310,ORD-3316461,WH-002,DB Schenker,2024-03-25,2024-04-04,2024-04-04,9.31,delivered
SHP-649137984,ORD-1234426,WH-004,DB Schenker,2024-06-18,2024-06-25,2024-06-24,34.56,delivered
SHP-877838316,ORD-6351798,WH-012,USPS,2024-11-24,04/12/2024,2024-12-04,23.1,delivered
SHP-878724050,ORD-5214349,WH-011,DHL,2024-07-10,2024-07-15,2024-07-15,36.5,in_transit
SHP-873642688,ORD-9508424,WH-016,UPS,2024-09-10,2024-09-12,2024-09-12,10.62,delivered
SHP-234645809,ORD-2074279,WH-003,CEVA,2024-03-19,2024-03-24,2024-03-24,31.61,delivered
SHP-583518924,ORD-3748526,WH-013,CEVA,2024-09-27,2024-10-02,2024-10-03,24.62,delivered
SHP-511587026,ORD-3279176,WH-014,USPS,2024-01-30,2024-02-01,2024-02-01,8.44,label_created
SHP-600806460,ORD-1397007,WH-002,UPS,2025-04-18,2025-04-28,2025-04-28,28.88,delivered
SHP-254402737,ORD-5159575,WH-011,FedEx,2024-01-18,2024-01-23,2024-01-22,9.48,delivered
SHP-397678570,ORD-5656965,WH-012,USPS,2025-10-08,2025-10-18,2025-10-18,40.76,delivered
SHP-718996655,ORD-1277317,WH-007,DB Schenker,2025-01-15,2025-01-18,2025-01-18,32.54,label_created
SHP-840496316,ORD-1889023,WH-016,FedEx,2025-09-10,2025-09-13,2025-09-13,29.39,delivered
SHP-154446626,ORD-4707890,WH-006,DB Schenker,2024-08-31,2024-09-03,,11.61,delivered
SHP-187425142,ORD-4158064,WH-002,USPS,2025-03-04,2025-03-06,2025-03-06,18.07,in_transit
SHP-691281187,ORD-2273418,WH-014,USPS,2025-03-18,2025-03-28,2025-04-02,26.7,in_transit
SHP-342643453,ORD-3933826,WH-006,Maersk,2024-06-10,15/06/2024,2024-06-17,32.6,delivered
SHP-583434217,ORD-1931506,WH-002,Maersk,2024-12-18,2024-12-21,2024-12-21,13.7,returned
SHP-987546512,ORD-8369602,,DB Schenker,2024-11-24,2024-12-01,2024-12-01,6.37,returned
SHP-167113433,ORD-9975270,WH-012,FedEx,2025-06-13,2025-06-23,2025-06-24,20.48,delivered
SHP-630167104,ORD-2499819,WH-011,UPS,2025-03-20,2025-03-25,2025-03-24,26.28,
SHP-686873933,ORD-8776278,WH-005,USPS,2024-03-12,2024-03-22,2024-03-23,13.75,in_transit
SHP-293473480,ORD-9868367,WH-006,FedEx,2025-09-09,2025-09-12,2025-09-13,26.67,delivered
SHP-891039459,ORD-7788546,WH-001,FedEx,2024-02-11,2024-02-16,2024-02-15,20.22,delivered
SHP-385257851,ORD-6409397,WH-006,DHL,2024-01-16,2024-01-18,2024-01-18,25.11,delivered
SHP-713113933,ORD-7675371,WH-011,CEVA,2025-06-13,2025-06-23,2025-06-23,20.59,delivered
SHP-901411317,ORD-4806249,WH-008,FedEx,2024-10-09,2024-10-14,2024-10-14,32.4,delivered
SHP-824690724,ORD-8560318,WH-006,USPS,2025-09-27,2025-10-02,2025-10-02,7.8,delivered
SHP-775565861,ORD-1914579,WH-007,CEVA,2024-12-08,2024-12-13,2024-12-13,13.18,delivered
SHP-125347505,ORD-9391495,WH-004,CEVA,2025-05-13,2025-05-18,2025-05-17,24.18,delivered
SHP-926642726,ORD-6828577,WH-016,CEVA,2025-03-04,2025-03-11,2025-03-11,20.96,delivered
SHP-518772704,ORD-5124219,WH-015,DB Schenker,2024-11-28,2024-12-08,2024-12-09,22.45,in_transit
SHP-326584059,ORD-9468339,WH-003,DB Schenker,2025-06-18,2025-06-21,2025-06-21,39.76,returned
SHP-343435909,ORD-1132416,WH-010,DB Schenker,2024-04-22,2024-04-29,2024-04-30,43.23,label_created
SHP-551601459,ORD-5352420,WH-009,DB Schenker,2024-08-02,2024-08-07,2024-08-07,16.44,in_transit
SHP-437298059,ORD-3576802,WH-001,UPS,2025-01-28,2025-02-07,2025-02-10,41.13,label_created
SHP-306731137,ORD-4114944,WH-014,Maersk,2024-10-26,2024-11-05,2024-11-05,25.27,delivered
SHP-131129958,ORD-2936842,WH-005,DHL,2024-07-30,2024-08-09,2024-08-10,17.5,delivered
SHP-429051478,ORD-1362765,,DHL,2024-04-09,2024-04-12,2024-04-12,47.39,label_created
SHP-841183731,ORD-2994604,WH-006,DB Schenker,2025-04-13,2025-04-20,2025-04-19,40.64,in_transit
SHP-543441759,ORD-6064163,WH-007,USPS,2025-08-17,2025-08-19,2025-08-18,47.76,in_transit
SHP-777007131,ORD-7335446,,UPS,2024-05-29,2024-06-08,2024-06-08,13.06,in_transit
SHP-632891044,ORD-9736571,WH-010,FedEx,2025-10-03,2025-10-13,2025-10-14,12.04,in_transit
SHP-100300298,ORD-2529949,WH-006,DHL,2025-01-18,2025-01-23,2025-01-28,27.14,exception
SHP-956934709,ORD-4911474,WH-009,FedEx,2025-04-26,2025-05-06,2025-05-06,32.82,delivered
SHP-441867107,ORD-9622471,WH-005,UPS,2024-02-11,2024-02-21,2024-02-22,13.18,delivered
SHP-888137442,ORD-9640517,WH-016,CEVA,2024-06-25,2024-06-27,2024-06-27,42.14,in_transit
SHP-268444511,ORD-7228752,WH-016,CEVA,2024-04-05,2024-04-10,2024-04-11,28.34,in_transit
SHP-240095048,ORD-4602707,WH-014,FedEx,2025-06-30,2025-07-10,2025-07-11,23.26,delivered
SHP-916665006,ORD-7887097,,DB Schenker,2024-12-02,2024-12-09,2024-12-10,31.29,exception
SHP-299481243,ORD-6176557,WH-006,FedEx,2024-05-12,2024-05-22,2024-05-22,32.67,delivered
SHP-190075806,ORD-7558651,WH-007,CEVA,2025-08-28,2025-08-31,2025-08-31,7.8,in_transit
SHP-560263098,ORD-4613739,WH-006,FedEx,2025-10-01,2025-10-03,2025-10-02,48.0,delivered
SHP-549288519,ORD-6168550,WH-007,CEVA,2025-11-08,2025-11-13,2025-11-13,21.28,in_transit
SHP-959547590,ORD-8262133,WH-006,UPS,2025-03-10,2025-03-20,2025-03-20,8.58,in_transit
SHP-800171418,ORD-9947404,,UPS,2025-10-06,2025-10-09,,41.8,delivered
SHP-440673483,ORD-2551589,WH-013,DHL,2025-05-02,2025-05-04,2025-05-04,47.71,delivered
SHP-510031789,ORD-7770889,WH-003,DHL,2025-02-02,2025-02-07,,40.29,delivered
SHP-482840828,ORD-9258041,WH-008,USPS,2024-09-16,2024-09-18,2024-09-18,41.78,delivered
SHP-181503119,ORD-8265637,,USPS,2025-01-14,2025-01-21,2025-01-24,32.29,delivered
SHP-174229774,ORD-7820061,WH-007,Maersk,2025-01-23,2025-01-28,2025-01-28,44.74,delivered
SHP-969940090,ORD-9559634,WH-005,USPS,2024-06-01,2024-06-04,2024-06-05,7.5,in_transit
SHP-606770218,ORD-2266008,WH-002,DB Schenker,2024-03-06,2024-03-08,2024-03-08,38.2,delivered
SHP-684640359,ORD-2097175,WH-013,UPS,2024-02-05,2024-02-07,2024-02-09,34.17,delivered
SHP-206173406,ORD-4602707,WH-004,Maersk,2024-01-05,2024-01-15,2024-01-20,8.08,delivered
SHP-568842180,ORD-9758730,WH-010,UPS,2025-08-11,2025-08-16,2025-08-18,28.85,label_created
SHP-418032789,ORD-5202827,WH-013,DHL,2024-03-25,2024-04-04,2024-04-04,27.63,delivered
SHP-230594679,ORD-5718567,WH-008,FedEx,2025-08-30,2025-09-04,2025-09-04,35.04,returned
SHP-623703057,ORD-6232711,,DB Schenker,2024-01-23,2024-01-26,2024-01-31,9.26,in_transit
SHP-474880820,ORD-2949602,WH-015,Maersk,2024-06-19,2024-06-21,2024-06-20,39.82,delivered
SHP-507452503,ORD-9291519,WH-004,DHL,2025-10-20,27/10/2025,2025-10-28,11.85,delivered
SHP-912162812,ORD-9860151,WH-013,CEVA,2024-03-28,2024-04-07,2024-04-08,23.58,in_transit
SHP-146796029,ORD-5945306,WH-003,Maersk,2024-12-11,2024-12-16,2024-12-16,43.01,delivered
SHP-182767755,ORD-4838744,WH-006,UPS,2024-10-09,16/10/2024,2024-10-16,29.54,in_transit
SHP-234944875,ORD5734525,WH-013,CEVA,2024-02-06,16/02/2024,2024-02-17,21.94,delivered
SHP-338916718,ORD-2925837,WH-011,Maersk,2024-09-17,2024-09-27,2024-09-27,8.02,label_created
SHP-341367853,ORD-3946115,WH-004,DHL,2025-12-02,2025-12-04,2025-12-04,34.24,in_transit
SHP-720603342,ORD-7527032,WH-016,UPS,2025-07-10,2025-07-13,2025-07-12,47.43,label_created
SHP-887866918,ORD-4446621,WH-013,CEVA,2025-03-27,2025-04-06,2025-04-09,44.3,in_transit
SHP-368990505,ORD-9654261,WH-013,CEVA,2024-07-22,2024-07-24,2024-07-24,36.13,delivered
SHP-980817529,ORD-8166585,WH-016,UPS,2024-02-11,2024-02-14,2024-02-14,10.42,delivered
SHP-990563952,ORD-3936114,WH-004,UPS,2025-04-13,2025-04-20,2025-04-20,16.06,delivered
SHP-903980353,ORD-6148312,WH-011,FedEx,2025-03-17,2025-03-27,2025-03-26,13.85,label_created
SHP-747621067,ORD-2831838,WH-010,UPS,2025-09-05,2025-09-07,2025-09-07,20.93,label_created
SHP-123319036,ORD-9098865,WH-013,DHL,2024-11-28,2024-12-08,2024-12-07,15.89,delivered
SHP-747762353,ORD-7424554,WH-002,CEVA,2025-05-16,23/05/2025,2025-05-23,16.27,
SHP-977754702,ORD-3216449,WH-002,DB Schenker,2024-07-07,2024-07-10,2024-07-12,31.9,delivered
SHP-991676102,ORD-9394874,WH-007,UPS,2024-01-15,2024-01-17,2024-01-16,19.39,delivered
SHP-276351592,ORD-6918153,WH-016,FedEx,2024-09-25,2024-10-02,2024-10-02,34.44,delivered
SHP-756180691,ORD-2740951,WH-012,DB Schenker,2024-05-08,2024-05-18,,45.81,delivered
SHP-535775113,ORD-7459020,WH-006,USPS,2024-05-01,08/05/2024,,32.82,label_created
SHP-233804925,ORD-7290725,,DB Schenker,2024-05-17,2024-05-27,,37.57,delivered
SHP-865372209,ORD-8493660,WH-013,UPS,2024-07-19,2024-07-21,2024-07-22,37.57,delivered
SHP-371111571,ORD-5013654,WH-012,DB Schenker,2024-11-05,2024-11-15,2024-11-15,19.89,delivered
SHP-349853276,ORD-8398944,WH-006,DHL,2024-06-16,2024-06-26,2024-06-27,6.63,delivered
SHP-550523136,ORD-9230524,,Maersk,2025-04-14,2025-04-17,2025-04-17,8.31,delivered
SHP-238504110,ORD-6107594,WH-014,UPS,2025-12-24,27/12/2025,2025-12-27,17.85,delivered
SHP-362766259,ORD-8805231,WH-003,USPS,2024-03-26,2024-03-29,2024-03-29,34.96,exception
SHP-144229461,ORD-2207911,WH-016,FedEx,2025-01-06,2025-01-13,2025-01-13,44.08,delivered
SHP-289386060,ORD-3928344,WH-014,CEVA,2024-09-05,2024-09-12,2024-09-17,46.27,label_created
SHP-462754404,ORD-6218335,WH-014,DB Schenker,2025-09-13,2025-09-23,2025-09-28,7.09,in_transit
SHP-330954242,ORD-9369352,WH-014,UPS,2024-12-09,2024-12-11,2024-12-11,47.58,delivered
SHP-676989503,ORD-8981526,WH-015,CEVA,2025-03-20,2025-03-30,2025-03-30,19.54,in_transit
SHP-879239520,ORD-3209411,WH-007,FedEx,2024-07-11,14/07/2024,2024-07-15,41.4,in_transit
SHP-340422319,ORD-9711095,WH-002,UPS,2024-03-14,2024-03-19,2024-03-19,13.57,in_transit
SHP-932911960,ORD-4879573,,USPS,2025-12-02,2025-12-05,2025-12-08,8.64,delivered
SHP-429852695,ORD-9101956,WH-003,Maersk,2025-06-03,08/06/2025,2025-06-08,21.89,
SHP-529676318,ORD-9369352,,USPS,2024-10-06,2024-10-13,2024-10-13,42.07,exception
SHP-840728162,ORD-4689088,WH-004,CEVA,2024-09-04,2024-09-07,2024-09-08,15.27,delivered
SHP-342837736,ORD-6722835,WH-015,CEVA,2024-01-01,2024-01-11,2024-01-13,12.47,delivered
SHP-898415993,ORD-1482912,WH-016,Maersk,2025-01-04,2025-01-11,2025-01-16,44.21,delivered
SHP-942227274,ORD-8876559,WH-016,Maersk,2024-03-31,2024-04-07,2024-04-06,45.41,delivered
SHP-173469508,ORD-5690545,WH-008,USPS,2025-10-25,2025-10-27,2025-10-27,6.53,exception
SHP-717906478,ORD-5783280,WH-003,FedEx,2024-12-28,2025-01-04,2025-01-03,36.55,label_created
SHP-852060078,ORD-9340044,WH-005,Maersk,2024-07-15,2024-07-22,2024-07-22,18.99,delivered
SHP-559940130,ORD-9726935,WH-006,Maersk,2024-04-04,2024-04-11,2024-04-14,21.74,delivered
SHP-647666328,ORD-7565859,WH-002,DB Schenker,2024-08-16,2024-08-23,2024-08-23,25.7,in_transit
SHP-190051251,ORD-3768182,WH-007,CEVA,2024-02-17,2024-02-22,2024-02-29,23.93,delivered
SHP-261921364,ORD-7241239,WH-008,Maersk,2025-08-20,2025-08-22,2025-08-22,27.63,in_transit
SHP-565691941,ORD-9357318,WH-012,FedEx,2025-01-05,2025-01-15,2025-01-14,30.46,exception
SHP-328025881,ORD-5868093,WH-001,USPS,2024-08-28,2024-09-04,2024-09-04,25.56,delivered
SHP-752520665,ORD-1641984,WH-015,FedEx,2025-11-11,2025-11-16,2025-11-16,35.47,in_transit
SHP-873487243,ORD-4563266,WH-003,DHL,2025-07-12,22/07/2025,2025-07-21,36.18,delivered
SHP-949100676,ORD-2152635,WH-012,CEVA,2025-06-04,2025-06-09,,24.5,
SHP-225173123,ORD-6081008,WH-014,DHL,2024-07-03,2024-07-06,2024-07-07,11.98,delivered
SHP-304207227,ORD-4568178,WH-005,Maersk,2024-04-01,2024-04-06,2024-04-07,32.91,delivered
SHP-622373615,ORD-7951428,,CEVA,2024-02-27,2024-03-05,2024-03-06,38.46,delivered
SHP-558602002,ORD-2373990,WH-002,UPS,2025-09-17,2025-09-27,2025-09-27,32.8,in_transit
SHP-373068209,ORD5237912,WH-011,Maersk,2025-10-25,2025-11-04,2025-11-04,30.7,in_transit
SHP-909652076,ORD-9375348,WH-005,FedEx,2025-10-20,2025-10-25,2025-10-24,15.64,delivered
SHP-984234681,ORD-8185823,WH-010,FedEx,2024-10-04,2024-10-14,2024-10-15,33.1,label_created
SHP-896103803,ORD-6599010,WH-001,FedEx,2025-03-21,2025-03-28,2025-03-28,20.06,delivered
SHP-800251720,ORD-6680973,WH-008,CEVA,2025-03-24,2025-04-03,2025-04-03,44.62,delivered
SHP-240845128,ORD-3467689,WH-001,FedEx,2025-04-21,2025-04-26,2025-04-26,33.46,delivered
SHP-190437139,ORD-7556654,WH-006,UPS,2024-12-16,2024-12-23,2024-12-24,17.68,delivered
SHP-393004710,ORD-2949741,WH-002,UPS,2024-12-15,18/12/2024,2024-12-17,25.86,label_created
SHP-169085254,ORD-4614612,,DB Schenker,2025-09-10,2025-09-15,,41.56,delivered
SHP-811730259,ORD-1271357,WH-002,FedEx,2025-09-08,2025-09-10,2025-09-10,20.09,delivered
SHP-791184268,ORD-7078935,WH-002,USPS,2025-03-16,19/03/2025,2025-03-19,28.07,delivered
SHP-792783393,ORD-8493660,,Maersk,2025-01-10,2025-01-13,2025-01-14,34.55,delivered
SHP-752694428,ORD-5369947,WH-006,UPS,2025-06-02,2025-06-05,2025-06-06,37.69,in_transit
SHP-870214666,ORD-3800413,WH-002,Maersk,2024-06-02,07/06/2024,2024-06-07,13.3,label_created
SHP-986668885,ORD-7852610,WH-007,CEVA,2025-12-06,2025-12-09,2025-12-09,29.74,delivered
SHP-656945771,ORD-3174685,WH-012,CEVA,2025-03-10,2025-03-20,2025-03-27,44.31,in_transit
SHP-567949496,ORD-8091860,WH-004,CEVA,2025-04-10,2025-04-20,2025-04-20,46.67,delivered
SHP-864810527,ORD-8235810,WH-005,USPS,2025-04-08,2025-04-11,2025-04-11,33.56,delivered
SHP-425109055,ORD-3118097,WH-012,USPS,2025-11-02,2025-11-09,2025-11-09,47.31,delivered
SHP-872178052,ORD-9083470,WH-015,CEVA,2024-03-18,2024-03-21,2024-03-22,29.97,delivered
SHP-752872790,ORD-5842344,WH-014,Maersk,2024-11-18,2024-11-23,2024-11-24,24.59,delivered
SHP-122389155,ORD-2241713,WH-010,FedEx,2024-01-22,2024-02-01,2024-02-01,29.17,label_created
SHP-568157242,ORD-3131454,WH-014,FedEx,2025-12-29,2026-01-03,2026-01-04,10.86,exception
SHP-829852473,ORD-9361460,WH-002,DB Schenker,2024-06-03,2024-06-05,2024-06-05,22.87,delivered
SHP-736961401,ORD-2401158,WH-016,DHL,2025-09-29,2025-10-02,2025-10-02,25.25,in_transit
SHP-835124134,ORD-2385208,WH-015,DB Schenker,2024-12-11,2024-12-18,2024-12-18,41.64,delivered
SHP-379897430,ORD6346430,WH-004,CEVA,2025-03-25,2025-03-27,2025-03-26,37.86,delivered
SHP-130146781,ORD-9369036,WH-011,DB Schenker,2025-01-24,2025-01-31,2025-02-01,31.26,in_transit
SHP-190812646,ORD-6835135,WH-005,Maersk,2025-06-11,2025-06-14,2025-06-14,20.59,
SHP-641794002,ORD-7955191,WH-001,UPS,2025-07-03,2025-07-06,2025-07-05,13.86,in_transit
SHP-693438061,ORD-1913559,,USPS,2025-01-31,2025-02-05,2025-02-04,20.61,returned
SHP-233392497,ORD-6265241,,DB Schenker,2025-08-17,2025-08-24,2025-08-23,34.55,delivered
SHP-948836646,ORD-8415734,WH-006,USPS,2024-03-15,2024-03-22,2024-03-23,17.05,in_transit
SHP-892318633,ORD-8979033,WH-012,FedEx,2024-11-08,2024-11-11,2024-11-11,23.93,delivered
SHP-351516963,ORD-3254608,WH-003,DB Schenker,2024-09-21,2024-09-26,2024-09-26,22.24,in_transit
SHP-493907047,ORD-1278381,WH-010,FedEx,2024-01-10,2024-01-17,2024-01-16,38.15,label_created
SHP-210857987,ORD-8115088,WH-003,FedEx,2025-11-20,2025-11-30,2025-11-30,43.12,delivered
SHP-586849136,ORD-3077816,,Maersk,2025-08-23,2025-08-25,2025-08-25,35.37,delivered
SHP-510937734,ORD-4919793,WH-007,DHL,2025-01-07,2025-01-17,2025-01-17,20.35,delivered
SHP-877182946,ORD-5003750,WH-006,DB Schenker,2024-07-05,2024-07-07,2024-07-08,24.19,delivered
SHP-820059868,ORD-2038401,WH-008,DHL,2025-09-03,2025-09-10,2025-09-10,12.02,delivered
SHP-214475205,ORD-5109735,WH-007,DHL,2025-09-26,2025-10-01,2025-10-01,13.06,delivered
SHP-140281923,ORD-3186738,WH-013,DB Schenker,2024-09-17,2024-09-19,2024-09-19,12.9,in_transit
SHP-106997142,ORD-2112127,WH-001,USPS,2025-01-30,2025-02-09,2025-02-12,11.48,delivered
SHP-778054186,ORD-9309109,,DB Schenker,2025-05-19,2025-05-26,2025-05-26,13.54,delivered
SHP-883091451,ORD-6283534,WH-015,UPS,2024-04-13,2024-04-18,2024-04-18,14.51,in_transit
SHP-837189374,ORD-8108866,WH-004,USPS,2025-07-01,2025-07-04,2025-07-05,10.7,delivered
SHP-156411775,ORD-6307385,WH-008,USPS,2024-02-19,2024-02-26,,32.89,delivered
SHP-762528266,ORD-7936394,WH-006,DHL,2024-06-27,2024-06-30,2024-07-02,47.6,delivered
SHP-736467424,ORD-7774059,,USPS,2024-05-22,2024-05-27,2024-05-28,42.93,delivered
SHP-983920645,ORD-2848747,WH-015,CEVA,2025-12-30,2026-01-06,2026-01-07,7.92,in_transit
SHP-412952759,ORD-4441613,WH-012,DB Schenker,2025-04-20,2025-04-22,2025-04-22,23.77,delivered
SHP-511738219,ORD-6409564,WH-005,CEVA,2025-01-31,2025-02-03,2025-02-03,42.09,delivered
SHP-487076175,ORD-2553509,WH-004,USPS,2024-06-23,2024-06-30,2024-07-01,11.66,in_transit
SHP-371793099,ORD-7500790,,USPS,2025-04-26,2025-05-06,2025-05-06,41.6,delivered
SHP-714909762,ORD-9291519,WH-014,FedEx,2024-08-23,30/08/2024,2024-08-30,30.89,returned
SHP-224721336,ORD-6131885,,FedEx,2024-06-17,2024-06-27,2024-06-27,45.11,in_transit
SHP-412235166,ORD-4170406,WH-010,FedEx,2025-10-05,2025-10-12,2025-10-13,42.79,delivered
SHP-484634833,ORD-2753479,WH-006,FedEx,2025-01-30,2025-02-01,2025-02-01,34.44,delivered
SHP-538603924,ORD-1083740,WH-010,DB Schenker,2025-11-10,2025-11-17,2025-11-17,33.63,in_transit
SHP-678474358,ORD-6658429,WH-012,CEVA,2025-05-05,2025-05-10,2025-05-11,14.95,in_transit
SHP-425241088,ORD-2727260,WH-015,DHL,2025-03-28,2025-03-30,2025-03-30,10.9,exception
SHP-753560227,ORD-8472147,,Maersk,2025-08-16,2025-08-23,2025-08-23,23.45,label_created
SHP-421274564,ORD-5329118,WH-013,Maersk,2025-05-10,2025-05-15,2025-05-15,13.84,delivered
SHP-961931529,ORD-5751566,WH-012,CEVA,2024-04-03,2024-04-08,2024-04-08,10.3,delivered
SHP-941017662,ORD-1964325,WH-013,Maersk,2025-03-26,2025-04-05,2025-04-05,18.7,in_transit
SHP-887083907,ORD-1969988,WH-005,CEVA,2025-05-15,2025-05-18,2025-05-18,42.14,delivered
SHP-565031318,ORD-7664668,WH-009,USPS,2024-10-01,2024-10-11,2024-10-18,6.72,delivered
SHP-948329551,ORD-5237912,WH-005,Maersk,2024-11-10,2024-11-17,2024-11-17,18.29,delivered
SHP-603687126,ORD-9650590,WH-003,FedEx,2025-07-04,2025-07-09,2025-07-08,23.81,delivered
SHP-869743193,ORD-2557516,WH-015,UPS,2025-10-02,2025-10-05,2025-10-05,27.44,delivered
SHP-736276429,ORD-9093426,WH-012,FedEx,2024-04-08,2024-04-10,2024-04-10,13.63,in_transit
SHP-769485966,ORD-3025601,,FedEx,2024-10-21,2024-10-31,2024-10-30,46.5,delivered
SHP-355701213,ORD-1927681,WH-005,FedEx,2024-11-23,2024-11-26,2024-11-26,30.31,delivered
SHP-161086379,ORD-7267050,WH-014,USPS,2025-03-13,2025-03-18,2025-03-19,27.93,delivered
SHP-391592842,ORD-9575650,WH-009,FedEx,2025-01-10,2025-01-12,2025-01-11,6.37,delivered
SHP-796911719,ORD-6354671,WH-015,FedEx,2024-07-01,2024-07-11,2024-07-10,26.4,delivered
SHP-605817901,ORD-4799446,WH-008,CEVA,2024-06-06,2024-06-08,2024-06-09,41.18,delivered
SHP-811907823,ORD-8527228,WH-009,USPS,2025-12-27,2025-12-30,2025-12-29,15.23,delivered
SHP-166941968,ORD-1095867,WH-014,CEVA,2024-01-25,2024-02-01,2024-02-01,20.75,delivered
SHP-109278737,ORD-9289277,,DHL,2024-03-20,2024-03-25,2024-03-25,6.86,delivered
SHP-147119951,ORD-8371670,WH-015,CEVA,2024-02-18,2024-02-21,2024-02-21,47.03,delivered
SHP-635079564,ORD-5198880,WH-006,DB Schenker,2024-07-10,2024-07-13,2024-07-16,8.8,delivered
SHP-571051553,ORD-3326991,WH-001,Maersk,2025-07-17,2025-07-27,2025-07-27,43.73,label_created
SHP-337469580,ORD-6809004,WH-008,UPS,2024-09-10,2024-09-20,2024-09-20,19.15,label_created
SHP-647425294,ORD-4229510,WH-008,UPS,2024-08-10,2024-08-17,2024-08-17,30.68,label_created
SHP-734502709,ORD-7247617,WH-015,DHL,2024-01-13,2024-01-16,2024-01-15,34.53,delivered
SHP-915500633,ORD-2425883,WH-003,DB Schenker,2025-03-06,2025-03-16,2025-03-15,11.91,delivered
SHP-376726945,ORD-9918353,WH-011,UPS,2024-04-10,2024-04-15,2024-04-17,24.64,label_created
SHP-544145258,ORD-8367382,WH-005,CEVA,2024-12-09,19/12/2024,2024-12-20,19.67,delivered
SHP-821980888,ORD-9034484,WH-016,Maersk,2025-08-19,22/08/2025,2025-08-22,8.38,delivered
SHP-880878041,ORD-2596416,,DB Schenker,2024-12-05,2024-12-10,2024-12-09,40.99,exception
SHP-214029278,ORD-3041503,,DB Schenker,2024-09-09,2024-09-14,2024-09-14,7.9,exception
SHP-646130820,ORD-9161562,WH-009,DHL,2025-04-26,2025-04-28,2025-04-27,33.44,in_transit
SHP-621578628,ORD-9977599,,DB Schenker,2024-08-10,2024-08-13,2024-08-14,19.19,delivered
