"date","product_type","telemetry_rows","avg_disconnects","crash_rate","avg_temp_c","claims","approved_claims","claim_rate_per_1k_orders"
2025-10-02,Portable PA,5,0.200,0.2000,33.36,66,56,203.70
2024-03-31,Speakers,8,0.125,0.0000,33.65,230,182,257.85
2025-01-02,Earbuds,22,0.333,0.0000,32.07,358,282,246.05
2024-10-27,Headphones,177,0.574,0.0227,31.55,380,302,241.73
2025-06-06,Aviation Headsets,3,0.667,0.0000,35.83,60,45,333.33
2024-05-10,Speakers,1,0.000,0.0000,30.10,230,182,257.85
2024-06-25,Headphones,149,0.436,0.0205,30.88,380,302,241.73
2024-08-15,Aviation Headsets,3,0.000,0.0000,35.47,60,45,333.33
2025-08-30,Earbuds,21,0.238,0.0000,31.00,358,282,246.05
2025-12-16,Earbuds,30,0.407,0.0000,31.39,358,282,246.05
2025-09-19,Headphones,175,0.388,0.0173,31.79,380,302,241.73
2024-09-11,Earbuds,26,0.320,0.0000,31.36,358,282,246.05
2025-11-23,Earbuds,18,0.625,0.0000,32.41,358,282,246.05
2024-06-17,Portable PA,7,0.000,0.0000,33.54,66,56,203.70
2025-10-11,Home Theater,13,0.083,0.0833,34.15,146,111,253.47
2024-01-18,Speakers,8,0.333,0.0000,37.20,230,182,257.85
2024-07-14,Portable PA,4,0.000,0.0000,35.15,66,56,203.70
2025-11-08,Portable PA,3,0.000,0.0000,31.13,66,56,203.70
2024-10-14,Home Theater,16,0.250,0.0625,29.79,146,111,253.47
2024-05-07,Headphones,186,0.506,0.0000,31.78,380,302,241.73
2025-10-17,Home Theater,9,0.000,0.0000,31.49,146,111,253.47
2024-01-30,Home Theater,5,0.200,0.0000,31.66,146,111,253.47
2024-02-07,Portable PA,2,0.000,0.0000,33.25,66,56,203.70
2024-05-22,Speakers,1,0.000,0.0000,49.20,230,182,257.85
2024-10-25,Aviation Headsets,5,0.600,0.0000,31.60,60,45,333.33
2024-04-08,Aviation Headsets,2,0.000,0.0000,33.40,60,45,333.33
2025-05-04,Portable PA,5,0.000,0.0000,37.46,66,56,203.70
2025-12-26,Headphones,174,0.427,0.0231,32.29,380,302,241.73
2025-07-16,Aviation Headsets,2,0.500,0.0000,27.30,60,45,333.33
2025-12-19,Headphones,147,0.324,0.0068,32.20,380,302,241.73
2024-09-20,Portable PA,4,0.000,0.0000,31.70,66,56,203.70
2025-01-07,Earbuds,20,0.375,0.0000,31.94,358,282,246.05
2025-08-08,Headphones,163,0.476,0.0126,32.72,380,302,241.73
2024-10-29,Speakers,5,0.750,0.0000,35.08,230,182,257.85
2025-08-12,Aviation Headsets,1,0.000,0.0000,42.00,60,45,333.33
2025-10-04,Home Theater,6,0.500,0.0000,38.05,146,111,253.47
2025-12-22,Headphones,170,0.322,0.0000,32.02,380,302,241.73
2024-11-18,Portable PA,6,0.200,0.0000,32.78,66,56,203.70
2025-06-05,Headphones,167,0.459,0.0060,31.11,380,302,241.73
2024-09-24,Speakers,8,0.375,0.0000,33.85,230,182,257.85
2025-05-09,Headphones,168,0.404,0.0183,31.80,380,302,241.73
2025-06-15,Aviation Headsets,2,0.000,0.0000,33.65,60,45,333.33
2025-05-01,Earbuds,14,0.308,0.0000,31.23,358,282,246.05
2024-03-28,Headphones,158,0.438,0.0127,31.80,380,302,241.73
2025-11-27,Home Theater,10,0.200,0.0000,32.97,146,111,253.47
2025-09-24,Speakers,2,0.000,0.0000,31.80,230,182,257.85
2024-07-17,Earbuds,21,0.190,0.0000,31.05,358,282,246.05
2025-06-15,Speakers,7,0.714,0.0000,34.76,230,182,257.85
2025-03-21,Headphones,159,0.500,0.0195,31.46,380,302,241.73
2025-02-28,Aviation Headsets,1,0.000,0.0000,42.20,60,45,333.33
2025-10-01,Headphones,156,0.297,0.0258,31.59,380,302,241.73
2025-05-17,Home Theater,13,0.000,0.0000,30.40,146,111,253.47
2024-10-07,Headphones,160,0.359,0.0253,31.99,380,302,241.73
2024-08-31,Aviation Headsets,4,0.500,0.0000,28.10,60,45,333.33
2025-11-15,Headphones,178,0.413,0.0000,32.21,380,302,241.73
2024-10-01,Earbuds,21,0.389,0.0000,30.52,358,282,246.05
2025-04-06,Headphones,127,0.360,0.0317,31.26,380,302,241.73
2025-12-21,Headphones,153,0.388,0.0000,30.82,380,302,241.73
2024-12-04,Home Theater,9,0.222,0.0000,35.40,146,111,253.47
2025-05-29,Headphones,169,0.500,0.0060,31.62,380,302,241.73
2025-01-05,Portable PA,2,0.000,0.0000,31.95,66,56,203.70
2024-10-31,Aviation Headsets,1,0.000,0.0000,32.60,60,45,333.33
2025-03-12,Aviation Headsets,2,0.000,0.0000,26.35,60,45,333.33
2025-01-12,Aviation Headsets,1,0.000,0.0000,28.60,60,45,333.33
2024-07-09,Headphones,155,0.542,0.0400,31.97,380,302,241.73
2024-05-24,Portable PA,7,0.000,0.0000,33.73,66,56,203.70
2025-05-02,Earbuds,27,0.381,0.0000,32.20,358,282,246.05
2025-01-14,Earbuds,17,0.438,0.0000,33.92,358,282,246.05
2024-09-22,Aviation Headsets,4,0.000,0.0000,30.68,60,45,333.33
2025-01-21,Earbuds,19,0.632,0.0000,30.12,358,282,246.05
2024-12-21,Earbuds,16,0.071,0.0000,35.81,358,282,246.05
2024-02-01,Earbuds,15,0.583,0.0000,33.93,358,282,246.05
2024-05-11,Earbuds,23,0.381,0.0000,32.06,358,282,246.05
2025-07-17,Speakers,3,0.000,0.0000,25.37,230,182,257.85
2025-03-02,Earbuds,19,0.706,0.0000,31.96,358,282,246.05
2025-09-05,Home Theater,10,0.300,0.0000,33.52,146,111,253.47
2025-08-29,Headphones,158,0.290,0.0064,32.80,380,302,241.73
2025-04-20,Earbuds,26,0.389,0.0000,33.30,358,282,246.05
2025-08-14,Headphones,163,0.438,0.0000,31.74,380,302,241.73
2025-07-05,Portable PA,2,0.000,0.0000,29.75,66,56,203.70
2024-10-06,Home Theater,14,0.167,0.0000,30.86,146,111,253.47
2025-06-20,Earbuds,20,0.263,0.0000,30.34,358,282,246.05
2024-06-09,Home Theater,6,0.000,0.1667,36.20,146,111,253.47
2025-11-28,Home Theater,5,0.000,0.0000,34.92,146,111,253.47
2024-05-09,Earbuds,17,0.063,0.0000,30.89,358,282,246.05
2025-10-26,Earbuds,20,0.350,0.0000,32.73,358,282,246.05
2025-04-20,Speakers,5,0.250,0.0000,32.74,230,182,257.85
2024-04-02,Aviation Headsets,2,0.000,0.0000,39.65,60,45,333.33
2024-09-05,Headphones,143,0.365,0.0072,31.28,380,302,241.73
2025-05-12,Headphones,173,0.358,0.0117,31.39,380,302,241.73
2024-08-03,Headphones,165,0.357,0.0245,31.09,380,302,241.73
2025-08-28,Earbuds,18,0.467,0.0000,32.71,358,282,246.05
2025-07-30,Home Theater,13,0.167,0.0000,33.05,146,111,253.47
2025-09-19,Earbuds,25,0.520,0.0000,31.78,358,282,246.05
2025-08-26,Home Theater,13,0.167,0.0769,33.05,146,111,253.47
2024-07-29,Portable PA,10,0.300,0.0000,34.72,66,56,203.70
2025-11-04,Portable PA,6,0.333,0.0000,28.62,66,56,203.70
2024-03-15,Earbuds,21,0.190,0.0476,31.88,358,282,246.05
2024-02-26,Speakers,7,0.571,0.0000,35.77,230,182,257.85
2024-02-29,Home Theater,11,0.167,0.0000,35.61,146,111,253.47
2025-08-29,Speakers,6,0.667,0.0000,34.60,230,182,257.85
2025-08-21,Earbuds,25,0.417,0.0000,32.02,358,282,246.05
2024-02-18,Home Theater,9,0.111,0.1111,31.74,146,111,253.47
2025-05-13,Speakers,6,0.167,0.0000,35.85,230,182,257.85
2025-09-10,Speakers,5,0.400,0.0000,32.56,230,182,257.85
2025-12-17,Home Theater,3,0.000,0.0000,29.73,146,111,253.47
2025-05-09,Home Theater,9,0.250,0.0000,34.97,146,111,253.47
2025-01-31,Earbuds,19,0.500,0.0000,31.53,358,282,246.05
2025-09-16,Home Theater,7,0.000,0.0000,30.39,146,111,253.47
2025-09-15,Speakers,4,0.000,0.0000,38.23,230,182,257.85
2024-08-22,Speakers,7,0.429,0.0000,35.93,230,182,257.85
2025-05-17,Aviation Headsets,3,0.000,0.0000,33.80,60,45,333.33
2025-04-18,Aviation Headsets,1,1.000,0.0000,35.30,60,45,333.33
2024-04-14,Headphones,164,0.391,0.0000,33.06,380,302,241.73
2024-05-30,Headphones,188,0.444,0.0055,30.96,380,302,241.73
2024-12-29,Aviation Headsets,1,,0.0000,28.90,60,45,333.33
2024-06-24,Headphones,146,0.395,0.0069,32.18,380,302,241.73
2025-03-07,Portable PA,8,0.000,0.1250,30.41,66,56,203.70
2024-04-29,Earbuds,11,0.200,0.0000,31.00,358,282,246.05
2024-07-30,Portable PA,6,0.000,0.0000,30.03,66,56,203.70
2024-04-02,Portable PA,10,0.125,0.0000,29.23,66,56,203.70
2025-03-10,Home Theater,13,0.300,0.0000,33.60,146,111,253.47
2025-12-02,Headphones,156,0.384,0.0130,31.39,380,302,241.73
2025-09-13,Earbuds,18,0.533,0.0000,29.51,358,282,246.05
2025-02-04,Portable PA,7,0.000,0.0000,32.19,66,56,203.70
2025-07-28,Home Theater,10,0.111,0.0000,30.28,146,111,253.47
2025-11-07,Headphones,180,0.537,0.0113,31.87,380,302,241.73
2025-12-27,Aviation Headsets,4,0.000,0.0000,29.93,60,45,333.33
2025-09-05,Headphones,181,0.451,0.0169,32.90,380,302,241.73
2025-03-24,Portable PA,5,0.000,0.0000,35.28,66,56,203.70
2024-06-29,Aviation Headsets,4,0.250,0.0000,33.35,60,45,333.33
2024-06-03,Portable PA,7,0.200,0.1429,31.89,66,56,203.70
2024-08-01,Earbuds,18,0.563,0.0000,33.33,358,282,246.05
2025-08-01,Headphones,149,0.458,0.0068,32.65,380,302,241.73
2025-11-14,Home Theater,11,0.091,0.0000,30.57,146,111,253.47
2025-09-08,Speakers,4,0.250,0.0000,27.23,230,182,257.85
2025-01-24,Headphones,158,0.464,0.0195,31.41,380,302,241.73
2024-08-10,Aviation Headsets,2,0.000,0.0000,31.75,60,45,333.33
2025-02-13,Earbuds,14,0.600,0.0769,34.02,358,282,246.05
2024-09-13,Portable PA,8,0.286,0.0000,31.55,66,56,203.70
2025-09-18,Speakers,2,,0.0000,30.85,230,182,257.85
2024-02-25,Headphones,156,0.532,0.0065,31.57,380,302,241.73
2025-05-31,Aviation Headsets,3,0.000,0.0000,33.40,60,45,333.33
2025-03-26,Aviation Headsets,3,0.333,0.0000,38.87,60,45,333.33
2024-06-09,Aviation Headsets,1,,0.0000,20.70,60,45,333.33
2025-03-22,Earbuds,17,0.375,0.0000,32.02,358,282,246.05
2024-04-23,Aviation Headsets,2,0.000,0.0000,30.20,60,45,333.33
2025-11-03,Headphones,179,0.373,0.0056,31.81,380,302,241.73
2025-07-23,Speakers,7,0.500,0.1429,34.30,230,182,257.85
2024-02-07,Speakers,3,0.333,0.0000,28.60,230,182,257.85
2025-03-06,Portable PA,6,0.500,0.0000,34.73,66,56,203.70
2025-03-05,Portable PA,9,0.500,0.1111,31.64,66,56,203.70
2024-03-22,Speakers,3,0.333,0.0000,31.20,230,182,257.85
2024-04-12,Earbuds,25,0.667,0.0000,34.74,358,282,246.05
2024-01-24,Portable PA,8,0.125,0.0000,34.93,66,56,203.70
2024-02-05,Earbuds,15,0.583,0.0000,32.08,358,282,246.05
2025-08-17,Portable PA,6,0.000,0.0000,32.08,66,56,203.70
2025-11-27,Aviation Headsets,2,0.000,0.0000,36.20,60,45,333.33
2024-03-18,Earbuds,12,0.273,0.0000,32.97,358,282,246.05
2024-07-03,Aviation Headsets,4,0.750,0.0000,30.90,60,45,333.33
2024-02-06,Speakers,2,0.000,0.0000,28.95,230,182,257.85
2025-05-02,Portable PA,8,0.167,0.0000,32.69,66,56,203.70
2024-08-01,Home Theater,8,0.250,0.0000,30.25,146,111,253.47
2024-09-04,Headphones,164,0.371,0.0248,32.34,380,302,241.73
2025-04-23,Home Theater,8,0.125,0.0000,30.21,146,111,253.47
2024-09-09,Aviation Headsets,1,0.000,0.0000,37.50,60,45,333.33
2025-09-19,Speakers,7,1.667,0.0000,28.37,230,182,257.85
2024-09-16,Earbuds,26,0.739,0.0385,28.33,358,282,246.05
2025-07-20,Headphones,141,0.386,0.0213,31.57,380,302,241.73
2024-05-01,Speakers,2,0.000,0.0000,35.05,230,182,257.85
2025-11-22,Earbuds,16,0.333,0.0625,32.60,358,282,246.05
2024-05-22,Earbuds,24,0.682,0.0417,31.49,358,282,246.05
2025-06-06,Portable PA,5,0.000,0.0000,28.80,66,56,203.70
2024-10-12,Aviation Headsets,1,2.000,0.0000,19.50,60,45,333.33
2024-09-22,Earbuds,19,0.389,0.0556,31.89,358,282,246.05
2025-03-20,Portable PA,7,0.143,0.0000,31.29,66,56,203.70
2024-11-01,Portable PA,6,0.167,0.0000,28.37,66,56,203.70
2025-04-17,Headphones,151,0.463,0.0135,32.95,380,302,241.73
2025-01-30,Home Theater,18,0.111,0.0556,32.31,146,111,253.47
2024-10-30,Earbuds,17,0.357,0.0000,29.66,358,282,246.05
2024-12-26,Portable PA,7,0.429,0.0000,31.49,66,56,203.70
2024-01-22,Portable PA,2,0.000,0.0000,35.05,66,56,203.70
2025-04-22,Earbuds,14,0.308,0.0000,33.38,358,282,246.05
2024-01-14,Aviation Headsets,4,0.333,0.0000,33.75,60,45,333.33
2024-07-19,Portable PA,7,0.286,0.0000,33.21,66,56,203.70
2024-10-20,Earbuds,23,0.619,0.0000,34.25,358,282,246.05
2025-01-15,Earbuds,22,0.316,0.0909,29.80,358,282,246.05
2025-06-06,Earbuds,20,0.353,0.0000,31.45,358,282,246.05
2024-04-19,Speakers,7,0.000,0.0000,30.19,230,182,257.85
2024-10-08,Earbuds,34,0.300,0.0303,31.66,358,282,246.05
2025-07-17,Portable PA,7,0.000,0.0000,33.56,66,56,203.70
2024-12-21,Portable PA,9,0.111,0.0000,29.73,66,56,203.70
2024-10-01,Home Theater,9,0.143,0.0000,34.02,146,111,253.47
2024-07-11,Earbuds,21,0.474,0.0000,31.70,358,282,246.05
2025-07-01,Portable PA,3,0.000,0.0000,33.57,66,56,203.70
2025-02-17,Aviation Headsets,5,0.250,0.0000,29.00,60,45,333.33
2024-07-21,Aviation Headsets,3,0.000,0.0000,33.80,60,45,333.33
2025-04-18,Home Theater,10,0.100,0.0000,32.73,146,111,253.47
2025-01-18,Home Theater,14,0.143,0.0000,31.94,146,111,253.47
2025-07-17,Earbuds,28,0.522,0.0000,31.51,358,282,246.05
2025-12-05,Portable PA,6,0.000,0.0000,38.28,66,56,203.70
2024-02-01,Home Theater,15,0.000,0.0000,32.70,146,111,253.47
2024-02-15,Speakers,5,0.000,0.0000,28.42,230,182,257.85
2024-08-26,Speakers,3,1.000,0.0000,32.50,230,182,257.85
2025-01-08,Earbuds,22,0.333,0.0000,32.21,358,282,246.05
2025-05-27,Aviation Headsets,6,0.333,0.0000,32.80,60,45,333.33
2024-01-04,Speakers,4,0.250,0.0000,26.93,230,182,257.85
2025-07-22,Earbuds,26,0.217,0.0000,32.42,358,282,246.05
2025-09-06,Headphones,172,0.391,0.0118,31.62,380,302,241.73
2024-12-11,Headphones,168,0.331,0.0242,32.47,380,302,241.73
2024-04-30,Earbuds,26,0.520,0.0000,30.81,358,282,246.05
2025-09-14,Aviation Headsets,2,,0.0000,29.60,60,45,333.33
2024-02-24,Headphones,154,0.428,0.0201,31.36,380,302,241.73
2024-01-06,Home Theater,9,0.111,0.0000,35.08,146,111,253.47
2024-05-12,Aviation Headsets,2,0.000,0.0000,31.55,60,45,333.33
2025-08-31,Aviation Headsets,2,0.500,0.0000,33.30,60,45,333.33
2025-09-28,Home Theater,10,0.200,0.0000,35.27,146,111,253.47
2024-07-13,Aviation Headsets,4,0.250,0.0000,29.83,60,45,333.33
2025-03-04,Earbuds,20,0.500,0.0000,31.05,358,282,246.05
2024-07-25,Home Theater,6,0.000,0.0000,31.83,146,111,253.47
2025-05-10,Earbuds,21,0.737,0.0000,34.19,358,282,246.05
2025-04-09,Portable PA,6,0.167,0.0000,34.45,66,56,203.70
2024-12-07,Aviation Headsets,3,0.000,0.0000,41.93,60,45,333.33
2025-02-19,Earbuds,15,0.357,0.0000,32.65,358,282,246.05
2024-10-25,Earbuds,21,0.400,0.0000,32.31,358,282,246.05
2025-11-01,Portable PA,11,0.200,0.0000,32.75,66,56,203.70
2024-12-12,Home Theater,15,0.154,0.0667,33.16,146,111,253.47
2025-10-21,Home Theater,7,0.000,0.0000,29.73,146,111,253.47
2024-12-26,Home Theater,8,0.125,0.0000,32.96,146,111,253.47
2024-05-30,Portable PA,9,0.111,0.0000,31.38,66,56,203.70
2024-11-08,Headphones,159,0.421,0.0064,32.17,380,302,241.73
2024-03-06,Home Theater,11,0.091,0.0000,34.99,146,111,253.47
2025-05-10,Headphones,168,0.481,0.0000,32.15,380,302,241.73
2025-08-12,Earbuds,26,0.174,0.0385,29.38,358,282,246.05
2025-10-21,Portable PA,3,0.000,0.0000,29.40,66,56,203.70
2024-08-05,Earbuds,14,0.417,0.0000,32.91,358,282,246.05
2024-09-18,Aviation Headsets,1,0.000,0.0000,34.50,60,45,333.33
2025-03-28,Speakers,2,0.500,0.0000,31.20,230,182,257.85
2024-12-15,Portable PA,5,0.000,0.0000,32.06,66,56,203.70
2024-06-26,Aviation Headsets,6,0.167,0.0000,32.77,60,45,333.33
2025-06-05,Speakers,4,0.250,0.0000,34.33,230,182,257.85
2024-02-25,Speakers,6,0.333,0.0000,30.20,230,182,257.85
2024-12-17,Speakers,6,0.500,0.1667,31.50,230,182,257.85
2025-05-19,Earbuds,30,0.259,0.0000,31.67,358,282,246.05
2024-08-09,Speakers,4,0.000,0.0000,32.10,230,182,257.85
2025-11-02,Headphones,176,0.432,0.0057,32.82,380,302,241.73
2024-02-04,Headphones,178,0.413,0.0171,32.15,380,302,241.73
2024-10-21,Earbuds,19,0.533,0.0000,32.54,358,282,246.05
2025-10-05,Portable PA,3,0.000,0.0000,34.90,66,56,203.70
2024-12-08,Headphones,166,0.473,0.0061,31.73,380,302,241.73
2024-10-30,Speakers,2,0.000,0.5000,29.45,230,182,257.85
2024-07-06,Aviation Headsets,4,0.000,0.0000,33.88,60,45,333.33
2025-03-02,Home Theater,2,0.000,0.0000,35.70,146,111,253.47
2024-06-07,Home Theater,7,0.167,0.0000,35.17,146,111,253.47
2025-08-06,Portable PA,5,0.400,0.0000,30.40,66,56,203.70
2025-06-02,Speakers,3,0.667,0.0000,34.53,230,182,257.85
2024-04-02,Headphones,166,0.436,0.0122,32.35,380,302,241.73
2024-03-30,Headphones,168,0.331,0.0060,31.02,380,302,241.73
2025-02-22,Aviation Headsets,2,0.000,0.0000,32.70,60,45,333.33
2025-08-25,Headphones,146,0.402,0.0280,31.69,380,302,241.73
2024-01-02,Aviation Headsets,3,0.000,0.0000,29.70,60,45,333.33
2025-06-12,Portable PA,4,0.500,0.0000,28.75,66,56,203.70
2024-06-04,Portable PA,4,0.000,0.0000,26.53,66,56,203.70
2024-10-26,Speakers,7,0.800,0.0000,35.93,230,182,257.85
2024-02-18,Speakers,4,0.250,0.2500,27.95,230,182,257.85
2024-03-04,Headphones,139,0.496,0.0000,30.92,380,302,241.73
2025-04-24,Portable PA,7,0.143,0.0000,30.39,66,56,203.70
2024-02-14,Speakers,7,0.333,0.0000,32.46,230,182,257.85
2025-02-14,Home Theater,9,0.000,0.1111,32.93,146,111,253.47
2025-07-02,Home Theater,11,0.000,0.0000,29.19,146,111,253.47
2025-04-27,Home Theater,12,0.500,0.0000,34.88,146,111,253.47
2025-11-23,Speakers,7,0.429,0.0000,35.16,230,182,257.85
2024-12-14,Home Theater,8,0.000,0.0000,28.88,146,111,253.47
2024-08-09,Aviation Headsets,2,0.000,0.0000,34.50,60,45,333.33
2025-08-11,Home Theater,6,0.200,0.0000,30.45,146,111,253.47
2024-07-24,Portable PA,5,0.000,0.2000,35.42,66,56,203.70
2024-04-14,Home Theater,8,0.000,0.0000,29.51,146,111,253.47
2024-12-29,Earbuds,20,0.350,0.0000,33.23,358,282,246.05
2024-05-18,Home Theater,15,0.067,0.1333,30.44,146,111,253.47
2025-11-29,Home Theater,10,0.000,0.0000,35.14,146,111,253.47
2024-01-07,Speakers,1,0.000,0.0000,33.60,230,182,257.85
2025-11-15,Portable PA,10,0.200,0.0000,34.73,66,56,203.70
2024-09-14,Speakers,10,0.900,0.1000,33.21,230,182,257.85
2025-07-03,Portable PA,6,0.200,0.0000,28.72,66,56,203.70
2024-01-27,Speakers,5,0.800,0.0000,34.08,230,182,257.85
2025-10-07,Aviation Headsets,2,0.000,0.0000,33.90,60,45,333.33
2024-12-12,Speakers,3,0.333,0.0000,37.73,230,182,257.85
2024-09-13,Aviation Headsets,2,0.000,0.0000,26.85,60,45,333.33
2025-12-22,Speakers,6,0.400,0.0000,32.07,230,182,257.85
2024-07-20,Portable PA,12,0.273,0.0000,34.04,66,56,203.70
2025-03-07,Headphones,158,0.370,0.0065,31.51,380,302,241.73
2025-09-16,Portable PA,6,0.000,0.0000,31.55,66,56,203.70
2025-11-29,Aviation Headsets,2,0.500,0.0000,39.95,60,45,333.33
2025-07-18,Portable PA,4,0.500,0.0000,32.75,66,56,203.70
2024-03-30,Aviation Headsets,4,0.000,0.0000,25.85,60,45,333.33
2024-01-09,Portable PA,6,0.000,0.0000,35.13,66,56,203.70
2024-05-27,Earbuds,24,0.522,0.0000,30.36,358,282,246.05
2024-08-03,Aviation Headsets,1,0.000,0.0000,29.50,60,45,333.33
2025-01-27,Speakers,4,0.250,0.0000,34.03,230,182,257.85
2025-10-07,Earbuds,16,0.714,0.0000,31.27,358,282,246.05
2025-04-03,Headphones,173,0.429,0.0059,31.78,380,302,241.73
2025-05-31,Headphones,167,0.420,0.0061,32.58,380,302,241.73
2025-11-10,Aviation Headsets,1,0.000,0.0000,25.90,60,45,333.33
2024-09-27,Home Theater,9,0.333,0.0000,36.27,146,111,253.47
2024-11-12,Home Theater,13,0.308,0.0000,31.35,146,111,253.47
2025-04-02,Headphones,171,0.500,0.0118,30.96,380,302,241.73
2025-04-17,Portable PA,10,0.111,0.0000,36.47,66,56,203.70
2024-01-22,Speakers,6,0.250,0.1667,33.62,230,182,257.85
2025-02-11,Aviation Headsets,3,0.333,0.0000,33.27,60,45,333.33
2025-06-24,Aviation Headsets,2,0.000,0.0000,35.25,60,45,333.33
2024-03-25,Portable PA,7,0.143,0.0000,32.01,66,56,203.70
2025-11-25,Home Theater,8,0.286,0.0000,32.74,146,111,253.47
2025-12-13,Home Theater,12,0.273,0.0000,29.33,146,111,253.47
2025-03-15,Speakers,6,0.600,0.1667,30.55,230,182,257.85
2025-02-23,Headphones,171,0.387,0.0058,33.32,380,302,241.73
2024-07-07,Portable PA,3,0.000,0.0000,31.87,66,56,203.70
2025-02-02,Earbuds,27,0.280,0.0000,33.75,358,282,246.05
2025-03-17,Home Theater,13,0.167,0.0000,35.05,146,111,253.47
2025-11-28,Portable PA,5,0.500,0.0000,31.88,66,56,203.70
2024-12-12,Portable PA,5,0.000,0.0000,35.24,66,56,203.70
2024-06-10,Home Theater,9,0.333,0.0000,33.50,146,111,253.47
2025-07-03,Home Theater,11,0.000,0.0909,27.40,146,111,253.47
2024-04-10,Home Theater,18,0.125,0.0000,31.96,146,111,253.47
2024-09-14,Aviation Headsets,2,0.000,0.0000,33.10,60,45,333.33
2025-09-25,Headphones,170,0.494,0.0120,32.45,380,302,241.73
2025-10-15,Home Theater,11,0.200,0.0000,32.21,146,111,253.47
2024-02-18,Aviation Headsets,6,0.667,0.0000,30.33,60,45,333.33
2024-03-16,Home Theater,14,0.091,0.0000,33.08,146,111,253.47
2024-07-13,Speakers,4,0.250,0.0000,33.13,230,182,257.85
2024-05-03,Home Theater,9,0.000,0.0000,29.76,146,111,253.47
2024-05-03,Speakers,5,0.600,0.2000,33.82,230,182,257.85
2025-03-06,Aviation Headsets,2,0.000,0.0000,37.00,60,45,333.33
2024-12-26,Headphones,149,0.364,0.0000,32.48,380,302,241.73
2024-09-02,Earbuds,17,0.250,0.0000,33.52,358,282,246.05
2025-11-28,Aviation Headsets,2,0.000,0.0000,27.70,60,45,333.33
2025-10-29,Portable PA,5,0.000,0.0000,31.30,66,56,203.70
2025-03-28,Earbuds,14,0.615,0.0000,28.62,358,282,246.05
2024-05-04,Headphones,151,0.526,0.0133,31.94,380,302,241.73
2024-04-13,Home Theater,3,0.000,0.0000,23.97,146,111,253.47
2024-04-22,Headphones,157,0.384,0.0197,31.69,380,302,241.73
2024-01-03,Earbuds,17,0.643,0.0000,32.86,358,282,246.05
2025-01-24,Aviation Headsets,4,1.000,0.0000,33.40,60,45,333.33
2024-09-30,Portable PA,5,0.200,0.0000,33.46,66,56,203.70
2024-11-24,Speakers,3,0.000,0.0000,32.57,230,182,257.85
2024-07-12,Headphones,154,0.529,0.0066,32.03,380,302,241.73
2025-03-05,Speakers,3,0.333,0.0000,29.30,230,182,257.85
2025-10-08,Aviation Headsets,3,0.000,0.0000,26.43,60,45,333.33
2024-02-03,Home Theater,4,0.250,0.0000,30.18,146,111,253.47
2025-10-05,Aviation Headsets,1,0.000,0.0000,17.60,60,45,333.33
2025-08-16,Aviation Headsets,9,0.125,0.0000,31.77,60,45,333.33
2025-10-06,Earbuds,19,0.556,0.0000,31.76,358,282,246.05
2024-04-10,Speakers,4,0.750,0.2500,31.50,230,182,257.85
2024-10-31,Headphones,156,0.368,0.0065,32.14,380,302,241.73
2025-07-19,Speakers,7,1.000,0.0000,30.89,230,182,257.85
2025-11-15,Earbuds,18,0.556,0.0000,31.34,358,282,246.05
2025-10-05,Headphones,163,0.527,0.0123,31.53,380,302,241.73
2024-11-18,Headphones,157,0.424,0.0000,31.85,380,302,241.73
2025-10-14,Home Theater,8,0.125,0.0000,31.73,146,111,253.47
2025-03-30,Earbuds,17,0.429,0.0000,34.30,358,282,246.05
2025-09-17,Portable PA,6,0.167,0.0000,31.52,66,56,203.70
2025-06-26,Portable PA,8,0.286,0.0000,33.53,66,56,203.70
2024-08-20,Speakers,6,0.600,0.0000,34.05,230,182,257.85
2025-08-19,Speakers,3,0.667,0.0000,35.17,230,182,257.85
2025-12-30,Headphones,150,0.538,0.0068,32.59,380,302,241.73
2025-01-11,Portable PA,4,0.000,0.0000,31.63,66,56,203.70
2025-12-09,Aviation Headsets,1,1.000,0.0000,30.00,60,45,333.33
2025-06-19,Speakers,4,0.250,0.0000,32.88,230,182,257.85
2024-07-26,Speakers,5,0.800,0.0000,30.12,230,182,257.85
2024-06-04,Earbuds,17,0.353,0.0000,32.24,358,282,246.05
2024-07-04,Aviation Headsets,5,0.000,0.0000,37.88,60,45,333.33
2025-07-01,Home Theater,11,0.200,0.0000,32.98,146,111,253.47
2024-11-10,Aviation Headsets,3,0.500,0.0000,30.90,60,45,333.33
2024-06-12,Portable PA,6,0.500,0.0000,31.02,66,56,203.70
2025-10-17,Speakers,7,0.833,0.0000,30.53,230,182,257.85
2025-11-22,Headphones,160,0.350,0.0063,32.05,380,302,241.73
2024-01-30,Portable PA,5,0.000,0.0000,28.60,66,56,203.70
2025-03-29,Home Theater,13,0.077,0.0000,30.12,146,111,253.47
2024-05-02,Earbuds,21,0.150,0.0000,34.73,358,282,246.05
2025-06-20,Home Theater,9,0.000,0.0000,26.47,146,111,253.47
2024-09-30,Speakers,2,0.500,0.0000,40.00,230,182,257.85
2025-11-10,Headphones,152,0.444,0.0000,32.88,380,302,241.73
2024-11-10,Home Theater,8,0.143,0.0000,33.44,146,111,253.47
2024-06-09,Speakers,6,0.333,0.0000,28.92,230,182,257.85
2025-09-12,Headphones,171,0.435,0.0117,32.04,380,302,241.73
2025-10-06,Speakers,8,0.250,0.0000,33.56,230,182,257.85
